l	fo
915	5586	0.031198291954
916	5587	0.03028216841
917	5588	0.029831055742
918	5589	0.02943814182
919	5590	0.02961621261
920	5591	0.030260742006
921	5592	0.031951111554
922	5593	0.032006704386
923	5594	0.030262479282
924	5595	0.029972933282
925	5596	0.03039943454
926	5597	0.031942135628
927	5598	0.03250732942
928	5599	0.032748231692
929	5600	0.032886345134
930	5601	0.03286636646
931	5602	0.032610407796
932	5603	0.032595061858
933	5604	0.032636466936
934	5605	0.032778634022
935	5606	0.03300969173
936	5607	0.033336299618
937	5608	0.033706918498
938	5609	0.034508960918
939	5610	0.034390247058
940	5611	0.032949755708
941	5612	0.032357634138
942	5613	0.032275113528
943	5614	0.033095686892
944	5615	0.033265071302
945	5616	0.033144909712
946	5617	0.03304733271
947	5618	0.03291414155
948	5619	0.032804982708
949	5620	0.03246534525
950	5621	0.031393156412
951	5622	0.031338142672
952	5623	0.031932001518
953	5624	0.03347296533
954	5625	0.034540521432
955	5626	0.036137657168
956	5627	0.036599193492
957	5628	0.03631341159
958	5629	0.034986132726
959	5630	0.03421420309
960	5631	0.032940490236
961	5632	0.032824961382
962	5633	0.033446327098
963	5634	0.035351829324
964	5635	0.035017982786
965	5636	0.0326463115
966	5637	0.032017707134
967	5638	0.032788768132
968	5639	0.03311827148
969	5640	0.033249725364
970	5641	0.03295612572
971	5642	0.03308786915
972	5643	0.033948978954
973	5644	0.034003124056
974	5645	0.033502788568
975	5646	0.031849191362
976	5647	0.031458014716
977	5648	0.031944451996
978	5649	0.032273086706
979	5650	0.032642836948
980	5651	0.03323408988
981	5652	0.03325001491
982	5653	0.032582321834
983	5654	0.032341130016
984	5655	0.032285537184
985	5656	0.032619673268
986	5657	0.032339682286
987	5658	0.030984027914
988	5659	0.031104189504
989	5660	0.032091251818
990	5661	0.034676608052
991	5662	0.034717144492
992	5663	0.032629517832
993	5664	0.031920709224
994	5665	0.031681833774
995	5666	0.031997438914
996	5667	0.032295092202
997	5668	0.033070785936
998	5669	0.03330647638
999	5670	0.03298652805
1000	5671	0.03291848474
1001	5672	0.032987396688
1002	5673	0.033474992152
1003	5674	0.033307634564
1004	5675	0.032348368666
1005	5676	0.031875540048
1006	5677	0.031668514658
1007	5678	0.03189928282
1008	5679	0.031858456834
1009	5680	0.031532138492
1010	5681	0.031610315912
1011	5682	0.031955454744
1012	5683	0.032939042506
1013	5684	0.032875631932
1014	5685	0.03164882553
1015	5686	0.031312083532
1016	5687	0.031407344166
1017	5688	0.032097332284
1018	5689	0.032554235872
1019	5690	0.033094528708
1020	5691	0.033608472858
1021	5692	0.034123575192
1022	5693	0.03465286528
1023	5694	0.035116717972
1024	5695	0.035920497668
1025	5696	0.03577775149
1026	5697	0.035028406442
1027	5698	0.03337451969
1028	5699	0.032979868492
1029	5700	0.033164888386
1030	5701	0.033480493526
1031	5702	0.034809799212
1032	5703	0.035083130636
1033	5704	0.034612039294
1034	5705	0.032797454512
1035	5706	0.031971090228
1036	5707	0.031443537416
1037	5708	0.03118989512
1038	5709	0.031214216984
1039	5710	0.031707024276
1040	5711	0.031863958208
1041	5712	0.031786938972
1042	5713	0.031928526966
1043	5714	0.032195488378
1044	5715	0.032548444952
1045	5716	0.033172127036
1046	5717	0.034708168566
