HIP	Vmag	RA	DE	Plx	pmRA	pmDE	e_Plx	B-V	V-I
  9191	 8.58	 29.58657437	-82.29408096	  16.89	  -66.37	   14.63	  1.41	 0.648	 0.71
  9197	 8.60	 29.59884611	 25.78990382	  16.82	  -21.27	  -11.54	  2.26	 0.612	 0.68
  9209	 7.23	 29.61646856	-41.17001960	  14.56	   65.02	  -25.04	  0.76	 0.330	 0.38
  9216	 9.18	 29.62471524	-15.42374181	  16.84	  201.80	  -75.56	  1.28	 0.679	 0.74
  9236	 2.86	 29.69113269	-61.56992444	  45.74	  262.54	   26.88	  0.55	 0.290	 0.34
  9249	 7.31	 29.72721758	-21.13285072	  14.28	   60.57	   67.73	  0.92	 0.493	 0.57
  9269	 7.14	 29.77693064	 33.21053783	  40.74	  243.17	 -352.76	  0.90	 0.773	 0.82
  9308	 7.30	 29.89851771	-65.44835430	  14.86	  116.44	   71.01	  0.61	 0.423	 0.49
  9327	 7.23	 29.94317112	 49.47799469	  15.97	  -20.60	   58.36	  0.81	 0.435	 0.50
  9339	10.42	 29.98111579	 -6.88153331	  18.76	 -197.04	   61.43	  2.07	 0.929	 0.97
  9349	 7.99	 30.02211788	-13.54606215	  22.80	   48.68	  -20.91	  1.18	 0.660	 0.72
  9353	 5.89	 30.03760293	  3.09763527	  32.18	  231.21	 -255.20	  0.96	 0.610	 0.65
  9381	 7.37	 30.13244282	-40.73020092	  28.54	  440.65	 -430.52	  0.84	 0.653	 0.72
  9400	 8.93	 30.19770613	-80.53236809	  24.32	  -67.30	 -141.86	  0.85	 0.797	 0.83
  9404	 8.76	 30.20258820	-12.87526774	  23.80	  218.63	  117.76	  1.21	 0.746	 0.79
  9406	 6.92	 30.20586364	 -8.47158346	  17.57	   90.10	  -55.85	  0.88	 0.960	 0.95
  9414	 6.84	 30.23639524	-78.87016760	  21.86	  120.93	  -57.67	  0.53	 0.576	 0.65
  9452	 6.61	 30.38932555	 23.39545809	  15.39	  -91.63	   -3.68	  0.77	 0.339	 0.40
  9463	10.16	 30.44929308	 13.02450453	  24.83	 -128.28	 -146.27	  1.91	 1.190	 1.32
  9466	 8.57	 30.45684669	  2.87191989	  13.40	  -71.23	 -203.07	  1.32	 0.531	 0.60
  9469	 6.88	 30.45878638	-63.62275719	  13.77	   39.52	   41.05	  0.52	 0.561	 0.63
  9473	 7.06	 30.46832359	  7.86448845	  21.43	  121.23	  -49.33	  0.84	 0.510	 0.58
  9480	 4.49	 30.48979079	 70.90704605	  27.91	  -54.46	  -10.69	  0.56	 0.164	 0.20
  9487	 3.82	 30.51166929	  2.76376048	  23.45	   33.29	   -0.42	  1.06	 0.024	 0.05
  9488	10.48	 30.51404598	  3.94109509	  25.12	 -338.69	 -325.39	  2.54	 1.246	 1.54
  9492	 7.21	 30.52988525	 22.10422589	  18.56	    8.18	  -51.16	  0.95	 0.496	 0.57
  9495	 7.71	 30.54450880	-45.83553703	  14.85	   54.15	   -2.61	  0.80	 0.446	 0.52
  9497	 7.87	 30.54687481	-24.03995094	  15.71	  100.03	   33.36	  1.87	 0.492	 0.56
  9499	 8.06	 30.55008416	-62.59219399	  15.49	   56.24	   62.47	  0.69	 0.611	 0.68
  9500	 8.22	 30.55344226	 36.71712273	  16.29	  138.50	  -55.49	  1.62	 0.830	 0.80
  9519	 8.18	 30.61128896	  2.81587955	  21.24	   34.96	   -8.54	  1.28	 0.649	 0.71
  9524	 7.86	 30.62663088	-40.52024602	  13.73	  -34.64	   -6.61	  0.88	 0.487	 0.56
  9553	 9.02	 30.68711919	-40.95072149	  31.79	  178.94	  -63.23	  1.17	 1.020	 1.07
  9576	 6.88	 30.75664962	  3.35828084	  20.63	  220.25	  138.03	  1.15	 0.664	 0.73
  9583	 7.70	 30.78923278	 48.62050240	  21.24	  195.20	  -45.98	  1.90	 0.644	 0.67
  9591	 9.52	 30.83701493	 -1.08565537	  16.85	  159.37	 -133.48	  1.71	 0.842	 0.88
  9598	 3.95	 30.85912643	 72.42123962	  20.12	  -44.00	   22.51	  0.56	-0.002	 0.03
  9618	 9.20	 30.90385710	 21.28060272	  15.18	  157.93	  108.79	  1.31	 0.689	 0.75
  9621	 5.64	 30.91359346	 25.93544879	  18.90	  125.66	    9.27	  0.71	 0.537	 0.61
  9629	 8.69	 30.94046614	-40.46919597	  22.16	  377.35	   41.75	  0.98	 0.722	 0.77
  9634	 8.34	 30.95263230	 -4.57853028	  13.71	  -56.30	  -96.76	  1.12	 0.431	 0.50
  9642	 7.30	 30.97907630	-45.41303242	  20.34	  328.03	   52.87	  1.04	 0.694	 0.76
  9643	 8.91	 30.98543205	 14.18416761	  15.62	   19.29	  -20.93	  1.40	 0.679	 0.74
  9649	10.01	 31.00552358	-57.70360640	  15.31	  119.43	   98.31	  1.12	 0.744	 0.79
  9657	 9.51	 31.05708614	 -6.54564709	  18.60	  115.45	 -188.08	  1.57	 0.865	 0.91
  9659	 7.36	 31.06948079	 60.24447153	  22.16	  -24.13	  -60.81	  0.93	 0.555	 0.63
  9672	 7.81	 31.10223300	-43.50767782	  15.02	   53.85	   -7.04	  0.83	 0.607	 0.68
  9678	 7.50	 31.12642327	-16.21685623	  13.52	  -44.60	  -72.63	  1.04	 0.461	 0.53
  9683	 7.43	 31.14315629	 25.41473128	  26.91	 -107.81	 -175.26	  0.83	 0.710	 0.76
  9685	 6.45	 31.14600838	-54.88162897	  21.17	   75.79	  -24.72	  0.56	 0.386	 0.45
  9686	 7.27	 31.14718233	-65.13702141	  13.88	  114.58	   91.81	  1.04	 0.418	 0.48
  9692	 8.66	 31.16869560	-16.28762846	  32.32	   19.78	   22.72	  9.52	 0.566	 0.64
  9709	 8.80	 31.22264798	 11.40503519	  20.35	   59.62	   60.60	  1.05	 0.734	 0.78
  9714	 9.51	 31.24362351	 22.80310342	  19.49	  359.62	 -345.40	  1.52	 0.890	 0.93
  9716	 7.79	 31.24714248	-15.67799402	  39.16	   20.23	  -45.15	  1.11	 0.832	 0.85
  9724	10.19	 31.26683543	-17.61420901	 105.94	 1317.53	 -173.94	  2.04	 1.514	 2.35
  9726	 7.51	 31.27884572	 60.34576222	  15.00	    2.76	 -159.85	  0.95	 0.571	 0.64
  9727	 5.27	 31.27938922	 77.28145654	  29.80	  138.90	  -47.56	  0.56	 0.345	 0.40
  9741	 9.60	 31.32556419	-52.88331029	  14.83	  -26.72	  -23.06	  2.44	 0.785	 0.82
  9742	 8.68	 31.32971130	  0.32290725	  20.85	    1.40	  -26.91	  1.19	 0.684	 0.74
  9753	 9.56	 31.35281718	 -9.79187862	  30.57	  155.29	  -28.43	  3.71	 1.021	 1.07
  9764	10.03	 31.38195979	 12.16887073	  20.89	  -15.10	  -81.04	  1.49	 1.000	 1.04
  9769	 8.95	 31.40506005	-24.37934951	  21.63	  412.68	  -55.90	  1.45	 0.795	 0.84
  9771	 9.05	 31.41128693	-66.13904807	  14.50	  117.05	  -77.02	  0.86	 0.589	 0.66
  9774	 8.55	 31.42185328	-24.37590050	  22.31	  420.17	  -56.69	  1.89	 0.885	 0.89
  9788	 9.83	 31.45587015	 30.78410257	  34.78	 -171.67	  -95.31	  1.43	 1.170	 1.28
  9805	 7.42	 31.54335612	 46.85999594	  14.00	   15.26	  -41.97	  0.94	 0.578	 0.65
  9820	 8.47	 31.59219431	 16.87366741	  13.82	   31.68	   38.31	  1.31	 0.495	 0.57
  9829	 6.89	 31.62599843	 24.33435081	  43.14	    6.37	 -147.15	  0.94	 0.662	 0.72
  9836	 5.03	 31.64130188	 22.64840404	  17.40	   20.62	  -35.84	  0.88	 0.121	 0.12
  9858	 6.75	 31.70477753	 29.26941907	  14.09	   -2.93	   -5.93	  0.83	 0.186	 0.20
  9884	 2.01	 31.79285757	 23.46277743	  49.48	  190.73	 -145.77	  0.99	 1.151	 1.13
  9885	 7.51	 31.79745582	-60.98339670	  18.83	  125.96	  112.27	  0.58	 0.534	 0.61
  9892	 8.64	 31.82489917	-53.19898114	  19.93	   85.21	  -22.47	  0.79	 0.701	 0.76
  9902	 7.50	 31.85840805	-59.67938421	  22.24	   93.05	  -18.82	  0.63	 0.544	 0.62
  9911	 6.88	 31.89341053	 -0.61658189	  27.04	 -249.84	 -344.12	  0.86	 0.624	 0.69
  9943	 7.99	 31.99972116	-21.34756105	  14.07	  103.93	   11.64	  1.05	 0.486	 0.56
  9946	 9.48	 32.00397802	 -4.98281052	  16.52	  159.73	  120.82	  1.41	 0.686	 0.74
  9967	10.01	 32.08307119	  3.06084785	  17.30	  174.54	 -253.66	  1.52	 1.075	 1.14
  9971	 9.96	 32.09903331	 28.31151752	  18.62	  226.70	 -303.03	  3.76	 0.818	 0.84
  9974	 7.60	 32.10833464	 43.19114222	  17.15	   90.74	  -54.68	  0.88	 0.616	 0.68
  9977	 4.78	 32.12144102	 37.85918337	  16.48	  154.22	  -43.64	  0.80	 0.120	 0.16
 10012	 9.33	 32.23567847	-27.41906020	  17.87	  -60.25	 -228.83	  1.31	 0.746	 0.79
 10031	 6.57	 32.28206230	 71.55258863	  36.57	  308.26	 -239.61	  0.65	 0.551	 0.62
 10033	 7.13	 32.28827186	 -2.33184994	  14.68	  -91.35	  -46.29	  0.99	 0.496	 0.57
 10047	 6.97	 32.34283847	  5.98611407	  14.54	  -34.48	   36.65	  1.01	 0.408	 0.47
 10050	 6.40	 32.34594705	 17.22464882	  25.47	  136.08	 -186.23	  1.06	 0.471	 0.54
 10054	 6.05	 32.35601743	 81.29592818	  14.61	  -34.14	    7.13	  0.52	 0.118	 0.13
 10061	 8.23	 32.37572214	-41.38738440	  13.42	   87.28	   40.31	  0.96	 0.695	 0.75
 10064	 3.00	 32.38550383	 34.98739204	  26.24	  148.78	  -39.13	  0.77	 0.140	 0.17
 10069	 6.48	 32.39508853	-24.34568294	  16.07	  -31.06	  -42.03	  0.83	 0.289	 0.33
 10079	 7.32	 32.40934712	 42.85830544	  19.49	  139.18	  -99.94	  0.91	 0.495	 0.57
 10091	 6.93	 32.43796012	-51.73101027	  18.24	  156.88	   58.74	  0.67	 0.907	 0.91
 10096	 6.49	 32.45179984	-40.86644598	  14.68	   48.51	  -22.51	  0.68	 0.430	 0.50
 10116	 7.50	 32.53232462	-64.35511762	  17.80	  351.34	   13.70	  0.62	 0.620	 0.69
 10117	 8.91	 32.53279991	-31.06944230	  22.27	  240.66	 -175.12	  1.09	 0.880	 0.92
 10118	 8.52	 32.53300303	 12.11390281	  17.56	   -9.41	  -22.24	  1.27	 0.578	 0.65
 10123	10.25	 32.55483411	-36.77115170	  15.68	  209.90	    6.96	  1.85	 0.927	 0.97
 10138	 6.12	 32.60000721	-50.82531507	  91.63	 2092.84	  654.32	  0.61	 0.812	 0.88
 10140	 8.76	 32.60138751	 29.80722074	  17.66	  290.02	 -265.76	  1.29	 0.580	 0.65
 10164	 7.06	 32.67335990	-28.21925054	  17.76	   86.28	   -3.82	  0.81	 1.004	 1.00
 10175	 7.63	 32.71671610	 13.68345373	  20.41	  111.71	  -73.24	  1.75	 0.704	 0.76
 10191	10.15	 32.75971117	-35.67024597	  48.22	 -158.26	 -214.08	  3.50	 1.430	 1.75
 10212	 5.64	 32.83817716	  8.57008262	  23.52	 -141.20	 -114.26	  0.86	 0.569	 0.63
 10215	 6.00	 32.84267760	-10.05174603	  20.00	  -27.30	 -171.15	  0.94	 0.418	 0.48
 10218	 7.33	 32.84573402	 21.37737657	  30.76	  274.60	  -12.41	  0.98	 0.677	 0.74
 10245	 9.67	 32.94435823	 45.92426666	  18.81	  277.91	   -8.61	  1.40	 0.890	 0.93
 10258	 9.70	 32.99193898	  4.36179382	  20.55	 -146.48	  -78.57	  1.60	 1.040	 1.09
 10272	 7.71	 33.06387454	 23.95859535	  30.99	  127.12	 -160.41	  1.51	 1.133	 1.22
 10276	 8.46	 33.07542121	 21.98282126	  29.52	 -115.07	  -60.32	  1.17	 0.781	 0.82
 10278	 7.89	 33.08627004	-46.81622226	  23.02	  -30.60	  -67.25	  0.84	 0.667	 0.73
 10279	10.04	 33.09173956	  3.58012318	  96.28	-1761.07	-1852.82	  1.80	 1.431	 2.05
 10301	 8.36	 33.17929969	-53.74396658	  34.97	 -107.72	   31.17	  0.79	 0.870	 0.91
 10305	 5.65	 33.19717997	 -2.39345960	  21.71	  374.41	  -73.08	  1.67	 0.546	 0.63
 10306	 5.23	 33.19993262	 21.21098318	  33.19	  162.52	    4.07	  0.85	 0.457	 0.53
 10321	 7.19	 33.22900055	 40.66860420	  38.12	   59.29	 -108.78	  0.89	 0.672	 0.73
 10322	 7.00	 33.23239165	 57.20502258	  24.38	  267.14	 -217.05	  0.82	 0.651	 0.74
 10335	10.25	 33.29601134	 46.28085420	  29.71	 -197.47	    2.33	  1.90	 1.192	 1.32
 10337	 9.84	 33.29970594	-21.19658781	  43.00	  377.79	   54.93	  1.67	 1.346	 1.56
 10339	 7.35	 33.30537928	 40.50782151	  39.10	   58.11	  -95.90	  0.91	 0.700	 0.75
 10346	 8.90	 33.31603957	-59.56694570	  16.27	  126.64	   -9.46	  0.87	 0.783	 0.82
 10351	 8.68	 33.34102441	 25.37928251	  15.01	  -83.40	 -117.62	  1.31	 0.554	 0.63
 10356	 6.51	 33.37386067	  5.01283375	  15.02	   53.68	  -48.10	  1.10	 0.356	 0.42
 10363	 9.33	 33.39239293	-79.02413757	  18.63	  205.72	   79.66	  0.88	 0.789	 0.83
 10365	 8.59	 33.39618462	 -8.81650953	  18.62	    8.55	   71.07	  1.32	 0.775	 0.82
 10366	 5.31	 33.40008213	 51.06623342	  16.39	  347.43	 -170.79	  0.85	 0.926	 0.93
 10378	 7.09	 33.42249724	 25.59631221	  14.96	    8.25	  -65.76	  0.98	 0.468	 0.54
 10395	10.31	 33.47126642	-32.03994906	  80.79	  759.13	 -534.67	  2.81	 1.479	 2.18
 10403	 6.05	 33.51053606	 47.48438729	  24.07	  -82.13	  -60.10	  0.96	 0.406	 0.49
 10416	 8.55	 33.55657244	 -3.63467442	  43.73	  -12.05	 -217.70	  1.18	 1.055	 1.11
 10421	 9.73	 33.57625544	-49.86224232	  30.60	  231.56	  -62.02	  1.11	 1.278	 1.46
 10446	 6.35	 33.65781644	 28.69142584	  16.82	  159.02	  -99.15	  0.94	 0.957	 0.94
 10449	 9.08	 33.66549249	 -1.20122826	  16.17	  994.65	  -80.42	  1.34	 0.582	 0.65
 10460	 8.47	 33.71697727	 -6.10593708	  14.77	  117.93	   -4.13	  1.28	 0.551	 0.62
 10466	 7.19	 33.72961842	 66.32102076	  17.75	  -41.12	   -2.18	  0.73	 0.439	 0.51
 10480	 8.22	 33.78246617	  3.85144669	  15.20	   -0.49	  -80.01	  1.10	 0.496	 0.57
 10483	 8.25	 33.79655810	-35.11776335	  14.98	  191.39	    4.03	  1.10	 0.551	 0.62
 10492	 8.07	 33.81735061	-23.28140736	  23.06	   68.14	   14.59	  1.09	 0.737	 0.78
 10505	 6.80	 33.85049328	 24.27176457	  37.87	  460.71	 -192.92	  0.96	 0.690	 0.75
 10510	 8.12	 33.86312275	 27.35759790	  26.89	  286.65	 -138.55	  1.07	 0.705	 0.75
 10529	 9.91	 33.91876882	 67.67781871	  42.46	  515.14	 -318.06	  2.51	 0.461	 0.47
 10532	 9.11	 33.92378706	 -9.01314313	  21.72	   28.32	    9.47	  1.49	 0.880	 0.89
 10531	 7.13	 33.92400175	 67.67305655	  42.46	  515.14	 -318.06	  2.51	 0.920	 0.96
 10535	 5.57	 33.92847664	 25.04325530	  20.77	  -88.69	  -87.16	  0.89	 0.520	 0.59
 10540	 5.79	 33.94139916	 25.78309877	  24.93	  176.41	  -66.38	  0.88	 0.439	 0.47
 10542	 7.94	 33.94236630	-18.23787400	  44.96	  -42.44	 -123.47	  1.69	 1.033	 1.11
 10543	 8.36	 33.94748550	-24.77247379	  14.46	   47.36	   51.71	  1.00	 0.634	 0.70
 10545	 8.77	 33.95595766	-15.89269898	  15.82	  -68.29	 -115.83	  1.18	 0.593	 0.66
 10552	 8.99	 33.97279846	  6.62646403	  26.37	 -114.08	  -54.72	  3.69	 1.088	 1.19
 10567	 7.50	 34.00696333	-36.47150914	  20.84	   81.20	 -118.48	  0.88	 0.534	 0.61
 10584	 6.91	 34.06545280	 -9.82115255	  21.53	  264.04	  -38.60	  0.89	 0.623	 0.69
 10587	 9.17	 34.07977605	-68.76863584	  15.54	   31.04	 -188.89	  0.81	 0.655	 0.72
 10599	 7.99	 34.11498914	 12.38029867	  29.35	  226.46	 -220.44	  1.13	 0.790	 0.83
 10602	 3.56	 34.12708452	-51.51211145	  21.06	   90.75	  -21.90	  0.61	-0.120	-0.11
 10611	 9.04	 34.15061445	-50.42824225	  16.20	  -71.84	 -137.72	  1.01	 0.697	 0.75
 10616	 9.41	 34.16898990	  6.52941061	  18.18	   25.09	  -28.99	  1.70	 0.850	 0.86
 10621	 7.78	 34.18434802	-63.39262247	  16.81	   17.13	   60.37	  0.62	 0.515	 0.59
 10626	 7.61	 34.19708067	 43.77344263	  21.97	   98.65	 -183.92	  0.96	 0.642	 0.71
 10629	 8.30	 34.20702084	 64.95338087	  25.82	 -342.90	 -318.57	  1.07	 0.674	 0.73
 10644	 4.84	 34.26007346	 34.22482985	  92.20	 1151.61	 -246.32	  0.84	 0.607	 0.76
 10652	 9.06	 34.27850478	 21.56660724	  14.43	  474.18	   83.29	  1.33	 0.621	 0.69
 10670	 4.03	 34.32848216	 33.84732099	  27.73	   44.91	  -52.42	  0.84	 0.019	-0.02
 10672	 8.55	 34.33197020	  5.36070032	  15.37	  146.51	   17.43	  1.29	 0.567	 0.64
 10677	 8.22	 34.34582606	 61.35179594	  19.09	   44.60	  -85.24	  2.07	 0.628	 0.70
 10679	 7.75	 34.35283364	 28.74195200	  29.40	   98.15	  -67.41	  5.39	 0.622	 0.69
 10680	 6.99	 34.35512322	 28.74521994	  25.37	   94.34	  -72.17	  2.84	 0.518	 0.59
 10681	 7.61	 34.35718753	 65.26213086	  22.55	  -37.35	  -12.23	  0.88	 0.574	 0.65
 10694	 8.10	 34.41821490	-56.25114847	  16.62	   27.60	 -131.94	  0.76	 0.646	 0.71
 10710	 8.90	 34.48119107	 19.68067415	  15.00	   88.75	  -31.39	  1.25	 0.664	 0.73
 10711	 8.89	 34.48374074	 38.08231265	  14.36	  261.96	 -212.62	  1.87	 0.800	 0.56
 10715	 8.68	 34.49604908	 72.34406068	  14.76	  -92.88	   61.48	  0.96	 0.638	 0.70
 10716	 8.25	 34.49677711	-28.37315937	  13.34	   -7.87	   -6.33	  0.93	 0.500	 0.57
 10723	 5.60	 34.50510951	  1.75689975	  40.04	  365.99	  371.16	  0.92	 0.588	 0.66
 10725	 8.51	 34.50919192	-50.81896550	  18.04	  139.02	   88.04	  0.81	 0.638	 0.70
 10727	 7.67	 34.51552417	 14.46683908	  13.68	  -13.25	  -18.16	  1.06	 0.369	 0.43
 10741	10.03	 34.55847659	-36.33677299	  23.52	   12.54	    7.13	  1.86	 0.990	 1.04
 10743	 7.52	 34.56053765	 65.59445278	  14.95	   21.87	  -37.19	  0.85	 0.545	 0.62
 10778	 9.98	 34.67804393	 81.78702923	  23.06	   98.25	 -252.37	  1.21	 0.897	 0.90
 10779	 9.03	 34.68318611	-54.85981214	  14.36	   92.97	   12.32	  0.87	 0.656	 0.72
 10786	 8.71	 34.72177773	-69.88681637	  14.78	    1.62	    1.16	  0.84	 0.602	 0.67
 10798	 6.33	 34.74435827	-25.94676773	  78.88	 -218.07	  444.51	  0.72	 0.724	 0.83
 10810	 6.82	 34.78638569	 19.68801228	  29.74	  -22.17	 -125.56	  0.94	 0.566	 0.64
 10818	 8.48	 34.81667058	 -0.77976108	  25.51	   61.16	  -31.98	  1.11	 0.740	 0.79
 10830	 6.44	 34.84485604	 48.95528736	  15.50	  -98.58	   72.43	  0.78	 0.427	 0.42
 10834	 7.73	 34.85444372	-61.93851059	  14.53	  157.79	  156.71	  0.60	 0.501	 0.57
 10842	 8.12	 34.88992295	-67.69771784	  26.00	  101.02	 -310.31	  0.68	 0.678	 0.74
 10864	 8.22	 34.94977290	-35.44558606	  27.96	  -85.28	   35.49	  2.50	 0.907	 0.91
 10868	 7.19	 34.97017293	 31.33770658	  16.14	  118.75	  -91.47	  0.90	 0.596	 0.67
 10890	 6.64	 35.03728727	 50.95819139	  17.34	   24.49	  -37.77	  0.77	 0.521	 0.59
 10911	 9.67	 35.11531844	-27.70098650	  15.75	   69.52	   22.64	  1.34	 0.766	 0.81
 10915	 7.91	 35.12832949	 -6.37886193	  15.30	  -15.98	  -43.62	  1.22	 0.470	 0.54
 10921	 9.12	 35.16319574	 13.67023173	  18.40	  257.45	  -40.57	  1.38	 0.790	 0.83
 10925	 8.67	 35.17819775	-39.03366485	  39.30	  213.13	  -26.87	  1.07	 1.031	 1.08
 10940	 7.77	 35.22491638	-52.96377042	  18.53	  -91.25	   -6.09	  0.69	 0.529	 0.60
 10941	 9.84	 35.22969768	-71.63513805	  14.91	  -20.80	  -20.01	  1.79	 1.047	 1.10
 10945	 9.85	 35.24915061	 -8.73496393	  13.46	   81.04	  -54.09	  1.50	 0.700	 0.75
 10952	 8.79	 35.26528503	 42.77418515	  16.36	   23.93	 -207.35	  1.49	 0.849	 0.89
 10960	10.31	 35.30254204	 53.56094337	  34.89	 -274.82	  -41.62	  1.66	 1.322	 1.53
 10961	 6.86	 35.30383614	 54.51008750	  15.00	   41.61	   -3.74	  0.84	 0.456	 0.53
 10972	 8.77	 35.33698352	  9.73568382	  14.81	   19.48	  -67.03	  1.24	 0.701	 0.76
 10973	 9.28	 35.33753019	-30.54708116	  13.91	  153.76	 -303.43	  1.26	 0.652	 0.72
 10977	 8.82	 35.34841642	-30.93390739	  32.50	  550.79	  108.80	  1.13	 0.918	 0.96
 10989	 9.43	 35.40708321	-34.83702058	  23.73	  -54.08	 -103.45	  1.35	 0.905	 0.95
 11000	 9.07	 35.43434853	 -6.87965555	  37.34	  296.18	   51.14	  1.38	 1.079	 1.15
 11001	 4.08	 35.43759585	-68.65942390	  24.10	  -50.07	    2.38	  0.51	 0.034	 0.04
 11024	 7.90	 35.49651707	-29.35166467	  22.23	   28.66	 -173.25	  1.34	 0.644	 0.71
 11028	 8.26	 35.50360859	  4.74656417	  25.23	  -21.68	   78.98	  1.21	 0.720	 0.77
 11029	 5.43	 35.50600237	-10.77733458	  33.48	  153.43	  -81.89	  0.93	 0.364	 0.43
 11048	 9.40	 35.56023207	 47.87992925	  83.93	  216.66	   40.88	  1.30	 1.466	 1.88
 11053	 8.46	 35.56987521	 26.26935536	  13.69	   29.12	  -67.63	  1.12	 0.715	 0.77
 11072	 5.19	 35.63508730	-23.81631542	  45.60	  197.34	   -4.39	  0.82	 0.608	 0.68
 11083	 8.83	 35.67285683	 18.41044053	  29.51	  261.72	   86.19	  1.38	 0.906	 0.95
 11090	 5.81	 35.70984185	 41.39653472	  21.16	  -74.20	  -97.68	  0.74	 0.289	 0.33
 11102	 5.90	 35.72772659	-51.09228926	  16.30	   22.09	   66.01	  0.55	 0.213	 0.24
 11111	 8.94	 35.74880964	 71.17732665	  26.92	  533.90	 -172.66	  1.07	 0.882	 0.93
 11125	 8.26	 35.79613112	-29.03693387	  19.07	  152.39	  102.93	  0.98	 0.611	 0.68
 11131	 6.96	 35.81079265	-29.86908576	  24.51	  -77.38	  -97.45	  1.47	 0.566	 0.64
 11134	 9.36	 35.82096019	 15.41656201	  17.30	  111.79	  185.42	  1.73	 0.680	 0.74
 11137	 8.86	 35.83083587	 15.41811489	  17.45	  112.85	  185.66	  1.44	 0.610	 0.68
 11138	 6.64	 35.83388249	 52.08313425	  13.37	   45.55	  -14.10	  0.69	 0.216	 0.24
 11157	 8.97	 35.88425843	 19.63204952	  18.60	   68.40	    4.02	  1.58	 0.677	 0.74
 11161	 7.93	 35.90489611	 52.68185385	  13.40	  -81.69	  -60.62	  0.93	 0.419	 0.49
 11182	10.35	 36.00113318	  4.87176050	  26.69	  -31.48	   21.46	  1.84	 1.202	 1.34
 11191	 8.05	 36.03953977	 -7.40554752	  16.06	   -7.69	  -22.19	  1.01	 0.515	 0.59
 11192	 6.68	 36.03992405	-16.25432040	  16.04	  -22.88	    8.70	  0.80	 0.311	 0.36
 11205	 8.82	 36.06677467	-36.90795297	  17.39	 -102.31	   86.90	  1.01	 0.734	 0.78
 11218	 7.20	 36.09699867	 -3.10376850	  18.58	   55.52	 -110.40	  1.11	 0.515	 0.59
 11222	 6.93	 36.10889758	-37.36130528	  13.63	  -39.42	  -39.87	  0.74	 0.497	 0.57
 11231	 6.17	 36.14044388	-40.84072432	  32.05	  228.91	  109.39	  0.64	 0.653	 0.69
 11241	 8.84	 36.17354217	-20.03946141	  13.89	  -10.81	  -15.61	  2.64	 0.554	 0.59
 11253	 8.16	 36.21323914	 30.64718304	  16.88	  -40.55	 -180.81	  1.40	 0.665	 0.73
 11258	 5.36	 36.22497693	-60.31162902	  20.40	  -71.08	 -131.04	  0.50	 0.395	 0.46
 11263	 8.49	 36.24499643	-54.23128802	  14.91	  -23.12	   73.11	  0.75	 0.579	 0.65
 11305	 9.36	 36.38629048	-28.98748110	  17.18	  275.58	  -79.93	  1.38	 0.912	 0.96
 11309	 7.36	 36.39171039	 11.97191409	  15.05	 -123.59	 -281.65	  0.91	 0.495	 0.57
 11317	 9.04	 36.41694295	 28.76635752	  28.10	  169.00	  -97.63	  1.24	 0.963	 1.01
 11323	 9.12	 36.43609210	-21.30924000	  29.57	   28.90	   27.33	  6.92	 0.445	 0.51
 11324	 9.48	 36.43725514	-21.31335954	  26.05	   28.99	   28.42	  6.05	 0.511	 0.58
 11329	 7.85	 36.44602288	 20.28026824	  16.66	  110.86	  -61.89	  1.16	 0.790	 0.82
 11337	 8.36	 36.46716038	-52.96440555	  19.34	  -40.42	  -34.19	  0.74	 0.636	 0.70
 11348	 5.88	 36.50156687	-15.34111517	  15.24	  -44.31	  -54.13	  0.95	 0.116	 0.12
 11349	 7.94	 36.50644941	  5.77943598	  35.86	  352.45	   83.14	  1.15	 0.807	 0.85
 11352	 8.00	 36.53961438	 34.46957654	  23.19	  117.10	  -50.82	  1.21	 0.741	 0.79
 11357	 9.79	 36.56161717	-69.48075361	  21.81	  169.56	  103.22	  1.05	 0.955	 1.00
 11359	 8.65	 36.56418995	-23.88763931	  20.91	  -62.21	 -194.94	  1.13	 0.704	 0.75
 11360	 6.79	 36.56747573	  6.29267404	  22.33	   86.09	  -50.13	  1.05	 0.399	 0.46
 11398	 9.36	 36.71342220	-17.16172294	  13.65	  -55.99	  -45.91	  1.31	 0.585	 0.66
 11399	10.31	 36.71554879	 74.01149963	  16.03	   80.82	   31.15	  1.67	 1.160	 1.26
 11411	 8.03	 36.76427746	  6.22658953	  14.30	   -9.49	  -46.63	  1.24	 0.537	 0.61
 11417	 8.43	 36.79564221	  3.15659169	  17.62	  -19.95	  -75.47	  1.14	 0.739	 0.79
 11427	 6.45	 36.84818295	 10.19881767	  27.50	 -294.97	 -202.12	  0.87	 0.450	 0.52
 11433	 9.10	 36.86843798	-27.63469292	  24.14	  -71.45	 -211.38	  1.18	 0.879	 0.92
 11435	 8.64	 36.86933668	 -2.72202670	  13.85	   47.52	  -10.15	  1.57	 0.446	 0.52
 11437	10.12	 36.87166751	 30.97367408	  23.66	   79.50	  -70.09	  2.04	 1.205	 1.34
 11443	 9.91	 36.88880173	  7.71252788	  29.13	  104.50	 -190.56	  1.83	 0.952	 1.00
 11448	 7.59	 36.92639250	-33.89657236	  19.51	   17.94	    3.55	  0.85	 0.537	 0.61
 11449	 8.60	 36.92761374	 -9.80505938	  14.99	  -27.08	  -27.94	  1.22	 0.502	 0.57
 11452	 8.69	 36.94087890	  4.43156925	  60.22	   87.29	  240.00	  1.75	 1.397	 1.66
