       Wave            Flux
       3666.4532      -3.2525400
       3667.2976      -5.6176821
       3668.1421       4.7110947
       3668.9868      -2.3661432
       3669.8318      -2.5963972
       3670.6769      -11.326738
       3671.5222     -0.21828162
       3672.3677       5.3183490
       3673.2134       1.1012123
       3674.0594       3.3869616
       3674.9055       5.9883384
       3675.7517     -0.88892218
       3676.5982       1.6025484
       3677.4449       1.5237165
       3678.2918      -4.1852494
       3679.1389       4.5712101
       3679.9861      -1.5248344
       3680.8336      -4.8905255
       3681.6813      -3.5427457
       3682.5291      -2.2281343
       3683.3772       3.1005204
       3684.2254      -1.3968574
       3685.0738      -4.3896738
       3685.9225      -6.7794139
       3686.7713       1.2055630
       3687.6203       1.6907278
       3688.4696       1.1112641
       3689.3190       1.1774050
       3690.1686       3.0156625
       3691.0184       3.0882571
       3691.8684      -1.6053059
       3692.7186      0.46363136
       3693.5690     -0.25875609
       3694.4196      0.11459293
       3695.2704      -1.7121883
       3696.1214      -1.2483960
       3696.9725      -2.9850838
       3697.8239      -1.5272852
       3698.6755       2.7297510
       3699.5273       2.1988301
       3700.3792      -1.9109770
       3701.2314      -1.8336714
       3702.0837      -2.4898860
       3702.9363       7.7949745
       3703.7890       2.6152883
       3704.6420      -3.6632667
       3705.4951       1.2000655
       3706.3485       1.1760097
       3707.2020      -4.9901841
       3708.0557      -5.8282268
       3708.9096      -1.6388496
       3709.7638       1.0933612
       3710.6181       3.2876647
       3711.4726      -4.1570164
       3712.3273      -1.7098963
       3713.1822      -1.9516049
       3714.0373     -0.71848054
       3714.8926      -2.0477780
       3715.7481     0.035964926
       3716.6038       4.3509564
       3717.4597      0.50235630
       3718.3158      0.10046859
       3719.1721     0.034636847
       3720.0286      -1.5145744
       3720.8853      -4.7691929
       3721.7422    0.0070393699
       3722.5993       8.0415520
       3723.4565       12.850874
       3724.3140       24.189730
       3725.1717       33.991791
       3726.0295       35.349996
       3726.8876       52.999754
       3727.7459       53.106844
       3728.6043       41.998373
       3729.4630       42.036934
       3730.3219       34.630179
       3731.1809       18.491790
       3732.0402       2.4022714
       3732.8996      -4.2289895
       3733.7593      -1.5145441
       3734.6191      -1.4319846
       3735.4792      -7.3592165
       3736.3394     -0.67131834
       3737.1998       2.6048555
       3738.0605      -5.1667220
       3738.9213      -3.5350091
       3739.7823       1.5109344
       3740.6436       7.8187951
       3741.5050       4.1619624
       3742.3666      -5.2596911
       3743.2285      -4.2894500
       3744.0905     -0.79792164
       3744.9527     -0.29958340
       3745.8151       7.2371827
       3746.6778      0.60824390
       3747.5406       2.6075781
       3748.4036       1.6272109
       3749.2668      -3.4100977
       3750.1302      -6.6688779
       3750.9939      -4.4631012
       3751.8577      -1.9368596
       3752.7217      -5.0898728
       3753.5859      -1.4426292
       3754.4503      -2.7592578
       3755.3149      0.58737744
       3756.1797      -1.3180375
       3757.0447      -4.1437558
       3757.9100      -5.3410639
       3758.7754      0.70034127
       3759.6410       5.8408758
       3760.5068       3.8838055
       3761.3728       3.1129328
       3762.2390       2.5096213
       3763.1054       1.2785255
       3763.9720      -3.6191621
       3764.8388       1.4142857
       3765.7058      0.42380162
       3766.5730      -1.3419690
       3767.4404      -3.5896649
       3768.3080      -7.7312213
       3769.1758      -5.2770120
       3770.0438       3.4917081
       3770.9120      -1.7753486
       3771.7804      -3.3339660
       3772.6490       3.4220134
       3773.5178       1.7777277
       3774.3868       1.0670930
       3775.2560      -2.1220393
       3776.1254      -4.5374975
       3776.9950      -3.9584307
       3777.8648      -1.5074490
       3778.7348       2.1680334
       3779.6050       4.1627252
       3780.4754       2.1368506
       3781.3460       6.2762349
       3782.2169       1.1851803
       3783.0879       1.4529151
       3783.9591       1.3572737
       3784.8305      -1.2491320
       3785.7021       3.4944052
       3786.5739       7.8188845
       3787.4459       2.7389004
       3788.3181      -1.0165010
       3789.1905     -0.30769501
       3790.0631      0.87898242
       3790.9359      0.53787670
       3791.8089       2.2068155
       3792.6822       1.0315150
       3793.5556      -3.2553351
       3794.4292      -6.4040899
       3795.3030      -5.7218738
       3796.1770      -4.0597237
       3797.0512      -3.1187468
       3797.9257      -1.4380789
       3798.8003      -5.5201659
       3799.6751      -3.0991638
       3800.5501      -2.8211794
       3801.4254      -2.9094361
       3802.3008       1.0663007
       3803.1764       2.5958360
       3804.0523      -1.9444598
       3804.9283      -3.6030701
       3805.8045      -1.3404093
       3806.6810      -1.0727396
       3807.5576       3.8874342
       3808.4344      -2.6743130
       3809.3115       3.5391177
       3810.1887       6.1840157
       3811.0662      0.26021141
       3811.9438      -3.4969235
       3812.8217       2.5705032
       3813.6997       2.7933051
       3814.5780     -0.88993470
       3815.4564       2.8621111
       3816.3351     -0.24941147
       3817.2140      -1.3053604
       3818.0930       2.7303845
       3818.9723      0.88994595
       3819.8518       3.1698729
       3820.7314      -1.1811776
       3821.6113     -0.85223243
       3822.4914       1.2346714
       3823.3717      -1.1678764
       3824.2521      -4.7804290
       3825.1328      -4.5042328
       3826.0137      -1.1888058
       3826.8948      -5.9988357
       3827.7761       3.9921276
       3828.6576      -3.5085038
       3829.5393      -4.7203845
       3830.4212      -7.7419999
       3831.3033      -4.3598409
       3832.1856     -0.12302382
       3833.0681      -3.5232392
       3833.9508      -6.8887441
       3834.8338      -4.1706190
       3835.7169      -3.4444848
       3836.6002      -10.452375
       3837.4837      -5.6473455
       3838.3675      -3.7756610
       3839.2514      0.16218066
       3840.1355      -3.7442664
       3841.0199      -3.2240035
       3841.9044     -0.16153660
       3842.7892     -0.33288830
       3843.6741      -2.1659476
       3844.5593      -5.2918625
       3845.4446       2.0465587
       3846.3302      -4.1002149
       3847.2160       1.0168320
       3848.1020       2.1756483
       3848.9881       1.4479144
       3849.8745      0.50654454
       3850.7611      -4.2737842
       3851.6479      -5.5269926
       3852.5349       1.2682280
       3853.4221       2.0309022
       3854.3095      -6.7207644
       3855.1971       1.9594236
       3856.0849     -0.82828282
       3856.9729      0.10174445
       3857.8611      -3.9907878
       3858.7496     -0.87241736
       3859.6382      0.87788285
       3860.5270     -0.79630482
       3861.4161     -0.97580080
       3862.3053      -1.8224579
       3863.1947    -0.055489541
       3864.0844       9.4640028
       3864.9743       1.9776189
       3865.8643       4.6941308
       3866.7546       6.1784068
       3867.6451       1.5246210
       3868.5357       5.0736749
       3869.4266       9.3313481
       3870.3177       6.3746563
       3871.2090       1.5800002
       3872.1005      -1.2078242
       3872.9922      -2.4677570
       3873.8841       1.5667305
       3874.7762       3.0219526
       3875.6685      -2.8111182
       3876.5611       1.7172394
       3877.4538     -0.30106351
       3878.3467       1.5783742
       3879.2399      0.75304679
       3880.1332      -3.2248766
       3881.0268      -2.3970297
       3881.9205      -1.7643039
       3882.8145      -6.1426547
       3883.7087      -3.2891614
       3884.6030      -3.8927503
       3885.4976      -4.7782448
       3886.3924      -2.6590203
       3887.2874     -0.61371456
       3888.1826      -1.4346890
       3889.0780      -2.5539790
       3889.9736      -3.8301225
       3890.8695      -3.5838257
       3891.7655      -1.2073296
       3892.6617      -1.0712065
       3893.5582      -3.5415664
       3894.4548      -1.5192009
       3895.3516      -3.8737690
       3896.2487     -0.48850950
       3897.1460      -3.7635180
       3898.0434     -0.20064046
       3898.9411       1.5610861
       3899.8390      -2.6164914
       3900.7371      -5.4606220
       3901.6354     -0.81645480
       3902.5339       3.6488825
       3903.4326     -0.24181968
       3904.3315    -0.020357269
       3905.2306      -4.4193635
       3906.1300      -1.1939121
       3907.0295      -3.4464470
       3907.9293      0.34117044
       3908.8292      -1.6595388
       3909.7294      0.64758079
       3910.6298       1.9631634
       3911.5303       2.0275048
       3912.4311       3.4278517
       3913.3321     -0.69474418
       3914.2333       2.2211724
       3915.1347       1.5940293
       3916.0363       1.2121580
       3916.9381      -1.0076042
       3917.8402     -0.64832419
       3918.7424      -1.1301497
       3919.6448     -0.13163482
       3920.5475     -0.47012065
       3921.4504      -3.1969886
       3922.3534      -3.1580934
       3923.2567     -0.48505439
       3924.1602      -2.7689294
       3925.0639      -6.0188488
       3925.9678      -1.3506058
       3926.8719      -3.8359437
       3927.7762     -0.77949294
       3928.6807      -1.2330015
       3929.5855      -6.2547203
       3930.4904      -9.5207597
       3931.3955      -4.8782526
       3932.3009      -2.2897658
       3933.2065      -7.0530351
       3934.1122      -5.8879872
       3935.0182      -5.5451083
       3935.9244      -6.5551255
       3936.8308      -2.6272862
       3937.7374      -5.5946696
       3938.6443      -2.2298404
       3939.5513      -4.7068542
       3940.4585      -3.1345914
       3941.3660      0.51874441
       3942.2736      0.48792425
       3943.1815      -2.1874917
       3944.0895      -2.9545041
       3944.9978      0.50841657
       3945.9063      -1.8688169
       3946.8150     -0.71672229
       3947.7239      -2.2078632
       3948.6330    -0.047335501
       3949.5424      -3.7226702
       3950.4519      -3.6497484
       3951.3617      0.18489503
       3952.2716      -1.0736111
       3953.1818      -1.9633418
       3954.0921       1.0537935
       3955.0027      -2.1439699
       3955.9135      -3.8480186
       3956.8245       3.4028461
       3957.7357      -1.4849089
       3958.6472      -2.3633881
       3959.5588      -3.8836595
       3960.4706      -6.1140609
       3961.3827      -5.6812542
       3962.2950      -6.1790103
       3963.2074      -7.2396128
       3964.1201      -6.2424300
       3965.0330      -6.0153839
       3965.9461      -6.7844948
       3966.8594      -4.1746040
       3967.7730      -8.5720854
       3968.6867      -5.1607544
       3969.6006      -5.7374784
       3970.5148      -1.1844461
       3971.4292      -3.7402631
       3972.3437      -7.1153654
       3973.2585      -5.9035139
       3974.1735      -6.4042483
       3975.0887      -4.6003057
       3976.0041     -0.14701240
       3976.9198      -6.0196737
       3977.8356      -2.5082675
       3978.7517      -1.5128630
       3979.6679     -0.53347550
       3980.5844      -5.0491471
       3981.5011       3.0799455
       3982.4180      0.45800442
       3983.3351      -3.8618107
       3984.2524     -0.76758513
       3985.1699      -1.5294654
       3986.0877      -3.8901840
       3987.0056       1.0401579
       3987.9238    -0.044371878
       3988.8422      -3.5348696
       3989.7608       2.1451334
       3990.6796       2.4686727
       3991.5986      0.83303971
       3992.5178       3.1926884
       3993.4372       2.6320726
       3994.3569       2.6976666
       3995.2767      -2.3737141
       3996.1968      -1.7789012
       3997.1171       2.3540714
       3998.0376      0.92482683
       3998.9583       2.5660473
       3999.8792   -0.0021686169
       4000.8003       5.8621667
       4001.7217       3.6459233
       4002.6432      -1.7127169
       4003.5650       6.8928238
       4004.4869       1.1964422
       4005.4091     -0.42119767
       4006.3315     -0.93286557
       4007.2542     -0.36035942
       4008.1770     -0.29238929
       4009.1000      -3.4952933
       4010.0233     -0.49795908
       4010.9467       2.0928852
       4011.8704       2.0012721
       4012.7943      -3.4085905
       4013.7184       1.1804607
       4014.6427       1.4173987
       4015.5672      -1.9268961
       4016.4920      -1.0321863
       4017.4169       2.4016573
       4018.3421       1.3547170
       4019.2675       2.7501232
       4020.1931       3.8580609
       4021.1189      -1.9125861
       4022.0449       3.7496758
       4022.9711       2.1169839
       4023.8976      0.95458904
       4024.8242    -0.078663207
       4025.7511       5.0919100
       4026.6782       3.4291936
       4027.6055      0.96012366
       4028.5330       3.3828875
       4029.4607       3.3812625
       4030.3887      0.45463506
       4031.3168      0.38796341
       4032.2452       1.3798509
       4033.1738    -0.069423266
       4034.1026       1.5579965
       4035.0316       2.5511679
       4035.9608       2.4073537
       4036.8902       1.9743238
       4037.8199      0.65061363
       4038.7498       1.0504409
       4039.6798       4.2969164
       4040.6101       3.4044013
       4041.5406      -1.1769949
       4042.4714      -3.5588132
       4043.4023     -0.71146976
       4044.3335       2.7441253
       4045.2648      0.10047344
       4046.1964     -0.41898307
       4047.1282      0.53545154
       4048.0602       2.3390870
       4048.9924       3.5556161
       4049.9249       1.1814515
       4050.8575      0.35464535
       4051.7904      -3.3790426
       4052.7235      0.17948361
       4053.6568       6.3493115
       4054.5903       4.1654021
       4055.5240      0.35015965
       4056.4579      0.82253149
       4057.3921     -0.55827480
       4058.3265       1.6766472
       4059.2611      0.61300674
       4060.1959       2.2779206
       4061.1309     -0.72487329
       4062.0661      -3.0924382
       4063.0016       1.0132940
       4063.9372       2.7710284
       4064.8731       1.3607136
       4065.8092      0.78252195
       4066.7455      -1.6205062
       4067.6820      -2.8043621
       4068.6188       1.1536170
       4069.5557      0.19082668
       4070.4929       2.5491034
       4071.4303    -0.056650502
       4072.3679      -1.7974325
       4073.3057       1.2256011
       4074.2438      -2.1641561
       4075.1820     -0.94969328
       4076.1205      -2.0586248
       4077.0592      -5.3067623
       4077.9981     -0.13080232
       4078.9372       4.7447674
       4079.8765       2.1413546
       4080.8161       1.8828274
       4081.7558     -0.86092204
       4082.6958       1.0355243
       4083.6360       1.1979472
       4084.5764      0.34941591
       4085.5171      -1.1985211
       4086.4579      -1.4907121
       4087.3990      -4.7411141
       4088.3403      0.49971200
       4089.2818    -0.036874512
       4090.2235      -2.4331734
       4091.1654       1.6459925
       4092.1076       3.0056059
       4093.0499      -2.5754792
       4093.9925      -3.3568510
       4094.9353    -0.036214440
       4095.8783      -3.0921815
       4096.8216      -1.0180356
       4097.7650      -3.3150128
       4098.7087      -4.0984887
       4099.6526      -1.3136576
       4100.5967      -1.2770418
       4101.5410      -3.0535346
       4102.4855      -3.6168913
       4103.4303      -1.0803711
       4104.3753      0.99929113
       4105.3205      -1.5580496
       4106.2659      -5.2031064
       4107.2115      -4.0436674
       4108.1573       1.0563217
       4109.1034    0.0035660094
       4110.0497      -1.1498062
       4110.9962     0.091247412
       4111.9429      0.41650782
       4112.8898      -2.9097514
       4113.8370     -0.44834676
       4114.7843    -0.058189053
       4115.7319       1.4500609
       4116.6797       1.0783052
       4117.6278      -2.9201191
       4118.5760      -2.0676597
       4119.5245      -1.2199393
       4120.4732      0.91166948
       4121.4221      0.32729305
       4122.3712       2.3695554
       4123.3205       1.6681622
       4124.2701     -0.14762816
       4125.2198      -1.8325205
       4126.1698     -0.30978519
       4127.1200     -0.13932298
       4128.0705      -1.8166092
       4129.0211      -1.5650136
       4129.9720      -1.3153968
       4130.9231      -4.1335417
       4131.8744      -4.4010468
       4132.8259     -0.59392488
       4133.7776      -2.2576543
       4134.7296      -1.4587851
       4135.6818       1.8647138
       4136.6342     -0.91246889
       4137.5868       2.0526571
       4138.5396       2.4216232
       4139.4927     -0.26256161
       4140.4460       1.7341219
       4141.3995      0.19796838
       4142.3532      -1.9005889
       4143.3071      0.41243588
       4144.2613      0.86276622
       4145.2157     -0.78538202
       4146.1703      0.15638908
       4147.1251      0.45269355
       4148.0801       3.9733416
       4149.0354      -1.9256591
       4149.9908       1.4110823
       4150.9465     -0.51934211
       4151.9025      -1.8059434
       4152.8586       2.0838929
       4153.8149     -0.91067353
       4154.7715      0.82248200
       4155.7283      -1.5522035
       4156.6853      -1.5405788
       4157.6426       2.9916071
       4158.6000      -1.6645769
       4159.5577      -1.3188980
       4160.5156       1.7268613
       4161.4737      -1.4797679
       4162.4321      0.87310564
       4163.3906     -0.17848100
       4164.3494       1.8711999
       4165.3084       1.0689157
       4166.2676       1.3986484
       4167.2271      -2.1993991
       4168.1867      -1.4354137
       4169.1466      -1.7880949
       4170.1067      -1.3259541
       4171.0671     -0.76219328
       4172.0276      -3.2983782
       4172.9884     -0.44368582
       4173.9494       2.4596714
       4174.9106     -0.75211495
       4175.8720     -0.70152836
       4176.8337      -3.2077555
       4177.7956      -7.3234403
       4178.7577      -2.7391952
       4179.7200       1.1099829
       4180.6825     -0.11484539
       4181.6453     -0.51164523
       4182.6083       3.6663671
       4183.5715       1.2061353
       4184.5349      -1.0549794
       4185.4986       2.7354226
       4186.4624      0.93091994
       4187.4265      -1.1770223
       4188.3908       1.5617846
       4189.3554      -2.1623388
       4190.3201     -0.13218932
       4191.2851   -0.0044089035
       4192.2503     -0.66182242
       4193.2158       2.1332069
       4194.1814       1.1695008
       4195.1473     -0.38271230
       4196.1134      0.83260240
       4197.0797       1.6235223
       4198.0462     -0.17948674
       4199.0130     -0.39221785
       4199.9800      0.12115088
       4200.9472     -0.88824117
       4201.9146      0.54229588
       4202.8823       2.8074628
       4203.8501       2.3875456
       4204.8182       2.0151395
       4205.7866      0.52663483
       4206.7551     -0.12443986
       4207.7239    -0.019335977
       4208.6929       4.3596987
       4209.6621       1.6407667
       4210.6315       1.5544836
       4211.6012       1.9543387
       4212.5711       1.0186071
       4213.5412      0.12031213
       4214.5115      -2.0016707
       4215.4820      -3.8747594
       4216.4528      -3.0246880
       4217.4238      -1.2690169
       4218.3950       2.3174382
       4219.3665     -0.82441759
       4220.3382     -0.15070031
       4221.3101      -2.9604417
       4222.2822       1.7249566
       4223.2545      -1.4772630
       4224.2271      -4.5139688
       4225.1999     -0.25521902
       4226.1729     -0.72556832
       4227.1461      -3.9876795
       4228.1196     -0.17298501
       4229.0933     -0.56850685
       4230.0672      -2.4906525
       4231.0413       3.6874942
       4232.0157       5.0694613
       4232.9903      -1.3540344
       4233.9651      -1.4369146
       4234.9401       2.0102787
       4235.9154       1.3166284
       4236.8909       3.1548568
       4237.8666       2.4918697
       4238.8425       1.3406791
       4239.8187      0.61884213
       4240.7950     -0.43361593
       4241.7716       1.3633083
       4242.7485       1.2355033
       4243.7255     0.054100556
       4244.7028     -0.19068695
       4245.6803       1.1412035
       4246.6581       1.3981971
       4247.6360     -0.84590222
       4248.6142      0.41684244
       4249.5926     -0.72503038
       4250.5712       6.2184841
       4251.5501       1.6012432
       4252.5292      -1.8259984
       4253.5085       1.1696393
       4254.4880      0.26238385
       4255.4678    -0.074574386
       4256.4478      -1.7286028
       4257.4280      -3.6990329
       4258.4084      -1.4583224
       4259.3891      -1.5143257
       4260.3700       1.4686900
       4261.3511       4.4594255
       4262.3324      0.65474596
       4263.3140      0.79501703
       4264.2958       1.6568821
       4265.2778      -1.1494429
       4266.2600       3.3024238
       4267.2425      0.26129656
       4268.2252      0.79709059
       4269.2081      0.10381044
       4270.1913      0.76293593
       4271.1746      0.12745088
       4272.1582      -2.4546606
       4273.1421      -1.0111317
       4274.1261      -2.0488984
       4275.1104      0.71252615
       4276.0949       1.4032670
       4277.0797       1.5414541
       4278.0646       3.0024961
       4279.0498       1.3892571
       4280.0352      0.15211424
       4281.0209      -1.0983503
       4282.0067      -1.4899179
       4282.9928      -1.2596109
       4283.9792      0.35614235
       4284.9657      0.21999429
       4285.9525       1.2964540
       4286.9395      -1.6899034
       4287.9267      -1.4757922
       4288.9142      -1.0051466
       4289.9019     -0.69022545
       4290.8898     -0.44852658
       4291.8779      -1.1462930
       4292.8663      -1.4860707
       4293.8549      -1.3087868
       4294.8437     -0.23174825
       4295.8328      0.52991260
       4296.8220     -0.46344116
       4297.8116      -1.5700337
       4298.8013      -3.3346846
       4299.7913      -2.5070320
       4300.7814      -5.5316992
       4301.7719      -3.9451665
       4302.7625     -0.85350792
       4303.7534      -3.2624308
       4304.7445      -2.3559131
       4305.7358      -3.8584652
       4306.7274      -1.6960850
       4307.7192      -1.1354855
       4308.7112      -2.9999298
       4309.7034      -3.9221920
       4310.6959      -3.7387277
       4311.6886      -1.8927116
       4312.6816      -2.0102635
       4313.6747      -2.2954874
       4314.6681       1.5641223
       4315.6617      0.75493010
       4316.6556     -0.66296152
       4317.6496       3.8201432
       4318.6439       2.3761950
       4319.6385     -0.98670561
       4320.6332      -1.4587863
       4321.6282     -0.45665207
       4322.6235       1.2618034
       4323.6189      -4.2443740
       4324.6146      -2.0352665
       4325.6105       1.4901382
       4326.6066      -1.2473004
       4327.6030      -3.6818164
       4328.5996      -1.7354135
       4329.5964      -1.1881260
       4330.5935      -2.7501649
       4331.5908      -1.4943549
       4332.5883     -0.46786001
       4333.5860     -0.42878327
       4334.5840      0.55679400
       4335.5822      -4.5900900
       4336.5806      -2.5617648
       4337.5793       2.9238212
       4338.5782      0.75216317
       4339.5773       4.5441871
       4340.5767       5.3663272
       4341.5762       3.9621697
       4342.5761      0.43341823
       4343.5761       1.8344235
       4344.5764       2.3452740
       4345.5769      -1.3005089
       4346.5776      -1.2811366
       4347.5786     -0.62653369
       4348.5798       1.8623346
       4349.5812       1.1158994
       4350.5829      -2.2891050
       4351.5848      -1.1550361
       4352.5869      -2.8659498
       4353.5892     -0.77387456
       4354.5918       1.9421411
       4355.5946      0.89206299
       4356.5977     -0.66474285
       4357.6009      0.84408361
       4358.6044      0.31650349
       4359.6082       5.1797153
       4360.6121       1.3280439
       4361.6163      0.81132824
       4362.6208       2.5856270
       4363.6254       1.7713700
       4364.6303       2.2042382
       4365.6354       2.1232648
       4366.6408       1.3771628
       4367.6464      -2.2368168
       4368.6522      -2.9341040
       4369.6582      0.81545233
       4370.6645     -0.82643183
       4371.6710      -3.1775157
       4372.6778     -0.95297169
       4373.6848      -2.5257604
       4374.6920      0.91349596
       4375.6994     -0.29383233
       4376.7071       2.3876241
       4377.7150      0.58570363
       4378.7231      -2.0028520
       4379.7315      -2.9402924
       4380.7401      -4.1731591
       4381.7489      -2.0303361
       4382.7580      -3.2325398
       4383.7673      -4.5197939
       4384.7768      -2.8412681
       4385.7866      -1.7884652
       4386.7966      -1.5125684
       4387.8068      -3.1863312
       4388.8173       1.0847888
       4389.8280       1.1394425
       4390.8389      -2.3697216
       4391.8500       1.5394186
       4392.8614     -0.88418749
       4393.8731     -0.18656511
       4394.8849      -1.4148530
       4395.8970       1.4787310
       4396.9093      -1.9560473
       4397.9219     -0.46817566
       4398.9347      -3.1639839
       4399.9477     -0.54271925
       4400.9610       2.4960463
       4401.9744     -0.38060346
       4402.9882      -2.6659108
       4404.0021      -1.0732677
       4405.0163      -3.1504714
       4406.0307      -1.4071815
       4407.0454     0.082454999
       4408.0603      -1.7969838
       4409.0754      -1.4285446
       4410.0908      -1.2474476
       4411.1064      -2.6643142
       4412.1222     -0.15691999
       4413.1382       2.3950141
       4414.1545     0.029573070
       4415.1711      -1.0475084
       4416.1878      0.16321030
       4417.2048      0.28118417
       4418.2220      0.67968949
       4419.2395      0.12119142
       4420.2572      0.82482873
       4421.2751      -2.7447906
       4422.2933      -2.9268368
       4423.3117      0.24840398
       4424.3304      -2.4016258
       4425.3492      -1.8540385
       4426.3683       2.9574651
       4427.3877      -1.4713783
       4428.4072      -1.4526020
       4429.4271      -1.5889723
       4430.4471       1.1192970
       4431.4674      0.48793519
       4432.4879       1.1497571
       4433.5086     0.095051736
       4434.5296     -0.37588996
       4435.5508       2.9903846
       4436.5723      0.40399826
       4437.5940     -0.72217136
       4438.6159       2.0279953
       4439.6381      0.66546578
       4440.6605      -1.0217291
       4441.6831     -0.10097212
       4442.7060      -1.9940149
       4443.7291       1.9132150
       4444.7524      0.20702911
       4445.7760       2.5232601
       4446.7998       1.7328345
       4447.8238       3.1765687
       4448.8481       1.7742995
       4449.8726     -0.92704728
       4450.8974      0.64293624
       4451.9224      0.19969215
