       Wave            Flux
       3991.2278     0.066782984
       3992.1469      -1.1452525
       3993.0662       1.5154300
       3993.9858       1.9892237
       3994.9056     -0.57881583
       3995.8256      0.86517799
       3996.7458      0.93286953
       3997.6662     -0.65502382
       3998.5868      0.27142278
       3999.5076     -0.33079777
       4000.4287      -2.1020776
       4001.3499       1.3308426
       4002.2714     -0.28365105
       4003.1931     -0.19563027
       4004.1149      -1.1710322
       4005.0371      -1.6318756
       4005.9594      -1.2713186
       4006.8819      0.96185108
       4007.8046      0.30773378
       4008.7276    -0.070267593
       4009.6508       2.4688848
       4010.5741       2.5361573
       4011.4977       3.6233647
       4012.4215       1.9419633
       4013.3455     -0.77614098
       4014.2698       2.2078689
       4015.1942     -0.52576539
       4016.1189     -0.37114777
       4017.0437       2.9368552
       4017.9688       4.6292475
       4018.8941       2.9916026
       4019.8196       1.7816853
       4020.7453       2.4700285
       4021.6713      0.91944568
       4022.5974     0.060711723
       4023.5238     -0.26467454
       4024.4504       2.3184313
       4025.3771       2.9872549
       4026.3041       1.5506114
       4027.2314     -0.35055198
       4028.1588      0.89141765
       4029.0864       2.2028917
       4030.0143       3.5217411
       4030.9424       2.8694845
       4031.8706      -1.8042888
       4032.7991      -2.0510638
       4033.7278      -1.4427647
       4034.6568      -1.7984347
       4035.5859      0.41715649
       4036.5152       1.8867969
       4037.4448     -0.14837670
       4038.3746       3.1050081
       4039.3046       4.6765490
       4040.2348       1.9500593
       4041.1652      0.44907737
       4042.0959       2.9650620
       4043.0267       4.8904009
       4043.9578       1.8309540
       4044.8890     -0.31945703
       4045.8205     -0.14568647
       4046.7522       3.7132749
       4047.6842       3.0376540
       4048.6163       3.0796907
       4049.5487       2.9889403
       4050.4812       2.3530926
       4051.4140       3.4330953
       4052.3470       2.8333417
       4053.2802       1.0838343
       4054.2136      0.71027314
       4055.1473      -1.9485336
       4056.0811      0.81271689
       4057.0152      0.70779088
       4057.9495       1.5202193
       4058.8840       1.2152142
       4059.8187       3.6199540
       4060.7536       3.2162441
       4061.6888     -0.63528789
       4062.6241     -0.66737488
       4063.5597      0.58589978
       4064.4955       1.6424273
       4065.4315       2.9224349
       4066.3677     -0.38157773
       4067.3042       2.6821738
       4068.2408       5.0232125
       4069.1777       2.3767681
       4070.1148       3.6648160
       4071.0521       2.2836295
       4071.9896      -1.1142919
       4072.9274      -1.9748700
       4073.8653      -1.5686923
       4074.8035      -1.0491880
       4075.7419      -1.6787510
       4076.6805      -2.6109063
       4077.6193     -0.36051704
       4078.5583      0.48187743
       4079.4975      -1.4921379
       4080.4370       3.4420987
       4081.3767      0.26657830
       4082.3166       3.1994511
       4083.2567       2.5579585
       4084.1970      -1.1347972
       4085.1376     -0.32776260
       4086.0783     -0.26930385
       4087.0193      -1.1317283
       4087.9605       1.1067270
       4088.9019       1.8623098
       4089.8435      0.41566679
       4090.7854     -0.33843781
       4091.7275       1.0896357
       4092.6697     -0.46032371
       4093.6122      -2.4119417
       4094.5549     -0.23998086
       4095.4979     -0.70424079
       4096.4410      -1.7649648
       4097.3844      -3.1389578
       4098.3280      -3.9903872
       4099.2718      -2.7925469
       4100.2158    -0.089806656
       4101.1600       2.0454475
       4102.1045      0.27383820
       4103.0491      -2.0729967
       4103.9940      -3.4392172
       4104.9391      -2.8917453
       4105.8844      -1.9814509
       4106.8300      -3.5853521
       4107.7757      -3.1492212
       4108.7217      -2.3004712
       4109.6679      -1.7518935
       4110.6143      -3.5416606
       4111.5610      -4.7663954
       4112.5078      -2.6476896
       4113.4549      -2.3564203
       4114.4021      0.14325371
       4115.3496      0.60799041
       4116.2974       1.3103422
       4117.2453     -0.78642932
       4118.1935      -3.1655200
       4119.1418     -0.17240469
       4120.0904      -1.2094672
       4121.0392      0.40689469
       4121.9883      0.87790053
       4122.9375     -0.80457391
       4123.8870     -0.15182512
       4124.8367      0.56059953
       4125.7866      0.73178623
       4126.7367     0.093897776
       4127.6870       1.2571695
       4128.6376      -2.8519209
       4129.5884       2.3318533
       4130.5394      0.30034410
       4131.4906      -1.2293869
       4132.4420      -3.0508415
       4133.3937     0.032627869
       4134.3455     -0.79214800
       4135.2976      -3.4658041
       4136.2500      0.28900240
       4137.2025       2.9826011
       4138.1552       1.6229502
       4139.1082       2.7852635
       4140.0614      0.15667006
       4141.0148       2.0548568
       4141.9684      -1.2334761
       4142.9223       1.7012155
       4143.8764       1.5773349
       4144.8306      0.60299328
       4145.7852     -0.56492123
       4146.7399      -3.2170214
       4147.6948      -1.6484126
       4148.6500      0.58825513
       4149.6054      -1.5524143
       4150.5610     -0.14112767
       4151.5168       1.0401066
       4152.4729      0.41337340
       4153.4291     -0.63751123
       4154.3856     -0.44406251
       4155.3423     0.034531836
       4156.2993     -0.50035774
       4157.2564       2.8717041
       4158.2138      0.78987180
       4159.1714      -1.4591559
       4160.1292       1.2485824
       4161.0872       1.5966524
       4162.0455     -0.57574374
       4163.0039       1.2216551
       4163.9626      0.64517053
       4164.9215       2.3303230
       4165.8807      -1.1857104
       4166.8400     -0.90475959
       4167.7996       1.7844414
       4168.7594     -0.79404246
       4169.7194     -0.54146883
       4170.6797      -1.5639539
       4171.6401      -1.7579299
       4172.6008      -2.0987442
       4173.5617      -1.4728836
       4174.5228      -1.0269433
       4175.4842      -3.2411255
       4176.4457     -0.91410576
       4177.4075       2.5047064
       4178.3695      -3.9544747
       4179.3318       1.3445962
       4180.2942     -0.75573031
       4181.2569       1.5707367
       4182.2198     -0.40170556
       4183.1829     -0.97090120
       4184.1462      0.58435380
       4185.1098     -0.17911525
       4186.0736      -1.3347206
       4187.0376       1.1419846
       4188.0018       2.6720744
       4188.9663     -0.31912356
       4189.9309      -1.2966093
       4190.8958     -0.87220806
       4191.8610      -1.6016986
       4192.8263     -0.20600565
       4193.7919      0.76353676
       4194.7576      0.18748911
       4195.7236     -0.69564879
       4196.6899      -1.5197300
       4197.6563      0.51929502
       4198.6230     -0.51099841
       4199.5899      -1.2980606
       4200.5570    -0.027261990
       4201.5243      -1.2284769
       4202.4919      -2.0928894
       4203.4597      0.17717067
       4204.4277     -0.98492952
       4205.3959       1.0306503
       4206.3644      0.38809292
       4207.3331       2.2264696
       4208.3020      0.68451578
       4209.2711       2.1770925
       4210.2404       2.2562842
       4211.2100       1.3383051
       4212.1798       1.0666464
       4213.1498       1.8535533
       4214.1201       1.8510096
       4215.0905      0.22699271
       4216.0612      -1.8107489
       4217.0321      -1.4783664
       4218.0033       2.2625334
       4218.9746     -0.30952954
       4219.9462       1.9615218
       4220.9180       4.4021633
       4221.8900     -0.21013708
       4222.8623      -1.1697679
       4223.8348       1.4379618
       4224.8075     -0.96348036
       4225.7804      -1.5396154
       4226.7535      -2.1857594
       4227.7269      0.33589025
       4228.7005       1.4467052
       4229.6743      -1.4138331
       4230.6484       2.2596369
       4231.6226       1.5608184
       4232.5971    -0.042390420
       4233.5719       1.6674777
       4234.5468      0.38615838
       4235.5220      0.58440840
       4236.4974       2.2403893
       4237.4730     -0.21820435
       4238.4488    -0.021810245
       4239.4249       3.0494292
       4240.4012      0.66874983
       4241.3777      -3.1178390
       4242.3544     -0.37107795
       4243.3314       2.3407870
       4244.3086       1.2401936
       4245.2860       3.6712749
       4246.2636       3.0510083
       4247.2415      -2.4020549
       4248.2196      -2.3964753
       4249.1979      -1.7399208
       4250.1765      -1.2816020
       4251.1552       1.0491542
       4252.1342      -1.5321231
       4253.1134       1.0648496
       4254.0929    -0.090405922
       4255.0726      -1.0846596
       4256.0524       1.1618223
       4257.0326      0.43970098
       4258.0129      -1.1793880
       4258.9935      -1.1951681
       4259.9743      -2.0324094
       4260.9553      0.10725903
       4261.9366      -1.4103423
       4262.9180       1.9190137
       4263.8997       2.9562228
       4264.8817       3.4541101
       4265.8638       1.7316458
       4266.8462       1.3188114
       4267.8288      0.61771705
       4268.8116       2.0716641
       4269.7947      0.44030381
       4270.7780      -2.9322218
       4271.7615      -2.0525375
       4272.7452      -1.0880968
       4273.7292      -2.7928166
       4274.7134      -2.2631272
       4275.6978     -0.43057393
       4276.6824       4.2848121
       4277.6673       3.4174098
       4278.6524       2.3765638
       4279.6377     0.050212476
       4280.6233      -2.4761088
       4281.6091      0.33167751
       4282.5951     -0.25299465
       4283.5813     -0.14011609
       4284.5678     -0.79058993
       4285.5544      0.38544418
       4286.5414      0.41314751
       4287.5285      -1.6291947
       4288.5159      -1.8670783
       4289.5035      -1.1066879
       4290.4913      -1.5094161
       4291.4793     -0.64673959
       4292.4676    -0.042317246
       4293.4561     -0.51401681
       4294.4449       1.7043057
       4295.4338      -4.0078888
       4296.4230     -0.56984038
       4297.4124     -0.86273193
       4298.4021      -3.9292340
       4299.3919      -2.7206352
       4300.3820      -4.6073371
       4301.3724      -5.4461638
       4302.3629      -3.3745364
       4303.3537      -2.8278961
       4304.3447      -3.1084596
       4305.3360      -1.9493677
       4306.3274      -2.4214398
       4307.3191      -5.0648641
       4308.3111      -5.2189451
       4309.3032      -3.1672648
       4310.2956      -3.0206047
       4311.2882      -1.1244147
       4312.2810     -0.55948684
       4313.2741      -1.0848786
       4314.2674     -0.96219554
       4315.2609      -1.5717757
       4316.2547     -0.33214280
       4317.2487      0.33658530
       4318.2429       1.7053651
       4319.2373       1.5879467
       4320.2320     -0.83731328
       4321.2269     -0.59231748
       4322.2220       1.0130884
       4323.2174      -1.4785577
       4324.2130      -3.4021231
       4325.2088      -4.1687714
       4326.2048      -4.8645351
       4327.2011     0.077015886
       4328.1976     -0.96278458
       4329.1943    -0.033240242
       4330.1913     -0.32874962
       4331.1885      0.13696594
       4332.1859      -1.2164265
       4333.1836       1.8820592
       4334.1815      0.48639219
       4335.1796      -1.6955708
       4336.1779      -1.2829811
       4337.1765     -0.91972483
       4338.1753     -0.22714370
       4339.1743      0.38536212
       4340.1736       2.5002289
       4341.1731       4.1295822
       4342.1728       1.5249135
       4343.1727      -1.0261609
       4344.1729      -3.3002057
       4345.1733      -3.1507913
       4346.1740      -1.4387866
       4347.1748      -1.2693071
       4348.1760       1.0032968
       4349.1773      -1.7187963
       4350.1788      -1.2061213
       4351.1806      -2.2589342
       4352.1827      -1.7568790
       4353.1849     -0.60846404
       4354.1874      -2.0785370
       4355.1901      -1.8047044
       4356.1931      0.62539790
       4357.1963      0.78882413
       4358.1997     -0.97919759
       4359.2033      -1.3334626
       4360.2072       2.4067912
       4361.2113      0.83093647
       4362.2156       1.4007720
       4363.2202       1.5312687
       4364.2250       3.4506030
       4365.2300       2.6196488
       4366.2353       2.3450530
       4367.2408       2.1985219
       4368.2465      0.21376182
       4369.2525     -0.24498667
       4370.2587      0.79294200
       4371.2651     -0.36487926
       4372.2717      -2.3069824
       4373.2786      -2.9642622
       4374.2857      -2.4150935
       4375.2931      -1.0108383
       4376.3006      -1.7594824
       4377.3085       1.9020058
       4378.3165     -0.35544914
       4379.3248      0.82130197
       4380.3333       4.3670771
       4381.3420       2.1567552
       4382.3510      0.65817855
       4383.3602      -2.4452823
       4384.3696      -1.5401392
       4385.3793     -0.16916730
       4386.3892     -0.49351695
       4387.3993      -3.3078691
       4388.4097      -3.4787262
       4389.4203      -1.4574243
       4390.4311      0.45348924
       4391.4422      0.23642166
       4392.4535      -1.7920467
       4393.4650      0.65936675
       4394.4768       1.4401592
       4395.4888     -0.58771192
       4396.5010      0.95101309
       4397.5135      0.86848956
       4398.5262       3.1626530
       4399.5391       3.6612090
       4400.5523      -2.7553288
       4401.5657     -0.22008758
       4402.5793       1.3834109
       4403.5932     -0.37527715
       4404.6073      -2.2342046
       4405.6216      -2.0255860
       4406.6361     -0.55218981
       4407.6509     -0.60363401
       4408.6660      -1.2437458
       4409.6812     -0.27063911
       4410.6967      0.15242843
       4411.7125     0.095491406
       4412.7284       2.0493810
       4413.7446      0.74275454
       4414.7611      -1.3649491
       4415.7777     -0.83225244
       4416.7946      -1.4735858
       4417.8118      -1.1337738
       4418.8291     -0.62385897
       4419.8467      -2.0901006
       4420.8646       1.0580931
       4421.8827      -1.3900192
       4422.9010      -2.4749109
       4423.9195      0.18848115
       4424.9383      -1.3016182
       4425.9573      -2.6901739
       4426.9765     -0.33656382
       4427.9960       2.2803309
       4429.0157     -0.46070833
       4430.0357      -3.4199719
       4431.0559      -1.8025959
       4432.0763      -1.1785372
       4433.0969      0.52259410
       4434.1178      0.54151521
       4435.1390     -0.45201661
       4436.1603     -0.85649294
       4437.1819      -1.3314734
       4438.2037       1.9722360
       4439.2258       2.5361300
       4440.2481      0.43116617
       4441.2707       1.1858818
       4442.2934     -0.93069271
       4443.3164      -2.6080253
       4444.3397     -0.55027755
       4445.3632      0.73852403
       4446.3869       1.7951564
       4447.4108       2.2869737
       4448.4350       1.1699894
       4449.4594       2.0366574
       4450.4841       2.7437170
       4451.5090     0.097292027
       4452.5341      -2.0445962
       4453.5595      -1.7638235
       4454.5851      -1.1668481
       4455.6109      -3.9503857
       4456.6370      0.17530097
       4457.6633      -1.2588909
       4458.6898      -4.8148755
       4459.7166     -0.46626468
       4460.7437      -1.8020536
       4461.7709      -1.6497881
       4462.7984      -1.9725926
       4463.8261       1.7152210
       4464.8541       2.2115905
       4465.8823      -1.2574814
       4466.9107     -0.93137429
       4467.9394     -0.98852141
       4468.9683     -0.85591752
       4469.9975      -1.2522485
       4471.0269     -0.33915966
       4472.0565       1.1104948
       4473.0864       1.0148405
       4474.1165       2.2907064
       4475.1468       1.7961308
       4476.1774     -0.51385830
       4477.2082       3.2814261
       4478.2392       3.0295735
       4479.2705     -0.68328506
       4480.3020      -1.6547889
       4481.3338     -0.41735479
       4482.3658      0.93180373
       4483.3980       1.7854601
       4484.4305      0.75341836
       4485.4632     0.020191229
       4486.4962       1.1485057
       4487.5293      0.75357250
       4488.5628     -0.43222229
       4489.5964      0.89730285
       4490.6303      0.18826314
       4491.6645     -0.22516909
       4492.6988       1.2220821
       4493.7335       1.0277329
       4494.7683      0.35188303
       4495.8034      0.27576358
       4496.8387      0.30186783
