l	fo
5364	0.78061320618
5365	0.77078147949
5366	0.76468900749
5367	0.76142191938
5368	0.76081267218
5369	0.76352382222
5370	0.77238836898
5371	0.77877784899
5372	0.78423061143
5373	0.78834303003
5374	0.7928590749
5375	0.79871546361
5376	0.8014646916
5377	0.80202062967
5378	0.79969025913
5379	0.79769497455
5380	0.79373486775
5381	0.79167104286
5382	0.79062770703
5383	0.79107702684
5384	0.79047539523
5385	0.79134357249
5386	0.78830495208
5387	0.78270749343
5388	0.77286053556
5389	0.76931167062
5390	0.77021031024
5391	0.76876334814
5392	0.76680614151
5393	0.76401883557
5394	0.76283841912
5395	0.76303642446
5396	0.76205401335
5397	0.75861938226
5398	0.75826906512
5399	0.76011965349
5400	0.76787232411
5401	0.76682898828
5402	0.75687541215
5403	0.75119418201
5404	0.7473178467
5405	0.74475900846
5406	0.74561195454
5407	0.74983860699
5408	0.7555426839
5409	0.76312781154
5410	0.77444457828
5411	0.78054466587
5412	0.78269226225
5413	0.78635536104
5414	0.79025454312
5415	0.79517421426
5416	0.79675064139
5417	0.79573015233
5418	0.7946868165
5419	0.79297330875
5420	0.79039923933
5421	0.78816787146
5422	0.78466470006
5423	0.78404022168
5424	0.7876804737
5425	0.78879996543
5426	0.78832779885
5427	0.78586034769
5428	0.78287503641
5429	0.77748319869
5430	0.77376679077
5431	0.77105564073
5432	0.76910604969
5433	0.76889281317
5434	0.76969245012
5435	0.77272345494
5436	0.77775735993
5437	0.78541864347
5438	0.79288192167
5439	0.80540956722
5440	0.80971237557
5441	0.80868427092
5442	0.80112199005
5443	0.7930875426
5444	0.77736896484
5445	0.77048447148
5446	0.76845872454
5447	0.77262445227
5448	0.77531275554
5449	0.78238002306
5450	0.78317966001
5451	0.78048374115
5452	0.772982385
5453	0.7698599931
5454	0.76602173574
5455	0.76759816287
5456	0.77712526596
5457	0.78306542616
5458	0.78708645768
5459	0.78953867766
5460	0.78905889549
5461	0.78298165467
5462	0.77999634339
5463	0.77859507483
5464	0.77901393228
5465	0.7802171955
5466	0.78428392056
5467	0.78604312185
5468	0.78652290402
5469	0.78614974011
5470	0.7830349638
5471	0.77611239249
5472	0.77056824297
5473	0.76524494556
5474	0.75975410517
5475	0.75603769725
5476	0.75253452585
5477	0.75217659312
5478	0.75424041801
5479	0.75920578269
5480	0.7642244565
5481	0.77206089861
5482	0.7767140241
