z             LogMbh        LogL5100       LogBolEdd      W2W3          T             ba            beta           FWHMO3Core    V98               sigma           RA(degree)        Dec(degree)      MJD        PLATE     FIBER
0.195339      8.230903      44.181000      -1.190423      2.434000      1.000000      0.900090      -1.650958      2.464117      -903.141331       305.536951      149.49286480      28.89641360      53436      1950      265
0.194936      8.787201      44.032700      -1.895022      2.581000      0.500000      0.911743      0.928568       2.672136      -1060.788091      394.713511      149.32801390      28.52771110      53436      1950      315
0.251744      7.732124      44.168700      -0.703945      2.851000      1.500000      0.771220      -0.105701      2.602586      -1111.053682      330.900901      149.74557600      30.98366190      53436      1950      512
0.117479      8.549876      43.640400      -2.049997      3.019000      1.000000      0.867502      -0.167638      2.512636      -1476.510690      540.057125      171.96731720      38.76490140      53436      1996      084
0.139764      7.670749      43.700400      -1.110869      2.848000      1.500000      0.675230      1.113317       2.597826      -960.041496       341.227543      178.78450090      36.02924850      53436      2035      078
0.204337      7.906122      44.154900      -0.891743      2.807000      3.000000      0.956963      -1.872553      2.527967      -726.364086       151.567943      177.71133700      35.53032490      53436      2035      180
0.222368      8.572728      43.923300      -1.789948      2.748000      2.500000      0.726621      -1.005834      2.750644      -1556.695915      482.978258      156.78159590      30.67036320      53440      1959      270
0.222961      8.390523      43.707900      -1.823144      2.276000      1.000000      0.931459      0.594857       2.566767      -1347.833122      418.665666      233.37812230      29.73229020      53442      1651      635
0.189305      7.512000      43.552200      -1.100320      2.935000      1.500000      0.673821      -0.076289      2.525656      -845.091385       269.673063      163.34914350      34.83273790      53442      1983      424
0.213454      7.414790      43.789400      -0.765911      2.663000      1.500000      0.625194      0.174346       2.408932      -953.653878       380.114574      211.34435870      49.66906280      53446      1671      464
0.118498      8.355990      43.933000      -1.563510      2.362000      2.500000      0.704158      -1.933328      2.599742      -897.861021       269.819480      171.73812170      36.78695360      53446      2037      015
0.260477      8.113688      44.246900      -1.007309      2.306000      3.000000      0.800506      -1.323125      2.443267      -1148.859031      402.101351      159.24139450      34.96077810      53446      2096      145
0.274540      8.157226      44.642900      -0.654847      2.518000      3.000000      0.786687      -1.422495      2.761102      -1329.220213      272.404808      213.89975060      48.59543040      53460      1672      237
0.179944      7.680515      44.175700      -0.645335      2.896000      3.000000      0.599157      -1.306203      2.818985      -1285.875574      307.448832      216.18988840      49.38835760      53460      1672      619
0.237867      7.756793      44.087100      -0.810214      2.975000      3.500000      0.930789      -1.097786      2.592805      -1297.867866      453.310313      206.26299740      38.25124120      53460      2014      273
0.265937      7.895707      44.143300      -0.892928      1.711000      2.500000      0.705581      -1.211537      2.451636      -1120.745931      480.819781      162.50792650      30.80661400      53463      2090      014
0.200032      8.284213      43.694000      -1.730734      2.593000      2.000000      0.760871      -0.692277      2.713429      -1344.051861      402.861096      163.65790030      35.33041530      53464      1674      619
0.165820      7.442893      43.977900      -0.605513      3.258000      3.000000      0.728777      -1.502032      2.476081      -1015.812415      353.552118      211.42409730      34.92010620      53467      1838      639
0.299790      7.850473      44.350100      -0.640894      2.528000      2.500000      0.881713      -1.562316      2.636377      -1066.541071      301.586080      179.76999980      36.31403950      53467      2103      440
0.207770      8.075972      44.058500      -1.157993      2.821000      2.000000      0.911762      -1.475703      2.303551      -913.496345       358.831583      199.58287730      29.44004520      53471      2002      435
0.064269      7.460312      43.344500      -1.256333      2.900000      2.500000      0.779968      0.245411       2.430481      -976.147802       348.210991      185.02013110      7.81536770       53472      1626      341
0.256986      7.709761      44.000700      -0.849582      2.640000      2.500000      0.932871      -2.020075      2.575891      -795.234745       193.149072      216.29728720      33.34063460      53472      1840      147
0.332379      7.979366      44.353400      -0.766486      2.942000      3.000000      0.822143      -1.900827      2.647654      -1311.819750      462.926560      205.06220420      38.74232510      53472      2005      115
0.317553      9.112621      44.553500      -1.699642      3.129000      2.500000      0.936266      -1.946934      2.518646      -1034.621673      447.224111      185.40434070      40.28598410      53475      1986      424
0.146589      8.032924      44.084500      -1.088945      2.429000      3.000000      0.539860      -2.164639      2.441251      -941.154365       348.017893      208.42089770      36.32984350      53476      2033      073
0.197662      8.704683      43.906600      -1.938604      2.184000      0.500000      0.713346      1.341499       2.630127      -1407.754030      572.798470      218.68881070      33.47243610      53491      1841      539
0.263398      8.680044      44.150000      -1.670564      2.945000      1.500000      0.645027      -1.118901      2.621351      -1157.362287      419.513044      216.47805980      22.95095160      53493      2132      214
0.205376      8.755691      43.958800      -1.937411      3.261000      1.000000      0.655074      0.685573       2.439326      -964.573685       361.121963      239.82558230      5.24845260       53494      1837      387
0.262112      7.883939      44.092400      -0.932060      2.605000      3.000000      0.728524      -1.044606      2.513654      -1163.167409      414.244309      240.26651410      4.89102680       53494      1837      438
0.275515      8.584393      44.171700      -1.553213      2.463000      1.000000      0.830537      -0.073623      2.538135      -1418.484614      517.613807      239.49688090      29.33872270      53496      1578      360
0.158591      7.365963      43.567400      -0.939083      2.847000      2.500000      0.654017      -0.821621      2.626401      -850.784580       171.213875      221.58424650      33.43925040      53498      1646      131
0.339409      8.166546      44.203800      -1.103267      2.602000      2.500000      0.676066      -1.428425      2.554911      -1083.588328      445.310649      242.77763490      7.09865370       53498      1730      133
0.197397      8.154540      44.167700      -1.127360      2.536000      3.500000      0.778905      -1.615328      2.535068      -774.072602       281.052116      215.67067200      13.13059970      53503      1708      400
0.257264      8.197572      44.058600      -1.279493      3.076000      2.000000      0.519575      -1.240320      2.556725      -890.128467       280.145954      242.26959750      24.65507480      53533      1656      061
0.299071      8.343415      44.431600      -1.052335      3.279000      3.000000      0.826058      -1.645559      2.436663      -799.828600       271.937225      207.72104890      25.39173640      53535      2115      556
0.187726      7.640567      43.821500      -0.959587      2.415000      2.000000      0.718269      -0.847849      2.626390      -1257.372036      349.929748      250.62790400      12.95565920      53535      2210      130
0.354753      9.005697      44.602500      -1.543718      2.712000      2.500000      0.845738      -1.966615      2.505420      -1089.456810      408.869695      247.99883380      17.08390580      53558      2207      480
0.266852      8.299320      44.430600      -1.009240      3.017000      2.500000      0.906371      -2.234708      2.427969      -1136.203162      474.998681      244.20958420      22.24707960      53566      1853      444
0.125152      8.584202      43.836000      -1.888723      2.242000      0.500000      0.972412      1.356790       2.640827      -1198.862151      303.896911      244.17570080      22.22292930      53566      1853      446
0.328948      9.005841      44.550800      -1.595561      2.690000      1.500000      0.643248      -0.653752      2.628464      -985.833601       325.196076      246.82638950      19.28386790      53566      1854      138
0.351725      7.964360      44.495700      -0.609180      2.158000      2.500000      0.830679      -1.890728      2.523435      -1251.990231      489.374090      246.08178640      20.51139160      53566      1854      470
0.266526      8.440836      44.622200      -0.959157      2.650000      3.000000      0.825309      -1.660619      2.587168      -1166.797249      443.444075      119.07950620      12.49144050      53682      2264      090
0.208189      8.470700      44.166000      -1.445221      2.722000      3.000000      0.935327      -1.167731      2.518306      -1110.689023      437.618077      119.91460110      14.09544250      53682      2264      588
0.342179      8.263045      44.644900      -0.758666      2.665000      2.000000      0.944235      -2.619692      2.444285      -939.726052       292.652676      134.00824620      21.15239230      53683      2282      229
0.237776      7.586759      43.854600      -0.872680      2.528000      1.500000      0.773935      -0.151249      2.654590      -1045.030800      253.221120      135.55527880      18.29417110      53700      2285      290
0.263422      8.368494      44.186200      -1.322814      2.186000      2.500000      0.977165      -1.609148      2.667853      -988.258747       177.910928      138.54517260      19.13375920      53700      2286      016
0.242515      8.064205      44.352400      -0.852325      2.513000      1.500000      0.699433      -0.370162      2.494500      -808.220697       210.393223      129.47453910      19.65007700      53705      2277      226
0.330361      8.061046      44.511300      -0.690266      2.566000      2.500000      0.633646      -1.702087      2.492840      -956.526993       392.085222      139.11400050      22.37149990      53705      2287      036
0.373086      8.003124      44.545800      -0.597845      2.848000      3.000000      0.709166      -1.656535      2.625953      -1018.012821      174.733585      137.56562390      23.26143170      53705      2287      490
0.246119      8.605035      44.160500      -1.585055      2.119000      0.500000      0.675175      -1.014171      2.651243      -1027.107688      211.122254      132.08438140      19.12740500      53708      2279      531
0.152347      7.784673      43.673500      -1.251694      2.586000      1.500000      0.748149      0.270477       2.364229      -957.115964       310.396887      128.26718820      19.97663900      53709      2275      447
0.293582      8.985878      44.488400      -1.637999      2.604000      2.500000      0.849929      -2.077888      2.445637      -974.915669       393.935260      129.32456730      19.27997250      53709      2275      586
0.227118      8.432636      44.000200      -1.572956      1.400000      2.000000      0.763127      -1.400072      2.507561      -1006.553194      309.225337      123.11266340      16.77594040      53711      2269      453
0.286885      8.772311      44.598200      -1.314632      2.684000      3.000000      0.770903      -2.104943      2.670834      -1173.857566      351.023488      165.65020750      32.59478120      53714      2106      232
0.158139      8.083902      43.983600      -1.240823      2.940000      1.000000      0.983229      -0.233275      2.494136      -895.937014       343.571757      139.45297870      24.88954970      53714      2291      397
0.238525      8.711444      44.142900      -1.709064      3.159000      1.500000      0.303745      -0.115510      2.503648      -1280.724076      473.639113      140.58736840      24.87526390      53714      2291      499
0.240044      8.186897      44.031700      -1.295717      2.858000      3.000000      0.522214      -1.368215      2.514228      -1186.469440      445.019550      140.69187480      24.93777900      53714      2291      514
0.365285      8.230072      44.360800      -1.009792      2.219000      2.500000      0.790305      -1.990149      2.681395      -1076.460268      211.032029      192.21415880      30.43494760      53726      2239      494
0.364680      8.461437      44.495300      -1.106657      3.037000      3.000000      0.845143      -1.545778      2.412020      -732.679407       287.291799      124.80787290      17.90492030      53726      2271      471
0.244280      8.501651      44.159700      -1.482472      2.676000      0.500000      0.924814      0.269074       2.517715      -1420.630170      548.002255      126.15193370      16.62375890      53726      2274      337
0.371764      8.595302      44.798200      -0.937623      2.907000      3.000000      0.821322      -1.127765      2.576034      -1172.363706      284.324278      181.58562080      30.69520420      53729      2225      606
0.208995      8.085988      44.487500      -0.739008      2.960000      2.500000      0.498284      -2.128766      2.546597      -872.687575       342.180283      189.01674960      26.69331730      53729      2236      255
0.250732      8.198574      44.703300      -0.635795      2.675000      2.500000      0.856680      -0.907900      2.476135      -924.021491       373.058786      144.80643430      17.18061060      53733      2369      179
0.242111      8.041035      44.126400      -1.055155      2.583000      0.500000      0.889735      0.752383       2.530785      -1008.245991      288.071061      192.32877140      31.83860590      53734      1975      066
0.240504      8.861701      44.401800      -1.600422      2.427000      0.500000      0.629376      -0.760329      2.609820      -1522.460545      546.905923      191.34583270      31.87207070      53734      1975      180
0.354621      7.920132      44.692500      -0.368153      2.879000      2.000000      0.764522      -1.731223      2.740342      -1346.008018      321.134323      144.66533450      24.91905070      53735      2296      324
0.371989      8.432332      44.718500      -0.854353      2.617000      2.500000      0.923054      -2.450569      2.413279      -792.047931       290.605056      152.09653310      22.27168110      53737      2364      534
0.212066      8.119366      44.199500      -1.060386      3.120000      1.500000      0.552378      0.362926       2.551115      -1276.005650      524.338555      141.79187880      16.47313910      53758      2368      256
0.221482      8.745395      44.650300      -1.235616      2.447000      2.000000      0.664355      -1.891004      2.643469      -1107.828290      398.586105      203.77718580      34.20957110      53762      1993      142
0.386413      8.091411      44.724700      -0.507232      3.071000      3.000000      0.872944      -1.360522      2.637591      -1077.464547      365.682169      143.94472860      19.47713940      53762      2361      238
0.242737      8.820290      44.462200      -1.498611      3.071000      3.000000      0.634876      -2.304853      2.690430      -1293.598482      282.013474      143.94472860      19.47713940      53762      2361      306
0.297983      7.957508      44.304800      -0.793229      2.810000      2.000000      0.791716      -1.636960      2.629773      -1191.172262      248.754431      221.35518570      21.75313920      53770      2144      287
0.334376      7.992826      44.657600      -0.475746      3.008000      2.500000      0.784307      -1.875049      2.474313      -1037.619572      412.780131      222.63074880      23.35392520      53770      2144      492
0.208034      8.871199      44.185200      -1.826519      2.365000      0.500000      0.865665      0.935079       2.621062      -1006.007889      381.429095      168.57347660      32.71217500      53786      2107      194
0.227678      8.798335      44.245400      -1.693456      2.824000      3.000000      0.729505      -1.694111      2.494770      -1037.363075      400.927028      169.66600440      34.24173370      53786      2107      564
0.192030      8.593402      44.051600      -1.682322      2.789000      2.500000      0.809763      -0.078178      2.648715      -1306.353045      349.119797      167.06127010      25.44938610      53789      2212      090
0.285305      8.021739      44.439000      -0.723260      2.843000      3.000000      0.700270      -1.559937      2.483820      -907.113713       301.260172      169.73155970      27.98560310      53793      2215      044
0.225215      9.051367      44.508000      -1.683888      2.817000      3.500000      0.902018      -1.735369      2.573441      -1354.944373      414.945477      213.31366110      29.11049950      53794      2126      496
0.291818      8.604921      44.422200      -1.323242      2.756000      2.500000      0.863792      -1.544453      2.535263      -1132.173866      289.756978      168.81757770      25.39381120      53794      2214      098
0.298726      8.603799      44.319900      -1.424420      2.576000      3.000000      0.887162      -1.611290      2.633377      -1065.478136      365.632248      170.83206020      28.69018060      53794      2217      273
0.354331      8.152454      44.600100      -0.692874      3.076000      2.000000      0.820445      -1.612874      2.447670      -1242.460380      406.639240      171.32814330      29.85870630      53794      2217      469
0.254884      8.345080      44.530800      -0.954801      2.995000      2.000000      0.838196      -2.180284      2.695902      -1150.302373      287.825787      169.44858010      26.36296690      53795      2216      317
0.239535      8.836269      44.268300      -1.708490      2.906000      3.500000      0.821203      -1.221305      2.675147      -1384.482325      372.684538      138.81082790      17.51722810      53795      2439      273
0.167105      8.101237      43.910800      -1.330958      2.526000      1.500000      0.891809      0.423977       2.567478      -1187.027509      467.018949      160.18077350      27.58857570      53797      2358      310
0.318702      8.392106      44.454200      -1.078426      2.641000      2.500000      0.899768      -1.621736      2.656677      -1039.454224      295.764307      196.61333540      36.48446830      53799      2016      450
0.225302      7.935137      44.245100      -0.830558      2.777000      2.000000      0.866078      -1.083529      2.638082      -1101.888837      388.716808      176.64545400      28.44498210      53799      2222      122
0.183768      7.987466      43.936300      -1.191687      2.492000      1.000000      0.711856      -0.103306      2.662928      -1246.070828      389.572014      176.60791760      28.40875360      53799      2222      123
0.315356      7.813101      44.380300      -0.573322      2.555000      2.500000      0.806876      -0.782666      2.463354      -865.149634       292.088647      156.77700380      29.70993600      53799      2354      311
0.313918      8.723840      44.580400      -1.283961      2.872000      2.000000      0.872410      -0.948069      2.626569      -1342.028115      469.578838      158.56414760      30.11908110      53799      2354      553
0.386763      9.226078      44.701600      -1.664999      3.120000      2.000000      0.561882      -1.837113      2.626597      -1193.088827      371.682759      130.15805340      15.73499380      53799      2429      373
0.314610      8.245499      44.780500      -0.605520      2.907000      2.500000      0.678505      -0.587089      2.650333      -1619.142847      675.235678      195.24431010      37.27226420      53800      2018      213
0.177507      8.301300      44.251500      -1.190321      3.004000      2.500000      0.874168      -1.713310      2.682511      -1043.742800      218.959495      196.31706930      39.21723430      53800      2018      568
0.218280      7.662134      44.223400      -0.579254      2.889000      2.500000      0.624953      -1.382920      2.581867      -1607.988926      647.701458      224.14901040      31.88416830      53816      1843      565
0.137774      7.463206      43.950800      -0.652926      3.166000      0.500000      0.611448      1.207065       2.578321      -1052.726874      398.286997      186.18633650      26.99735040      53816      2231      025
0.231600      8.354054      44.167800      -1.326775      2.693000      2.000000      0.563413      -0.876309      2.643068      -1016.154968      395.722754      199.93114190      33.10497620      53818      2093      072
0.303054      8.473371      44.784600      -0.829292      3.125000      3.000000      0.896228      -2.129214      2.654296      -854.104382       199.555221      199.43021190      33.77495550      53818      2093      614
0.176552      7.957532      43.972900      -1.125153      2.447000      1.500000      0.834944      -1.230962      2.377800      -929.463285       327.961478      187.46454450      33.98897910      53819      2015      165
0.216105      8.041224      44.136300      -1.045444      2.664000      1.000000      0.766860      0.155856       2.533053      -1342.555419      385.807969      209.55499570      28.53663660      53820      2118      564
0.346750      7.891417      44.633000      -0.398938      2.694000      2.500000      0.827675      -0.827672      2.704527      -1355.485581      352.584086      227.53446210      25.15058140      53820      2155      379
0.315856      8.764312      44.755800      -1.149033      2.438000      3.000000      0.918049      -2.270970      2.496544      -1074.211141      309.461306      193.97101390      27.40146220      53823      2240      195
0.305150      7.927826      44.224700      -0.843646      3.174000      2.500000      0.774490      -1.560334      2.570315      -928.993312       255.980716      189.92412860      30.54965930      53828      2237      412
0.235683      8.096212      44.285100      -0.951633      2.544000      0.000000      0.679741      1.929280       2.747691      -1512.693155      454.456617      190.05446930      31.04536850      53828      2237      448
0.186955      7.596423      44.115800      -0.621143      2.677000      1.000000      0.682408      0.240306       2.851184      -1231.246606      273.757508      235.55379240      25.08418520      53846      1849      220
0.249169      7.818787      44.317700      -0.641608      2.757000      2.000000      0.891385      -1.068901      2.511203      -935.846088       357.984179      204.96890440      13.91781410      53847      1775      036
0.342486      8.521938      44.487100      -1.175359      2.409000      2.000000      0.668556      -1.821916      2.473935      -1354.348904      470.399467      204.43753400      13.91085330      53847      1775      068
0.288049      8.168453      44.335100      -0.973874      2.997000      1.500000      0.791273      -1.234856      2.632205      -1543.229961      492.931895      202.97214080      13.16190570      53847      1775      250
0.327716      9.048309      44.357500      -1.831330      2.929000      1.500000      0.793965      0.212258       2.537663      -1427.101088      605.914504      213.47807150      11.01320430      53848      1705      112
0.284978      8.465542      44.564700      -1.041362      2.716000      2.500000      0.708613      -1.933870      2.683138      -1062.254173      227.499406      227.46746070      11.17970080      53850      1718      490
0.215937      7.833374      44.353700      -0.620194      2.657000      3.000000      0.977339      -2.166042      2.547209      -1024.428019      214.842975      199.63398080      34.89382190      53851      2023      192
0.302249      8.015561      44.451600      -0.704482      2.268000      1.000000      0.922963      0.316242       2.618282      -1211.740059      184.689225      198.71357850      35.70936340      53851      2023      354
0.295006      8.423136      44.744400      -0.819257      3.213000      2.500000      0.912378      -0.787060      2.800904      -1659.544695      522.585947      200.74127800      36.38338940      53851      2023      612
0.108333      7.719911      43.261500      -1.598932      2.282000      1.500000      0.828761      0.115815       2.572408      -959.456835       303.507293      230.47439190      8.48772380       53857      1721      197
0.365679      8.224480      44.601300      -0.763700      2.842000      2.500000      0.902956      -0.587691      2.643903      -1827.492410      654.490900      167.66290080      24.79015670      53857      2489      572
0.334613      8.977539      44.680000      -1.438059      2.473000      2.000000      0.896911      -2.159589      2.518436      -1208.421679      391.392245      205.31051490      35.89435600      53858      2101      057
0.303867      7.806790      44.243900      -0.703411      3.055000      3.000000      0.836543      -0.886664      2.359024      -997.078274       409.322867      221.18056090      22.16709400      53858      2140      048
0.253591      8.480885      44.222700      -1.398706      2.105000      1.000000      0.890126      -0.354673      2.618849      -1360.847053      475.373836      238.15494970      7.17506780       53859      1727      171
0.232623      8.894765      44.173200      -1.862085      2.704000      1.000000      0.663574      0.051596       2.719133      -1397.833775      435.772652      213.37405500      26.74324700      53859      2127      396
0.182697      8.748685      43.898700      -1.990505      2.272000      1.000000      0.792485      1.802190       2.759629      -1340.585763      296.457258      225.80852300      23.31828630      53874      2152      258
0.227303      8.169199      44.265500      -1.044219      2.497000      3.000000      0.773211      -1.410254      2.561112      -901.594913       246.278741      237.70491980      18.53558080      53875      2170      379
0.379392      8.171493      44.674600      -0.637413      2.663000      3.500000      0.792898      -0.657794      2.431013      -1162.731748      489.614569      192.88284720      7.20294890       53876      1790      038
0.329322      8.723986      44.457100      -1.407406      2.965000      3.000000      0.744226      -1.263314      2.717403      -1229.346260      366.677960      164.57838020      23.29997910      53876      2486      219
0.183792      8.677597      43.858700      -1.959417      2.115000      2.000000      0.796581      1.786232       2.464486      -1210.358073      479.135496      246.87527710      15.83972960      53880      2208      558
0.230866      8.992263      44.516100      -1.616683      2.495000      1.500000      0.891213      -1.115946      2.791028      -1560.569090      554.163000      175.69918090      21.95265600      53882      2511      299
0.386711      8.002713      44.565700      -0.577534      2.848000      2.500000      0.915367      -1.785881      2.622670      -978.235534       219.308562      177.08188420      23.62714080      53882      2511      509
0.274328      8.056496      44.488600      -0.708416      3.276000      2.000000      0.661885      -0.616976      2.660501      -1342.587922      433.786901      194.81351100      9.53446010       53883      1793      280
0.270014      7.892223      44.401200      -0.631544      2.714000      2.500000      0.643910      -1.502852      2.548431      -1341.915752      538.693721      225.72549050      7.69879340       53884      1815      156
0.234600      8.940637      44.313200      -1.767957      2.864000      1.000000      0.652095      0.203473       2.892476      -1231.782294      221.603271      237.02527220      19.68343040      53886      2168      144
0.091300      8.415800      43.402200      -2.154120      3.041000      1.000000      0.829598      0.148213       2.525087      -870.836705       310.089562      235.01631110      18.03167670      53889      2167      238
0.257000      8.095826      44.396500      -0.839846      2.498000      2.000000      0.749757      -1.008928      2.739692      -1404.512000      279.182509      219.37691990      7.85777390       53903      1813      302
0.305500      9.088551      44.541100      -1.687971      2.525000      1.500000      0.871947      -0.166835      2.682070      -1507.649995      502.660788      198.50512030      30.24418530      53904      2009      605
0.243500      9.080697      44.625500      -1.595718      2.793000      3.000000      0.559024      -1.935345      2.585514      -1258.076247      528.593614      243.46540450      17.33726050      53904      2201      366
0.255600      8.381077      44.672700      -0.848897      3.101000      3.500000      0.970355      -1.904629      2.546077      -1087.742778      464.739559      217.87335710      29.28658500      53917      2133      043
0.342100      8.824780      44.478900      -1.486400      2.857000      3.000000      0.684830      -0.893299      2.601218      -1328.524402      476.332641      211.43505620      32.12521220      54180      2121      120
0.226000      7.729004      44.194700      -0.674825      3.043000      2.000000      0.743575      -1.569810      2.684789      -1153.044710      330.424065      230.30853790      1.25193040       54560      2953      258
