z             LogMbh        LogL5100       LogBolEdd      W2W3          T             ba            beta           FWHMO3Core    V98               sigma           RA(degree)        Dec(degree)      MJD        PLATE     FIBER
0.187704      8.126056      44.273900      -0.992677      3.390000      2.000000      0.907425      -0.081076      2.578005      -1136.281190      453.394965      9.23824480        10.13627620      52162      0655      315
0.224152      7.743761      43.981400      -0.902882      2.898000      3.500000      0.804494      -1.905720      2.645033      -1017.826741      211.792241      35.60617020       -9.04957320      52162      0668      040
0.374417      8.445625      44.455800      -1.130346      2.778000      2.500000      0.750900      -1.696255      2.556949      -853.896248       266.740689      35.48830100       -7.48622310      52162      0668      603
0.289821      8.476286      44.024400      -1.592407      2.505000      2.500000      0.885603      -0.086635      2.795511      -1592.832607      307.984609      21.28073440       10.56064640      52163      0661      091
0.358189      8.417557      44.445700      -1.112377      2.514000      2.500000      0.891682      -1.395123      2.736096      -1201.569549      278.956740      22.49959420       -9.65812810      52163      0661      633
0.173677      7.578113      44.159700      -0.558933      2.764000      3.000000      0.830176      -1.814526      2.552139      -815.864548       227.523589      33.07636440       -7.62218680      52163      0667      567
0.369751      8.044334      44.284200      -0.900655      3.038000      2.500000      0.962276      -2.003653      2.551931      -900.088605       175.839158      33.13155910       -7.75004000      52163      0667      574
0.208838      7.711062      43.801700      -1.049883      2.438000      2.000000      0.893148      -1.263173      2.497236      -703.106505       153.667383      28.09199690       -9.21326170      52168      0665      193
0.164654      9.024871      44.390000      -1.775392      2.420000      2.500000      0.672395      -2.022881      2.435260      -723.965608       247.750449      28.87509670       -8.95117070      52168      0665      597
0.135087      7.514203      44.004800      -0.649924      2.903000      2.000000      0.648513      -1.731804      2.668729      -1059.088447      246.769069      327.20227930      -8.74689300      52173      0644      249
0.178666      8.602168      43.865000      -1.877689      2.205000      0.500000      0.977660      1.661683       2.600692      -1085.716920      372.125330      315.28993880      -5.79647720      52174      0637      400
0.129261      7.649586      43.966700      -0.823406      3.180000      2.500000      0.648406      -0.985494      2.514257      -1059.094841      448.492496      26.67004590       -8.35480140      52174      0664      452
0.206955      8.168357      43.894500      -1.414378      2.356000      0.500000      0.931728      -0.164636      2.470202      -687.343596       132.139733      17.91678750       -9.97635550      52177      0660      303
0.236184      7.827354      44.036500      -0.931375      2.877000      1.500000      0.729415      0.007059       2.343954      -666.327851       234.037315      321.62012910      -8.45528500      52178      0640      043
0.218113      7.993658      44.315300      -0.818879      2.767000      2.500000      1.000000      -1.811646      2.412401      -1025.465290      413.848315      320.94931190      -8.47861420      52178      0640      209
0.052500      7.531820      43.046500      -1.625841      2.554000      1.500000      0.910451      0.225932       2.587153      -1194.268741      299.182926      323.43437480      -8.27101800      52199      0641      150
0.184202      7.909422      44.126600      -0.923342      2.973000      2.000000      0.982635      -0.778454      2.637650      -1092.886822      256.664181      322.61143710      -7.05572660      52199      0641      349
0.187681      7.734178      43.996700      -0.877999      3.086000      1.500000      0.597891      -0.565841      2.679637      -1151.654729      413.816720      358.40967860      -9.95532040      52201      0649      476
0.185404      8.249150      44.235200      -1.154470      2.934000      3.000000      0.772826      -1.014723      2.479478      -745.729066       242.523263      139.61911920      51.65893170      52252      0767      347
0.152475      7.872939      43.663100      -1.350359      2.201000      0.500000      0.799821      1.125879       2.513276      -906.920463       280.845877      46.65453930       0.99862990       52258      0412      330
0.266572      8.591975      44.112600      -1.619895      2.630000      2.500000      0.685334      -1.344472      2.672586      -1065.937834      291.855322      197.36533560      3.38104450       52295      0525      329
0.293805      8.505923      44.133400      -1.513044      2.665000      0.500000      0.519341      0.131750       2.600283      -1273.433465      467.071203      158.01013730      60.14289930      52296      0560      464
0.133533      8.366643      43.620300      -1.886863      1.858000      0.500000      0.608530      1.847465       2.525138      -1245.405156      233.727140      184.60011040      63.49277560      52342      0779      456
0.208308      7.958900      43.879800      -1.219620      2.506000      1.500000      0.408072      0.695146       2.575941      -875.622811       191.521175      230.74118390      57.71733990      52347      0615      318
0.201769      8.616863      43.946800      -1.810584      2.448000      1.500000      0.697184      -0.009458      2.668933      -811.780678       333.560449      203.40960650      4.30111260       52374      0853      240
0.237370      8.036084      44.120900      -1.055704      2.924000      2.500000      0.955688      -0.598818      2.462596      -908.118684       311.995767      239.96160700      51.41781090      52375      0620      454
0.205685      8.662779      44.117500      -1.685800      2.570000      1.000000      0.903492      -0.927579      2.679376      -996.124146       346.443428      201.28258380      5.68485230       52375      0852      406
0.071626      7.488506      43.089300      -1.539727      1.681000      0.500000      0.801851      1.790422       2.506749      -847.093813       149.267396      170.02213840      54.93403390      52649      1012      605
0.142716      7.406956      43.594000      -0.953476      1.713000      0.500000      0.829354      2.601656       2.636567      -1108.903592      205.159571      130.51450900      35.80443100      52672      0934      344
0.097277      7.667958      43.493400      -1.315079      2.266000      0.500000      0.697946      -0.211593      2.624469      -1104.768834      366.784462      216.53530240      42.79716650      52825      1395      189
0.067228      7.396661      43.493100      -1.044082      3.180000      2.000000      0.820320      -0.306268      2.398582      -736.668145       287.400608      235.96454660      36.52691090      52875      1416      433
0.303438      7.754861      44.304300      -0.591082      3.435000      3.000000      0.836979      -1.366420      2.594311      -1334.299832      492.579886      236.78160850      36.56237420      52875      1416      504
0.380889      7.973309      44.361700      -0.752130      2.542000      2.000000      0.817715      -1.636264      2.643820      -1166.145165      137.590978      243.38692430      29.47340800      52886      1407      346
0.330658      8.272440      44.242600      -1.170361      1.924000      1.500000      0.931538      -1.466284      2.497949      -773.864886       239.423218      127.22295690      27.80920060      52932      1267      559
0.294826      7.712407      44.062100      -0.790828      2.722000      2.500000      0.750459      -0.569894      2.616047      -1382.995477      455.230074      127.50598770      28.59048970      52932      1267      561
0.293796      8.311446      44.410600      -1.041367      2.713000      2.500000      0.805667      -2.234102      2.554737      -1103.813817      308.829369      127.42897700      28.58929620      52932      1267      578
0.363562      8.066684      44.278500      -0.928705      2.913000      2.000000      0.811654      -1.551296      2.592111      -961.863271       204.849551      131.07802380      30.63451850      52937      1269      505
0.385761      7.958627      44.295200      -0.803948      2.594000      2.500000      0.894040      -2.261477      2.501914      -882.446570       223.419445      122.46874110      23.79611760      52943      1584      458
0.204940      7.887416      43.881200      -1.146737      2.627000      2.500000      0.947618      -0.863262      2.762380      -1120.701033      257.256682      126.20566780      6.81368750       52962      1296      510
0.297695      7.818765      44.229900      -0.729386      2.824000      2.000000      0.824524      -0.564667      2.677891      -1257.087843      386.960832      123.68791480      24.60974360      52962      1585      350
0.262829      7.890081      44.011200      -1.019401      2.727000      2.000000      0.930645      -1.262738      2.440090      -1026.338326      444.025858      128.22827030      7.03238410       52963      1297      493
0.297663      7.828936      44.230200      -0.739256      3.159000      2.500000      0.951511      -1.877674      2.384076      -836.742322       314.391431      129.72048250      26.68917700      52964      1587      039
0.351035      7.785518      44.286200      -0.639838      2.569000      2.000000      0.756567      0.198691       2.621947      -917.066701       227.005101      134.81452750      8.14181390       52972      1299      585
0.328222      7.927584      44.221500      -0.846605      2.956000      2.500000      0.726638      -1.362353      2.547102      -725.201851       255.752666      137.68047320      32.89764280      52976      1591      559
0.347724      8.215898      44.642600      -0.713819      3.193000      3.000000      0.990638      -0.518031      2.542719      -1007.839013      417.377402      140.79964420      32.42363930      52990      1592      102
0.257977      8.731516      44.518600      -1.353437      2.814000      2.500000      0.972619      -0.827018      2.672151      -1251.351747      493.774634      139.54327270      32.62762210      52990      1592      169
0.226397      7.811444      43.595900      -1.356065      2.410000      2.500000      0.914182      -1.006441      2.488677      -1374.074754      533.215637      139.42694310      32.85042750      52990      1592      176
0.223721      7.781360      44.038800      -0.883081      2.055000      0.500000      0.776167      0.871333       2.387688      -642.432791       185.914921      140.19563320      35.58418590      52995      1274      275
0.382925      8.082163      44.301700      -0.920983      3.242000      2.500000      0.817624      -1.923031      2.432810      -928.890394       389.600292      156.32729470      38.26256420      52996      1427      034
0.196231      7.677570      44.163600      -0.654490      2.877000      3.000000      0.904171      -0.841059      2.529695      -1070.876813      429.929807      154.35604250      37.77026030      52996      1427      201
0.373839      7.983538      44.225400      -0.898658      2.328000      2.500000      0.806322      -1.501587      2.410156      -782.662850       289.846140      151.25851450      10.05994840      52999      1307      063
0.253176      8.479363      44.146200      -1.473684      2.418000      0.500000      0.884658      -0.824304      2.732923      -1185.465584      230.780744      145.92591260      35.83998480      52999      1595      311
0.332946      8.337468      44.556100      -0.921888      3.108000      3.000000      0.911065      -1.903620      2.714564      -1249.739807      259.098840      146.92228800      36.08316740      52999      1595      464
0.116460      8.160911      43.600300      -1.701132      2.500000      1.000000      0.929275      1.167785       2.383106      -970.196008       406.733664      159.68352470      39.13444300      53003      1432      128
0.197702      8.577066      43.703200      -2.014386      2.601000      1.500000      0.616869      0.134282       2.770130      -1166.933917      210.107995      159.01737350      39.75819050      53003      1432      232
0.142484      8.082753      43.880100      -1.343173      2.706000      0.500000      0.556888      0.637973       2.559358      -1298.323684      386.905442      158.27426020      39.87432380      53003      1432      395
0.231624      7.843698      44.131100      -0.853118      3.303000      0.500000      0.642972      1.325580       2.642578      -1092.320422      407.823931      167.36128840      42.43281630      53003      1439      377
0.140795      8.323507      43.786500      -1.677528      2.363000      1.000000      0.764500      0.666428       2.645176      -1113.416171      362.968761      151.39465710      39.48135650      53033      1356      149
0.363126      7.694844      44.404200      -0.431164      2.476000      2.500000      0.858532      -1.137133      2.538699      -1022.247066      316.148808      149.70899290      40.06175370      53033      1356      399
0.098811      7.441525      43.498500      -1.083546      2.822000      1.500000      0.799058      0.199286       2.433863      -1054.282293      365.672527      156.20296160      11.54662660      53033      1598      452
0.214569      7.768365      44.089000      -0.819886      2.761000      3.000000      0.688994      -1.198784      2.544275      -941.720796       355.022698      156.34218160      11.61554660      53033      1598      536
0.361866      8.964737      44.575400      -1.529858      2.598000      1.500000      0.836618      -1.858245      2.582645      -1081.660578      366.499454      154.86595940      40.62211160      53034      1357      560
0.238694      8.461209      43.985400      -1.616329      2.534000      1.500000      0.739781      -0.364125      2.655324      -1635.470313      624.388756      154.84468780      41.34717050      53034      1357      605
0.149681      7.745308      43.655300      -1.230529      2.726000      1.000000      0.696215      0.302359       2.446346      -1061.115645      284.801192      112.41864240      40.43664610      53034      1734      432
0.339068      8.007503      44.472600      -0.675424      2.940000      2.500000      0.861536      -2.095456      2.670301      -1104.809935      360.990423      145.60990900      37.56650190      53035      1276      181
0.231273      7.880753      44.494100      -0.527173      2.937000      3.500000      0.966228      -2.088259      2.757791      -1054.519853      200.713967      144.91542660      37.95163800      53035      1276      280
0.199545      7.392750      43.854400      -0.678871      2.800000      3.000000      0.766699      -1.281303      2.741786      -1038.064246      335.545863      162.26250140      39.60208700      53035      1433      104
0.061438      7.773749      43.156100      -1.758170      1.931000      0.000000      0.365871      0.242322       2.535307      -930.269401       239.739795      182.25454530      56.56217190      53050      1314      092
0.256511      8.683102      44.270600      -1.553022      3.033000      2.000000      0.739323      -1.128250      2.494524      -981.145518       403.071119      181.57769100      57.87997460      53050      1314      472
0.280650      8.118959      44.079500      -1.179980      2.811000      3.000000      0.811834      -1.393447      2.627244      -1428.441982      406.383236      205.20232180      39.94204880      53050      1377      305
0.269958      8.860448      44.316000      -1.684969      2.381000      0.500000      0.766195      0.296548       2.464725      -1031.054503      377.756597      206.95030260      40.77575980      53050      1377      514
0.251432      7.609801      43.931700      -0.818622      2.116000      2.000000      0.501947      -1.104690      2.676435      -1037.128074      261.609197      174.50264760      46.05164090      53050      1442      003
0.296159      7.862709      44.192300      -0.810930      3.091000      2.500000      0.542695      -1.390244      2.493698      -1011.685800      366.973310      137.96730650      10.59271640      53050      1739      492
0.386434      8.440212      44.595300      -0.985433      2.609000      2.500000      0.672395      -1.796220      2.497766      -1084.801499      436.894074      142.80673310      12.00086950      53052      1741      373
0.125585      8.158033      43.887200      -1.411354      2.305000      2.000000      1.000000      -0.794197      2.615480      -1327.095902      391.207596      165.85685830      42.67981230      53053      1363      229
0.241280      8.798698      44.106300      -1.832919      2.525000      2.500000      0.869819      -1.660815      2.757751      -1291.946407      262.003364      161.30092000      46.03883710      53053      1434      322
0.137735      7.510530      43.897800      -0.753251      2.676000      1.500000      0.913757      -0.099002      2.507039      -1110.759955      434.735883      146.33844560      12.82030820      53053      1742      529
0.213841      8.271481      43.975900      -1.436102      2.872000      2.000000      0.847199      -0.594524      2.781722      -1592.379799      532.634579      165.98694820      47.10413460      53054      1436      561
0.254595      8.777299      44.307100      -1.610720      2.807000      3.000000      0.665317      -1.652357      2.636367      -1004.868794      243.121492      167.97504990      46.29517490      53054      1438      517
0.319574      7.658096      44.220900      -0.577716      3.254000      3.000000      0.600014      -1.878884      2.469050      -771.418139       237.623645      168.57981470      47.11418070      53054      1438      579
0.288512      7.698183      44.120900      -0.717803      2.821000      2.000000      0.906140      -0.306589      2.538446      -1532.663579      553.142559      172.09910870      40.75493440      53055      1443      258
0.186173      8.135004      44.112000      -1.163525      2.738000      1.000000      0.888150      0.011825       2.575782      -1048.562929      334.534080      172.37818390      43.17146630      53055      1443      401
0.313339      8.319686      44.402100      -1.058106      2.484000      3.000000      0.786240      -1.960401      2.685975      -1033.847486      299.004653      172.44001600      12.01397260      53055      1606      154
0.370792      8.203389      44.600700      -0.743210      2.387000      2.500000      0.600888      -1.969663      2.556271      -1160.508044      428.003877      171.90739590      11.60675240      53055      1606      215
0.315978      7.948443      44.520000      -0.568964      3.316000      2.500000      0.720404      -1.391054      2.638936      -1114.496601      424.260361      170.77047090      12.96341460      53055      1606      323
0.150992      7.862469      43.897100      -1.105889      2.818000      1.000000      0.698419      0.007144       2.556256      -1355.422374      447.116987      170.95811180      12.86769410      53055      1606      333
0.275329      8.479291      44.444900      -1.174912      2.851000      3.000000      0.918885      -1.748893      2.566844      -1105.262309      433.545775      150.94394080      12.36702430      53055      1744      151
0.314922      8.236489      44.285100      -1.091910      2.589000      1.500000      0.709017      -0.455496      2.640344      -1290.729937      442.134324      149.85191600      11.51779770      53055      1744      254
0.276295      8.956781      44.323200      -1.774101      2.711000      2.500000      0.862294      -0.632016      2.457128      -1323.781036      511.894933      208.89243000      39.14092040      53061      1378      208
0.309306      8.204152      44.283500      -1.061173      3.280000      2.000000      0.744344      -1.286855      2.632735      -1560.374084      674.029397      208.02946970      38.91651530      53061      1378      248
0.167492      8.765730      44.095800      -1.810451      2.646000      2.000000      0.907583      0.053669       2.625774      -1711.990530      457.487562      210.03047900      40.89937750      53061      1378      574
0.244597      7.952283      44.213900      -0.878904      2.711000      2.500000      0.766825      -1.530552      2.585605      -1066.384143      408.809692      171.02240100      44.34660570      53062      1365      532
0.261415      7.969931      44.023600      -1.086851      2.438000      1.500000      0.796965      -0.591854      2.450870      -917.459450       355.817045      189.11804230      44.68983280      53062      1372      166
0.238330      7.908628      44.288800      -0.760349      2.656000      3.000000      0.814970      -2.627707      2.489869      -803.278358       244.241709      175.16612670      41.76275800      53062      1445      275
0.252132      7.414021      43.914600      -0.639942      3.097000      2.500000      0.878066      -0.516249      2.436349      -1143.656107      481.796444      176.03982650      43.11196860      53062      1445      452
0.297300      8.146151      44.258700      -1.027972      3.002000      2.500000      0.950100      -1.110428      2.667339      -1307.098864      390.683457      200.25353420      45.68451920      53062      1461      015
0.131096      8.289863      43.867900      -1.562483      2.761000      2.000000      0.627364      -0.723744      2.553204      -1169.016095      507.554807      171.28230010      11.73706670      53062      1605      038
0.196362      7.918390      43.693600      -1.365311      2.538000      1.000000      0.567187      0.183173       2.490411      -843.006346       206.004888      173.99359250      43.19450550      53063      1366      021
0.208851      8.650149      44.236800      -1.553870      2.907000      3.000000      0.636407      -2.106567      2.672791      -1237.995931      255.937613      171.99119890      44.01050060      53063      1366      252
0.372918      7.854959      44.546700      -0.448779      3.280000      2.500000      0.896798      -1.925651      2.671606      -1457.267694      500.189517      173.44740170      45.20694030      53063      1366      600
0.213146      8.337250      44.220100      -1.257671      2.556000      2.500000      0.936910      -1.364552      2.498411      -948.897016       354.555633      191.88230140      45.02260400      53063      1373      434
0.231058      7.499855      43.959800      -0.680575      3.094000      2.000000      0.770426      -0.760778      2.409648      -827.834608       337.623394      157.87242190      14.03880340      53075      1747      578
0.245025      8.618061      43.756900      -2.001681      2.580000      1.000000      0.940843      0.431769       2.816096      -1348.633876      280.563875      179.77210850      47.29610200      53080      1446      067
0.378535      7.869546      44.279600      -0.730467      2.763000      3.000000      0.741356      -1.444068      2.413564      -1390.432095      519.917458      228.85638530      34.74470640      53083      1353      047
0.268408      8.065806      44.105000      -1.101327      2.964000      3.000000      0.903104      -1.551648      2.499037      -693.839246       255.264023      196.36401970      44.60424690      53083      1374      507
0.327086      7.759598      44.537300      -0.362819      2.789000      2.000000      0.779187      -1.821963      2.497325      -906.086533       320.931427      196.51870230      45.56826360      53083      1374      578
0.282090      8.960180      44.226000      -1.874700      2.610000      2.000000      0.747672      -1.912669      2.465256      -1078.058805      394.684378      175.01029430      12.68395790      53083      1607      597
0.190901      7.521160      43.789700      -0.871981      2.843000      1.000000      0.872390      1.664877       2.749328      -1038.955623      289.650502      216.26353210      40.71064140      53084      1348      077
0.166489      8.021873      43.725300      -1.437093      2.494000      1.000000      0.768481      0.196186       2.658434      -1488.041476      420.309983      176.16275540      44.22021350      53084      1368      286
0.210677      8.796961      44.239900      -1.697582      2.731000      1.500000      0.937237      -1.578133      2.649715      -1101.123289      301.376134      178.22302340      45.56745820      53084      1368      555
0.291306      7.779476      44.174400      -0.745597      2.825000      2.500000      0.797314      -1.021396      2.555874      -1029.854121      247.597461      214.65050260      39.54936650      53084      1380      535
0.320450      8.411060      44.063700      -1.487881      2.926000      2.000000      0.710306      -0.542858      2.478776      -1107.147521      450.385171      189.90646540      47.95801610      53084      1453      623
0.332079      7.735942      44.439000      -0.437463      2.877000      2.500000      0.851100      -1.938684      2.544068      -1048.078401      348.632516      180.01292830      8.12397290       53089      1623      382
0.158554      8.835727      44.119400      -1.856848      2.903000      2.500000      0.788875      -1.758210      2.476132      -978.924627       393.966103      160.22977970      11.20194270      53090      1600      079
0.367263      8.223350      44.438200      -0.925670      2.964000      2.500000      0.648788      -1.599710      2.595045      -1012.536348      248.870199      121.12736860      50.74934140      53090      1780      227
0.196126      7.701716      44.051400      -0.790837      3.075000      1.500000      0.710836      -0.195591      2.571487      -1322.085261      494.576160      120.42564500      51.67317070      53090      1780      339
0.308276      8.758792      44.275700      -1.623613      2.489000      3.000000      0.918453      -1.235945      2.560678      -1131.046364      422.682397      203.42377770      40.12745000      53091      1464      211
0.213961      8.594060      44.384100      -1.350481      2.226000      3.500000      0.886112      -1.685049      2.595446      -1229.247239      360.828064      201.32561230      41.16938920      53112      1462      064
0.217551      8.782040      44.103000      -1.819560      2.629000      2.500000      0.738677      -1.439005      2.601722      -1029.219018      403.333759      198.37893210      13.48923100      53112      1773      289
0.202905      7.660754      43.848700      -0.952575      2.684000      2.000000      0.933665      -0.086896      2.759436      -1004.679331      141.818335      161.81173240      12.66031330      53115      1601      443
0.318589      8.182599      44.204900      -1.118220      2.300000      3.000000      0.762133      -1.453868      2.604841      -842.309601       162.356071      183.43085330      12.31016590      53115      1613      279
0.252361      8.563367      44.087400      -1.616487      2.736000      2.000000      0.636270      -0.824271      2.565397      -877.734677       312.611609      209.23039870      36.87628580      53115      1642      301
0.184408      7.786661      44.444000      -0.483181      2.660000      2.500000      0.679637      -1.025764      2.639728      -1358.791963      533.968332      210.78663900      37.97434230      53115      1642      454
0.370945      8.306444      44.464600      -0.982365      2.530000      2.500000      0.837857      -2.084333      2.574387      -836.614224       171.516897      237.55181580      35.14040020      53141      1417      267
0.292548      8.352797      44.151900      -1.341417      2.680000      0.500000      0.822464      1.151413       2.661954      -1435.179514      453.332007      236.09534270      28.95490110      53142      1390      319
0.291403      8.280473      44.488600      -0.932393      3.123000      2.500000      0.555037      -1.280843      2.627665      -1065.281653      269.643566      206.62306910      10.87409600      53142      1701      131
0.227729      7.995634      44.070600      -1.065554      2.571000      3.000000      0.984890      -1.427499      2.566883      -1215.947845      490.593072      233.52049820      35.28806090      53144      1401      133
0.382642      8.097090      44.359900      -0.877711      2.890000      2.500000      0.677852      -2.104759      2.654432      -1253.900818      526.472849      243.36369710      32.87870340      53144      1419      636
0.343205      7.839930      44.529200      -0.451250      2.950000      3.000000      0.806010      -1.463007      2.437290      -777.805788       268.975044      208.65870160      12.23695620      53144      1702      454
0.379376      8.279176      44.383500      -1.036197      2.796000      2.500000      0.790053      -1.864224      2.482317      -1318.447171      507.408986      180.31030610      13.52694080      53147      1611      364
0.324715      8.053608      44.290700      -0.903429      2.508000      2.500000      0.727590      -2.183214      2.680935      -1086.395787      286.270243      223.66828950      45.83576170      53147      1676      394
0.343387      8.267552      44.376900      -1.031172      2.568000      2.000000      0.834740      -2.524226      2.744117      -1371.573008      338.190663      202.20565400      12.67967210      53148      1699      405
0.205101      7.770835      43.953600      -0.957755      2.357000      2.500000      0.949962      -0.571097      2.487373      -1331.404866      521.111298      202.11916400      12.71981610      53148      1699      420
0.149164      7.834791      43.650200      -1.325112      3.077000      1.000000      0.960000      1.730414       2.685329      -916.815353       192.378092      251.36900970      22.46544780      53149      1570      619
0.242222      7.613996      43.887500      -0.867016      2.544000      1.500000      0.561224      0.188538       2.677779      -1027.344510      202.605320      236.40261000      31.40380380      53149      1581      052
0.324042      8.381050      44.197200      -1.324371      2.639000      0.500000      0.745075      -0.081259      2.546159      -1352.522457      542.401313      182.84352460      13.16033100      53149      1612      471
0.235223      7.518624      43.896100      -0.763045      2.895000      3.000000      0.787901      -1.432259      2.733670      -1264.724184      244.452173      252.82490800      18.77996120      53169      1568      135
0.266420      8.121352      44.594100      -0.667773      2.948000      2.500000      0.927579      -1.348706      2.493852      -1171.502761      480.489881      193.15065970      14.03722870      53171      1770      058
0.064737      8.196042      43.416500      -1.920062      2.537000      1.500000      0.801408      0.509889       2.600477      -1388.086769      367.146425      239.52278640      5.09273240       53172      1822      064
0.183197      7.654750      44.155700      -0.639571      2.795000      2.500000      0.845866      -1.248878      2.615625      -882.615240       302.492580      248.04472910      21.84284210      53174      1571      288
0.199527      8.163253      44.098700      -1.205074      2.512000      2.500000      0.861237      -2.313194      2.755492      -1121.380457      204.592976      210.87302470      13.84590950      53178      1704      389
0.184639      7.691777      43.654700      -1.177598      2.482000      2.000000      0.714019      0.447436       2.454055      -598.883243       169.367382      247.90490410      21.37657020      53224      1659      412
0.231300      7.773403      43.971400      -0.942523      2.929000      1.000000      0.716616      0.698337       2.652670      -1079.915960      222.923260      236.84048530      34.05342520      53227      1403      405
0.328930      8.439534      44.345700      -1.234354      2.461000      3.000000      0.908506      -2.039004      2.675076      -1159.998676      331.055743      245.21221200      33.70254050      53239      1684      507
0.120224      7.469340      43.879400      -0.730460      2.616000      2.000000      0.554027      -1.409043      2.429694      -705.822765       190.062298      245.19674470      34.00921210      53239      1684      515
0.253884      7.755953      44.138100      -0.758373      2.882000      2.000000      0.702924      -0.962301      2.621317      -1126.916538      439.090419      257.28252380      23.81046820      53260      1687      032
0.104274      7.392648      43.540400      -0.992768      2.219000      0.500000      0.589884      2.321972       2.571490      -838.011591       318.745061      253.04729030      28.56853630      53260      1691      404
0.269736      7.715512      43.971300      -0.884733      2.779000      2.000000      0.865190      0.000882       2.582524      -1291.938536      530.509253      124.83557890      52.52503040      53297      1781      071
0.343086      8.119366      44.231600      -1.028287      2.674000      2.500000      0.819638      -0.851858      2.140360      -758.786546       250.181428      123.47239920      53.02041960      53297      1781      512
0.209969      8.948509      44.385600      -1.703430      2.874000      3.000000      1.000000      -1.884797      2.592109      -796.885076       205.899578      110.66704140      41.56475380      53313      1864      371
0.262853      8.380508      44.224700      -1.296329      2.979000      2.500000      0.853868      -1.706012      2.840870      -1189.702841      274.047440      119.93717210      18.66492020      53315      1922      210
0.313670      7.941827      44.200500      -0.881847      2.775000      2.500000      0.709738      -1.831806      2.698020      -1140.840931      287.226586      121.29582670      20.92672020      53315      1922      562
0.373952      8.357429      44.582300      -0.915649      3.118000      2.500000      0.964828      -1.545660      2.595064      -1048.205686      377.000403      121.55243810      17.88287430      53319      1923      105
0.302286      8.127963      44.531800      -0.736683      2.855000      3.000000      0.927054      -1.455528      2.538762      -853.625070       222.139540      126.40351840      19.99747100      53321      1927      013
0.234247      7.918745      44.093000      -0.966265      2.782000      2.000000      0.683529      -1.043837      2.607110      -1098.980938      276.984259      124.66786190      21.03570300      53321      1927      301
0.345674      8.407939      44.300300      -1.248160      2.287000      2.500000      0.796566      -2.106305      2.843153      -844.225067       177.919119      139.01596990      28.94261750      53330      1936      029
0.334887      8.029672      44.365900      -0.804293      3.018000      3.000000      0.816132      -1.414469      2.579220      -924.257145       371.257942      131.95456870      27.52902110      53350      1932      370
0.298994      7.876419      44.206200      -0.810740      2.872000      2.000000      0.876414      -1.016658      2.499854      -522.909238       142.531989      132.49079080      27.79134810      53350      1932      420
0.158103      7.468778      43.699400      -0.909899      2.628000      1.500000      0.810925      -0.730279      2.622821      -1120.900854      264.106762      154.86304700      35.64143910      53357      1954      099
0.383367      7.879329      44.434400      -0.585450      2.426000      2.000000      0.928151      -1.526829      2.692896      -968.782990       239.420950      167.82358980      13.51503980      53379      1752      283
0.333232      7.872713      44.341000      -0.672233      2.971000      2.500000      0.812149      -1.933204      2.424844      -879.037409       339.815100      141.37624340      30.22088010      53379      1938      026
0.076444      7.849012      43.220600      -1.768932      2.193000      1.500000      0.808644      1.995536       2.599872      -1204.210359      311.430780      177.80421910      6.68496370       53383      1621      016
0.287475      7.767734      44.338300      -0.569955      2.838000      2.500000      0.834878      -2.010193      2.315026      -1114.354045      448.606748      120.78603160      53.00131540      53383      1870      551
0.244191      7.694665      44.265300      -0.569886      2.774000      3.000000      0.739347      -1.998150      2.547783      -1238.336357      547.190309      175.27427840      13.92354600      53386      1755      002
0.262475      8.541579      44.226200      -1.455899      2.576000      2.500000      0.821976      -1.491456      2.689377      -1148.873656      323.328283      174.83646210      14.09902630      53386      1755      101
0.326386      8.721474      44.282600      -1.579394      2.633000      1.500000      0.594189      0.106205       2.508167      -941.537000       364.927685      128.99921180      55.36378340      53386      1783      014
0.349387      8.724529      44.346200      -1.518849      2.177000      3.000000      0.996515      -1.303566      2.591110      -1141.927998      442.098529      148.01960420      33.87635080      53387      1945      630
0.151522      8.086480      43.503900      -1.723100      1.828000      1.000000      0.852718      0.610834       2.602935      -1257.206121      278.540308      138.55779280      27.26768090      53388      1937      282
0.264120      8.787376      44.175600      -1.752297      2.263000      1.500000      0.630754      -0.485111      2.676506      -1058.527092      277.195851      135.74333030      25.48766080      53401      2086      380
0.301819      7.865221      44.456200      -0.549541      3.146000      2.000000      0.774542      -2.060943      2.590148      -846.491085       238.551307      200.64702820      50.27896610      53430      1667      041
0.295741      8.236067      44.200200      -1.176388      2.450000      2.500000      0.595916      -0.632979      2.668810      -736.255179       161.654210      161.02043400      31.86432240      53430      2019      490
0.325601      8.399824      44.282500      -1.257844      3.180000      3.000000      0.789412      -0.757438      2.544313      -1248.557731      512.906406      147.67905690      28.72081920      53431      1947      150
0.263306      8.374034      44.022200      -1.492355      2.706000      2.000000      0.698486      -0.833981      2.737152      -932.429329       190.324225      160.62051700      34.26180590      53431      2025      392
0.313976      8.051355      44.182700      -1.009176      2.617000      2.500000      0.583948      -0.751402      2.602079      -1143.469197      331.454744      204.12641530      50.17953700      53433      1668      001
0.269477      7.751297      43.889100      -1.002717      2.177000      3.000000      0.696782      -0.520685      2.431109      -1136.563626      327.344703      200.76507390      51.99650180      53433      1668      335
0.330568      8.009748      44.206100      -0.944169      3.218000      1.500000      0.950732      0.555441       2.448838      -1240.713749      470.081490      205.11272600      51.76859480      53433      1669      368
0.300377      7.562664      43.951800      -0.751384      3.141000      2.500000      0.902422      -1.206103      2.362880      -816.837407       291.721994      243.21505480      35.28386590      53436      1683      535
