z             LogMbh        LogL5100       LogBolEdd      W2W3          T             ba            beta           FWHMO3Core    RA(degree)        Dec(degree)      MJD        PLATE     FIBER
0.274370      8.046345      44.282000      -0.904866      2.821000      3.000000      0.540367      -1.397466      2.705062      160.11593960      3.20450740       52022      0506      324
0.293504      8.396116      44.340900      -1.195737      2.662000      2.500000      0.731401      -1.516409      2.582543      182.92742960      1.06029210       52023      0287      401
0.226808      8.801865      44.514400      -1.427985      2.797000      2.500000      0.896050      -1.952617      2.634604      191.46266490      3.35789140       52024      0522      408
0.126354      8.643848      44.174300      -1.610069      2.715000      2.000000      0.941522      -1.417449      2.544603      230.41528510      3.62478810       52025      0592      376
0.331952      7.927197      44.328900      -0.738817      3.049000      3.000000      0.840003      -1.290274      2.715027      144.28549670      1.42886300       52026      0477      212
0.116502      7.906484      43.497200      -1.549805      2.468000      1.500000      0.865551      1.112038       2.661113      207.50262720      2.61686150       52026      0530      470
0.351860      8.676210      44.315600      -1.501131      3.111000      2.000000      0.759050      -1.954806      2.718555      208.08089880      2.63245400       52026      0530      592
0.066543      6.919435      42.954900      -1.105055      2.595000      2.000000      0.656058      0.266618       2.402294      222.69661120      3.61264520       52026      0587      023
0.246916      7.679987      43.664300      -1.156208      2.329000      1.000000      0.529606      0.131535       2.574434      234.47968820      3.93242900       52026      0593      627
0.184001      7.474345      43.656400      -0.958465      2.470000      1.500000      0.913246      -0.120647      2.494273      195.97225990      3.59951750       52027      0524      447
0.185475      7.624082      44.030200      -0.734403      2.482000      2.000000      0.562245      -1.101448      2.594461      196.13759780      3.29984570       52027      0524      531
0.253045      7.844235      44.320500      -0.664255      2.850000      3.000000      0.880399      -2.023735      2.582232      217.41974820      3.35720920       52027      0585      214
0.255069      8.386588      44.177800      -1.349309      2.790000      2.000000      0.686533      -0.669646      2.618207      210.85565950      1.22736780       52028      0531      008
0.264562      7.811598      43.998400      -0.953718      2.879000      1.500000      0.836324      -0.995633      2.726118      210.36541800      2.93502430       52028      0531      577
0.242861      7.494574      43.997700      -0.637395      2.660000      2.500000      0.816226      -1.810494      2.780593      224.20592870      2.76458530       52029      0538      570
0.133211      8.286418      43.653900      -1.773039      2.637000      2.000000      0.488618      0.664052       2.561411      210.77043440      4.00084340       52045      0582      261
0.127379      8.028586      43.810500      -1.358606      2.317000      1.000000      0.401009      -0.161384      2.654084      236.52901970      3.79916370       52045      0594      551
0.355865      8.117671      44.529500      -0.728691      2.682000      3.000000      0.812829      -1.506802      2.425235      214.56404950      4.08980480       52049      0584      279
0.286931      8.592743      44.213100      -1.520164      3.231000      1.000000      0.881070      -0.557507      2.820353      237.51298540      52.29577840      52049      0618      140
0.140756      7.437798      43.369000      -1.209318      2.956000      2.000000      0.668667      0.210281       2.659896      236.85135750      51.62974870      52049      0618      221
0.287156      7.723328      44.106800      -0.757048      2.661000      2.500000      0.617358      -1.719707      2.471870      237.02252780      52.89886210      52049      0618      365
0.343701      8.495140      44.463000      -1.172661      2.373000      3.000000      0.835424      -1.528806      2.603777      253.08130200      40.23694170      52050      0630      544
0.289485      8.109176      44.402100      -0.847597      3.098000      3.000000      0.759946      -1.192624      2.545953      179.70241860      2.27500650       52051      0515      024
0.240931      7.831112      43.964000      -1.007633      2.711000      3.500000      0.914517      -1.708740      2.603533      178.87228160      1.49260180       52051      0515      044
0.227776      7.713699      43.832800      -1.021419      2.491000      1.000000      0.517458      0.522787       2.713761      179.16555520      1.43340340       52051      0515      056
0.114811      8.187409      43.541500      -1.786430      2.029000      1.000000      0.702634      -0.092404      2.538821      178.74633020      2.90781110       52051      0515      519
0.116486      7.666092      43.743500      -1.063112      3.073000      2.500000      1.000000      -0.832228      2.699377      242.92488360      49.97997270      52051      0623      224
0.354421      8.043934      44.218500      -0.965955      2.803000      2.500000      0.942871      -1.929073      2.578588      242.79859490      51.52534840      52051      0623      251
0.284048      8.451997      44.281800      -1.310717      2.240000      2.500000      0.593934      -1.899988      2.774668      242.88941910      48.80308870      52054      0622      121
0.246832      8.279884      44.074200      -1.346205      2.599000      2.500000      0.952748      -0.488196      2.589900      242.64770020      48.00628140      52054      0622      231
0.124952      8.714571      43.822100      -2.032991      2.556000      2.000000      0.919229      -0.357081      2.963298      241.80802840      48.55733850      52054      0622      241
0.246419      8.873117      44.137600      -1.876038      2.691000      2.000000      0.620800      -1.306615      2.684230      240.49022060      49.03548420      52054      0622      331
0.126406      7.801589      43.963200      -0.978910      2.911000      2.000000      0.655255      -0.710405      2.740335      213.98682200      5.34154530       52055      0583      527
0.307126      8.515154      44.500000      -1.155675      2.995000      2.000000      0.939076      -1.147279      2.647763      226.30808090      3.02877450       52055      0589      088
0.038767      7.521203      43.055200      -1.606524      2.338000      1.500000      0.839792      0.773903       2.455313      224.75563570      61.23156720      52055      0611      437
0.298518      7.942222      43.952200      -1.130543      2.867000      2.500000      0.668531      -1.733958      2.505029      242.06298660      52.74761360      52055      0621      103
0.213690      7.741720      44.027200      -0.855041      2.816000      2.500000      0.702090      -0.904469      2.542793      241.73066890      53.67135790      52055      0621      467
0.245440      7.958890      44.058600      -1.040811      2.399000      3.000000      0.791643      -0.799309      2.410568      241.44221030      54.65272590      52055      0621      515
0.226214      8.097360      43.858900      -1.378980      2.871000      2.000000      0.699897      -0.794722      2.672419      200.98197710      65.37584010      52056      0603      361
0.179807      8.747955      43.931400      -1.957076      3.039000      1.500000      0.548301      -0.372696      2.781800      238.75601280      54.05749970      52056      0619      312
0.172773      8.843046      44.261200      -1.722366      2.587000      2.500000      0.671337      -2.272846      2.664547      227.76670120      3.25809540       52057      0590      176
0.366691      8.032910      44.413100      -0.760331      2.619000      2.500000      0.640768      -1.571734      2.571370      227.34578400      4.13987020       52057      0590      386
0.354991      8.693976      44.252200      -1.582296      2.129000      2.500000      0.884845      -0.676430      2.841816      228.28077100      3.94973780       52057      0590      557
0.303932      7.558274      44.171400      -0.527395      3.194000      2.500000      0.755011      -0.559250      2.432794      248.17690250      43.82080110      52057      0626      199
0.260167      8.289854      44.145100      -1.285274      2.641000      3.000000      0.601234      -1.625291      2.561121      247.12155950      43.49683070      52057      0626      305
0.354576      7.820446      44.331100      -0.629866      2.577000      2.500000      0.897688      -1.693968      2.619943      246.48903760      44.89434320      52057      0626      403
0.266232      8.536119      44.353500      -1.323140      3.040000      2.000000      0.777583      -0.721022      2.548313      247.32551470      45.86385940      52057      0626      426
0.149222      7.296433      43.600000      -0.836953      2.757000      1.500000      0.740030      -0.086801      2.597277      247.16283250      45.35171240      52057      0626      439
0.164238      7.730374      44.004000      -0.866895      3.023000      3.000000      0.462449      -1.038921      2.806888      171.86992880      63.72214460      52059      0597      246
0.289877      7.701801      43.980000      -0.862322      2.907000      2.000000      0.881533      0.011764       2.443081      174.55529350      65.02812320      52059      0597      546
0.219129      7.968783      44.082500      -1.026804      3.272000      3.500000      0.737217      -1.352038      2.655034      253.48602520      37.60891410      52071      0632      208
0.288660      8.038573      43.755800      -1.423294      2.421000      2.500000      0.822479      0.028048       2.774010      252.42683720      38.31930670      52071      0632      342
0.356989      8.340548      44.586400      -0.894668      1.971000      2.000000      0.832016      -0.169873      2.577246      253.63809210      38.48331450      52071      0632      483
0.317817      8.817662      44.199600      -1.758583      2.532000      2.500000      0.841914      -2.002502      2.453184      196.65975060      65.56543250      52072      0602      443
0.143772      7.644857      43.461600      -1.323778      2.449000      2.000000      0.649414      1.107045       2.631879      235.36845590      55.65134250      52072      0617      245
0.207382      8.999263      44.414700      -1.725084      2.754000      2.500000      0.886382      -1.144032      2.783100      233.91350960      56.73513530      52072      0617      352
0.277821      7.840938      44.531000      -0.450458      2.725000      3.000000      0.830538      -1.574566      2.429311      328.81722860      0.54747120       52078      0371      590
0.102713      7.748216      43.451200      -1.437537      2.233000      1.000000      0.957972      0.165970       2.479638      204.60383810      63.32089420      52079      0604      223
0.368543      8.343094      44.145500      -1.338115      2.834000      3.000000      0.750793      -1.208895      2.578245      226.19540740      56.76970660      52079      0612      303
0.387847      7.940524      44.405100      -0.675944      3.208000      2.500000      0.787449      -1.334117      2.604824      227.90072030      57.91633370      52079      0612      426
0.169739      8.153189      43.811600      -1.482109      2.703000      1.000000      0.653895      0.660083       2.633057      252.86627840      40.72799420      52079      0631      241
0.331724      7.752491      44.295300      -0.597712      2.793000      2.500000      0.904551      -1.593732      2.614358      253.28012670      43.08220580      52079      0631      535
0.303400      7.942849      44.282400      -0.800969      2.953000      3.000000      0.809988      -1.674953      2.671443      223.51583430      59.30043600      52081      0608      028
0.212098      8.028436      43.976400      -1.192557      3.151000      1.500000      0.864606      0.093326       2.694092      223.97400610      60.54022020      52081      0608      615
0.285477      8.266890      44.048500      -1.358911      3.097000      2.500000      0.813212      -1.754506      2.785097      224.25582180      60.17365720      52081      0608      632
0.313821      8.029886      44.105100      -1.065307      2.985000      2.500000      0.966873      -0.971912      2.606905      317.04412730      -6.08033320      52081      0638      374
0.241167      8.159647      43.834900      -1.465267      3.122000      3.000000      0.917781      -1.661659      2.518211      318.47225160      -6.21138270      52081      0638      587
0.296052      8.390323      44.160700      -1.370144      2.537000      2.000000      0.762803      -0.597584      2.519931      251.55005870      41.92161550      52083      0628      023
0.254304      8.954891      44.430700      -1.664711      2.794000      2.500000      0.892639      -1.552342      2.909334      3.41975590        11.18352520      52138      0652      252
0.294338      8.389394      44.410200      -1.119714      2.861000      3.000000      0.844482      -1.301976      2.563105      0.25909560        10.39084190      52143      0650      166
0.247970      8.187321      43.957800      -1.370042      2.333000      1.000000      0.675034      -0.624144      2.589876      311.40169710      -5.08956270      52145      0635      433
0.143255      7.602765      43.706600      -1.036685      3.231000      2.500000      0.430333      -1.790371      2.556206      311.82362020      -5.76488320      52145      0635      473
0.315319      7.939115      44.197100      -0.882536      3.130000      2.000000      0.755923      -2.168893      2.451369      5.35911950        -10.2130110      52145      0653      229
0.145998      7.377551      43.722800      -0.795272      3.049000      2.000000      0.922760      -0.911569      2.527465      25.01957230       -9.70846380      52145      0663      173
0.347958      8.465273      44.399500      -1.206293      2.707000      2.500000      0.919961      -1.733988      2.735954      320.01002350      -6.35222300      52146      0639      571
0.227282      8.727873      43.919300      -1.949093      2.752000      1.500000      0.844342      0.055703       2.645500      7.90128670        -8.97463960      52146      0654      442
0.304307      8.087853      44.327700      -0.900673      2.984000      3.000000      0.795257      -1.005633      2.677973      15.51817710       10.63492960      52146      0658      099
0.175096      7.453236      43.497000      -1.096756      2.624000      1.000000      0.768332      -0.041443      2.384613      29.81403050       -8.06188080      52149      0666      329
0.077189      7.549393      43.259900      -1.430013      2.817000      0.500000      0.556281      0.405276       2.478408      31.24685850       -8.13779720      52149      0666      615
0.108243      7.647168      43.450200      -1.337488      3.385000      2.500000      0.782893      -0.166542      2.514768      34.87133450       -8.08639470      52162      0668      532
0.213444      8.500164      44.141800      -1.498885      2.162000      1.500000      0.960996      -1.218020      2.649465      35.06072980       -7.48316320      52162      0668      540
0.229778      8.914205      44.237300      -1.817426      2.720000      2.000000      0.839367      0.332753       2.841310      20.19810530       -8.44150230      52163      0661      340
0.383108      8.087491      44.321400      -0.906612      2.340000      2.000000      0.865285      -1.821102      2.756928      19.83031630       -9.62271810      52163      0661      356
0.303623      7.652427      44.121300      -0.671648      2.908000      2.500000      0.794420      -1.206911      2.551643      32.10544290       -8.10238150      52163      0667      379
0.192808      7.374580      43.550300      -0.964800      3.017000      2.000000      0.574080      -0.136341      2.447819      28.55156760       -9.79238600      52168      0665      152
0.324985      9.099163      44.463400      -1.776283      2.903000      2.500000      0.769416      -0.790229      2.745700      315.53554470      -6.75049400      52174      0637      411
0.276340      8.208042      43.954500      -1.394062      2.655000      3.000000      0.784885      -0.856629      2.604292      26.11184460       -10.2418400      52174      0664      210
0.209590      8.144757      43.804400      -1.480878      2.277000      1.500000      0.632847      -0.375040      2.650698      27.25450060       -8.14400610      52174      0664      612
0.242192      7.879556      44.101600      -0.918477      3.021000      2.500000      0.740199      -1.467488      2.607563      323.99216840      -6.98681960      52199      0641      546
0.317134      8.262346      44.295600      -1.107266      2.647000      3.000000      0.606832      -1.752228      2.630252      323.87823400      -6.65215740      52199      0641      576
0.142325      8.132029      43.778900      -1.493649      2.355000      2.500000      0.817378      -1.408922      2.550035      17.47865050       10.11030830      52199      0659      142
0.355717      7.919436      44.540800      -0.519156      2.496000      3.000000      0.872760      -1.449069      2.617394      16.81653570       -8.57485950      52199      0659      410
0.244232      7.706040      44.135500      -0.711060      2.417000      0.500000      0.731731      -0.736109      2.702195      350.83309070      -9.62127280      52203      0645      600
0.224672      8.375101      44.148800      -1.366822      2.458000      2.000000      0.690452      -1.710924      2.676276      123.68086250      43.88743830      52207      0547      232
0.111095      7.930565      43.497100      -1.573985      2.433000      1.500000      0.768089      -0.046037      2.266589      326.47930910      12.17616510      52221      0732      606
0.174426      8.421670      43.701900      -1.860291      1.922000      1.000000      0.820163      0.012194       2.669103      338.40297980      -7.72698400      52228      0721      566
0.095578      7.536141      43.258400      -1.418262      1.610000      0.000000      0.963738      2.357258       2.213070      130.09663710      44.57730530      52232      0762      606
0.288529      8.733360      43.836100      -2.037781      2.761000      1.500000      0.852430      -1.403323      2.561556      119.87775310      35.46751690      52238      0757      073
0.100489      7.560944      43.483600      -1.217865      1.861000      0.500000      0.791611      1.690430       2.412204      123.22218920      40.45316840      52254      0759      425
0.235510      8.249117      43.908400      -1.481238      2.726000      2.500000      0.905056      -0.836165      2.909154      47.75522420       -1.15730340      52258      0412      085
0.221485      8.735713      43.998600      -1.877633      2.359000      1.500000      0.794256      -0.638067      2.664015      125.35573490      42.31905540      52266      0761      322
0.139672      7.893035      43.860000      -1.173556      2.500000      2.000000      0.713605      -1.351972      2.591658      197.17602690      2.32348710       52295      0525      276
0.293448      8.507746      44.331800      -1.316466      2.771000      2.500000      0.707264      -1.136712      2.478557      125.30711280      35.05137690      52295      0826      105
0.167793      8.346678      44.037500      -1.449699      2.686000      2.000000      0.936845      -1.585878      2.550697      144.94120190      -0.48952250      52314      0476      064
0.344869      8.428298      44.350700      -1.218118      2.622000      2.000000      0.855575      -2.729175      2.779456      143.91513030      -0.83443390      52314      0476      129
0.170299      8.992792      44.437100      -1.696212      2.510000      2.000000      0.784483      0.833566       2.783565      144.68522100      0.95436240       52314      0476      570
0.327668      8.859936      44.297500      -1.702957      2.405000      3.000000      0.728852      -1.435230      2.860907      120.79411900      29.54271150      52319      0860      171
0.226382      8.943437      44.261100      -1.822858      3.183000      3.000000      0.849103      -1.684132      2.855282      179.18386240      61.79485440      52320      0777      116
0.325352      8.593705      44.501200      -1.233026      2.511000      3.000000      0.813387      -1.135236      2.797538      115.48854950      27.92216590      52339      0888      639
0.326849      8.925033      44.389000      -1.676553      2.705000      1.500000      0.588205      -0.281636      2.830766      166.92822310      4.35950220       52356      0581      167
0.118849      8.635128      43.729800      -2.045848      2.693000      2.000000      0.803704      0.786629       2.819512      214.42894490      61.69796920      52365      0606      154
0.097516      7.896317      43.442200      -1.594637      2.508000      1.500000      1.000000      1.115273       2.677990      166.32496840      0.89120780       52374      0509      287
0.042440      7.354083      42.957100      -1.537503      2.594000      1.500000      0.585437      1.941914       2.486963      239.85883400      52.20980430      52375      0620      507
0.115836      8.226639      43.054500      -2.312659      2.564000      3.000000      0.667352      0.126758       2.713398      201.17685850      5.41081100       52375      0852      377
0.171753      7.871049      43.899900      -1.111670      2.423000      2.500000      0.785362      -1.745731      2.497489      249.14337940      41.46199540      52379      0816      015
0.078329      7.041650      43.118300      -1.063871      2.479000      0.500000      0.857571      2.524608       2.393571      226.99381250      -1.85004340      52426      0922      549
0.127789      8.299692      43.745200      -1.695013      2.322000      0.500000      0.947027      2.234338       2.616039      170.54765010      48.03217950      52438      0965      048
0.175117      8.746015      44.108800      -1.777736      2.734000      3.000000      0.852650      -0.943032      3.103820      218.73045060      57.39591240      52441      0790      145
0.074579      7.282545      43.162300      -1.260765      1.863000      1.000000      0.697676      2.046876       2.456554      171.83139940      4.19934940       52642      0837      319
0.110268      8.011509      43.512600      -1.639430      3.140000      2.500000      0.855846      -0.243064      2.496303      128.62205510      6.05695180       52646      1186      537
0.157108      7.898477      43.837700      -1.201298      2.566000      1.000000      0.823173      1.898017       2.623415      127.30071570      35.07930580      52668      1197      200
0.099183      7.960212      43.372200      -1.728533      1.899000      0.000000      0.694713      2.860353       2.648528      213.67580510      45.87210490      52725      1286      013
0.043399      7.684772      43.095800      -1.729493      2.562000      0.500000      0.570063      2.187359       2.460377      241.27144450      45.44303150      52753      1169      629
0.029075      7.756463      42.833600      -2.063384      1.393000      0.500000      0.592563      1.741128       1.897940      168.22710190      9.51403510       52763      1222      358
0.299852      7.884820      44.141100      -0.884241      2.630000      2.500000      0.521535      -0.820772      2.675657      235.67812130      35.00815700      52872      1402      499
0.115333      8.511069      43.823400      -1.828189      2.173000      0.500000      0.908760      1.337033       2.858407      236.26211400      35.30510370      52872      1402      590
0.366454      8.761679      44.339800      -1.562399      2.610000      2.500000      0.759904      -1.005266      2.824964      243.18601880      29.97113940      52876      1406      495
0.133067      7.761940      43.533800      -1.368661      2.235000      1.000000      0.842824      2.041692       2.305570      253.76958780      21.84432810      52885      1415      170
0.294332      7.909077      44.286400      -0.763198      2.881000      2.500000      0.607245      -1.831410      2.555495      254.42119980      22.54441310      52885      1415      502
0.249762      7.882003      43.983500      -1.039024      2.759000      1.000000      0.685910      0.024588       2.573236      243.65240290      28.57001260      52886      1407      281
0.312268      8.956451      44.257800      -1.839172      2.298000      3.000000      0.850603      -1.438716      2.771953      244.55356710      29.73795610      52886      1407      536
0.385934      8.320023      44.440800      -1.019744      3.046000      2.000000      0.905643      -2.545609      2.677781      57.65057230       0.62984620       52901      1242      492
0.351432      7.850955      44.499300      -0.492176      2.703000      2.500000      0.894827      -1.245695      3.229925      251.71993690      24.15754310      52912      1424      360
0.193990      8.430886      44.429100      -1.142307      2.350000      2.500000      0.901336      -2.188882      2.662246      256.35645430      19.78965890      52913      1425      051
0.212420      7.437590      43.832100      -0.746010      2.245000      2.500000      0.957136      -1.412616      2.531018      127.16932520      28.39509660      52932      1267      539
0.340985      7.751583      44.484000      -0.408104      2.811000      2.500000      0.621627      -1.123490      2.865952      122.08939430      5.97645570       52934      1295      397
0.225701      8.234541      43.909300      -1.465762      2.671000      0.500000      0.701824      2.399440       2.682171      130.12202910      30.69703530      52937      1269      425
0.242034      8.283141      44.158600      -1.265062      2.721000      2.000000      0.777579      -1.024683      2.631746      122.80238630      22.70845340      52943      1584      553
0.103522      7.906386      43.491000      -1.555907      1.922000      1.500000      0.796803      -0.089286      3.023489      126.21729280      5.90519020       52962      1296      018
0.199242      7.827894      43.697700      -1.270714      2.388000      1.500000      0.807117      -0.146685      2.577361      124.53064490      6.10136430       52962      1296      296
0.385432      8.432570      44.454600      -1.118491      3.030000      2.500000      0.755212      -1.858093      2.532772      127.67480930      6.51734000       52963      1297      224
0.319611      7.998099      44.211500      -0.927119      2.389000      2.000000      0.832332      -1.440916      2.570435      129.08341990      6.94453530       52963      1297      551
0.192010      8.309951      43.839300      -1.611171      2.564000      3.000000      0.933441      -1.056595      2.475850      129.50835660      7.59751110       52963      1297      576
0.182058      8.300454      44.215600      -1.225375      2.934000      3.000000      0.564373      -1.974085      2.592965      134.59736100      35.03448240      52964      1211      496
0.302295      8.832843      44.345300      -1.628063      2.319000      2.000000      0.865700      -1.274325      2.674594      135.25365480      35.63578780      52964      1211      578
0.234162      8.160761      43.899600      -1.401681      2.284000      3.000000      0.804805      -0.145077      2.531445      129.88854730      6.85544000       52964      1298      297
0.236547      8.220983      43.899200      -1.462304      2.834000      2.000000      0.661900      -0.107004      2.583656      131.95122450      7.85046460       52964      1298      535
0.196835      7.564843      43.759800      -0.945563      2.955000      3.000000      0.764321      -1.004507      2.568435      139.25918510      37.18951850      52972      1213      199
0.250468      7.721545      43.823800      -1.038266      2.406000      2.500000      0.666750      -1.236041      2.668267      138.09968650      37.81755900      52972      1213      343
0.161001      7.725266      43.941500      -0.924286      2.790000      2.000000      0.949009      -1.470150      2.604261      138.16239100      37.42506890      52972      1213      383
0.145696      7.355579      43.464300      -1.031799      2.577000      2.500000      0.764819      -0.978685      2.595532      132.71066360      29.12497090      52972      1589      201
0.198203      8.356127      44.056000      -1.440648      2.234000      2.000000      0.733009      -2.373400      2.652389      132.22122550      28.40329870      52972      1589      277
0.322266      8.072419      44.174200      -1.038739      2.809000      2.000000      0.804939      -2.071743      2.563137      134.08782730      32.67555610      52974      1271      497
0.131416      7.369079      43.608600      -0.900999      2.945000      1.500000      0.757057      0.297725       2.579757      139.13671350      9.00392710       52976      1301      518
0.315527      7.805730      44.111300      -0.834950      3.057000      2.000000      0.785920      -2.140283      2.469558      138.14136900      31.26762860      52976      1591      049
0.179986      7.346019      43.855700      -0.630839      2.594000      2.500000      0.930521      -1.341893      2.641808      137.48451750      31.88662300      52976      1591      496
0.360174      8.006177      44.263300      -0.883398      2.681000      1.000000      0.916185      1.919939       2.724536      157.10052540      43.67394770      52990      1429      223
0.282076      7.555204      43.964600      -0.731125      2.267000      2.500000      0.842018      -1.731477      2.490241      157.94949370      44.23882050      52990      1429      519
0.315111      8.009913      44.176700      -0.973734      2.882000      2.500000      0.927040      -0.794882      2.482545      140.69301290      33.54117330      52990      1592      575
0.295178      8.856711      44.116300      -1.880931      2.908000      2.500000      0.734198      -2.072365      2.585528      133.01028610      30.55955020      52991      1270      068
0.077963      7.838546      43.242700      -1.736366      2.515000      2.000000      0.554742      0.230882       2.516457      132.95939990      32.47304980      52991      1270      570
0.143436      7.948461      43.982500      -1.106481      2.971000      0.500000      0.789608      1.686318       2.755452      141.81593750      32.62989130      52991      1593      127
0.236016      8.293011      43.864500      -1.569032      2.679000      0.500000      0.336829      0.604673       2.697051      140.95720970      33.54324290      52991      1593      305
0.133532      7.420092      43.528200      -1.032412      2.919000      3.000000      0.809177      -0.580065      2.550701      142.10965470      35.03881270      52991      1593      365
0.252797      8.050754      43.935500      -1.255775      2.515000      3.000000      0.761703      -1.268585      2.605773      161.41663240      43.75998930      52992      1431      019
0.277475      9.110341      44.591500      -1.659362      2.157000      3.000000      0.879927      -1.571537      2.752648      145.72521350      34.85923380      52992      1594      157
0.309867      8.041921      44.161000      -1.021442      2.788000      2.500000      0.811301      -1.400037      2.499740      145.39378950      35.58642170      52992      1594      537
0.128985      7.823748      43.676900      -1.287368      2.754000      3.000000      0.801903      -0.604973      2.457532      139.08089440      34.54194810      52993      1273      158
0.060015      7.378783      43.238300      -1.281004      2.701000      0.500000      0.361618      0.378522       2.769391      144.17100570      10.23780570      52993      1304      428
0.383963      7.934526      44.668000      -0.407046      2.415000      2.500000      0.715278      -1.945899      2.797262      151.50547420      37.78202390      52993      1426      439
0.337529      7.753303      44.352600      -0.541224      2.748000      3.000000      0.910154      -1.476943      2.794940      142.38906330      35.27820080      52995      1274      063
0.106389      7.644680      43.598400      -1.186801      3.050000      1.500000      0.690779      -0.078759      2.489206      141.08769320      36.89381680      52995      1274      404
0.241041      8.016368      44.119300      -1.037589      2.390000      1.500000      0.824876      0.077090       2.666525      141.86903580      35.92033490      52995      1274      558
0.218491      7.494660      43.650000      -0.985180      3.102000      2.000000      0.909290      -0.112461      2.517116      142.33113320      36.33005690      52995      1274      583
0.324768      7.535857      44.040800      -0.635578      2.569000      2.500000      0.807806      -1.047647      2.506063      143.39269880      36.11917890      52996      1275      090
0.166491      7.818226      43.880900      -1.077847      2.977000      1.500000      0.827513      0.700163       2.626065      143.01097660      35.49117440      52996      1275      207
0.188200      8.193245      44.016500      -1.317265      2.885000      2.500000      0.885780      -2.035642      2.501614      144.65773030      37.62764910      52996      1275      616
0.284433      8.687399      43.893900      -1.934019      1.818000      2.500000      0.784921      -1.352750      2.757464      148.90291390      10.63119670      52996      1306      614
0.163872      7.298838      43.259000      -1.180359      2.880000      2.500000      0.704869      0.103555       2.329500      148.74607970      10.55175290      52999      1307      352
0.340119      8.181201      44.234700      -1.087021      2.366000      2.500000      0.727570      -1.638812      2.728130      145.76655180      36.37358970      52999      1595      345
0.355289      8.097184      44.506800      -0.730905      2.921000      2.000000      0.786379      -1.413860      2.592470      147.14763480      36.15291110      52999      1595      491
0.252240      8.508905      44.309000      -1.340425      2.411000      3.000000      0.691709      -1.845510      2.828927      153.56309980      9.31092880       52999      1597      202
0.225492      7.845826      43.865500      -1.120847      1.899000      2.500000      0.894713      -2.194185      2.813814      159.27479120      39.71399690      53002      1430      551
0.119147      8.243094      43.649700      -1.733914      2.236000      0.500000      0.849867      0.004244       2.664918      161.04321120      38.71763810      53003      1432      011
0.119259      8.201596      43.478000      -1.864117      2.372000      1.000000      0.963797      0.395187       2.509781      168.15417990      41.95612730      53003      1439      453
0.090122      7.341716      43.333300      -1.148937      2.189000      2.500000      0.669390      -0.902125      2.488004      150.64872380      40.10415830      53033      1356      477
0.308178      8.462809      44.073700      -1.529630      2.877000      2.500000      0.753860      -1.153393      2.579466      156.26933970      10.41397720      53033      1598      168
0.073858      8.360510      43.356100      -2.144930      2.858000      0.500000      0.248734      2.301248       2.613305      112.28634980      40.14354630      53034      1734      275
0.146213      8.319417      43.624500      -1.835438      2.608000      1.000000      0.603035      1.653543       2.534445      146.29372420      39.01885960      53035      1276      448
0.320940      8.018406      44.109900      -1.049026      2.144000      2.500000      0.701133      -1.388139      2.587741      146.04500200      38.10382380      53035      1276      493
0.213157      7.737815      43.746700      -1.131635      1.994000      0.500000      0.915967      2.050953       2.700521      162.51989510      39.20090170      53035      1433      010
0.166303      7.431942      43.856600      -0.715863      2.751000      1.500000      0.730181      -1.289621      2.579594      114.05812930      41.66244740      53035      1735      092
0.281395      7.989827      44.158700      -0.971648      2.991000      2.000000      0.687125      -0.623734      2.699237      114.62727510      41.82952540      53035      1735      158
0.262461      8.232408      44.452700      -0.920229      2.547000      2.000000      0.895466      -2.200605      2.629937      113.76454830      43.19823310      53035      1735      329
0.188971      8.609486      43.663500      -2.086506      2.273000      0.500000      0.804582      1.584178       2.762109      166.26509430      42.33009330      53046      1437      450
0.199759      7.702918      43.959000      -0.884439      2.917000      1.500000      0.543786      -0.536978      2.594523      112.63187630      38.42327860      53047      1733      077
0.240785      8.076972      43.980800      -1.236692      2.271000      0.500000      0.861289      0.969352       2.714046      143.48875950      8.49170230       53050      1303      045
0.098972      7.373659      43.208900      -1.305280      2.127000      1.500000      0.763488      0.769060       2.466100      180.20387830      58.20027860      53050      1314      339
0.317667      7.815531      44.175200      -0.780852      2.609000      2.500000      0.770987      -1.489854      2.524897      164.13331900      43.01552840      53050      1362      536
0.269685      7.685106      43.953600      -0.872027      2.748000      3.000000      0.914288      -1.318343      2.535307      205.56153790      41.79132460      53050      1377      366
0.375933      8.872720      44.375800      -1.637441      2.799000      2.500000      0.847675      -1.860858      2.570036      206.70225760      41.58802150      53050      1377      526
0.166745      8.135727      44.049700      -1.226548      3.189000      1.500000      0.867005      -0.866896      2.683387      207.20619000      40.98127270      53050      1377      542
0.160264      7.687328      43.843700      -0.984148      3.124000      2.000000      0.598737      -0.380114      2.617119      206.95828820      40.76029430      53050      1377      554
0.264342      7.674203      44.077500      -0.737223      2.481000      3.000000      0.671048      -2.034102      2.497600      173.41061940      46.64457280      53050      1442      156
0.178891      8.092419      43.907300      -1.325640      2.553000      1.500000      0.523032      -0.056235      2.640271      137.51724680      9.43495090       53050      1739      089
0.256466      8.952233      44.226400      -1.866353      2.678000      1.500000      0.918898      -0.067136      3.076078      168.73236620      42.53681790      53061      1364      111
0.179364      7.598510      43.960400      -0.778630      2.877000      3.000000      0.921904      -1.557937      2.496157      138.62699090      10.81833550      53050      1739      456
0.309615      8.717574      44.328400      -1.529695      2.120000      1.000000      0.751915      -0.118390      2.608562      138.15585310      10.64433550      53050      1739      504
