z             LogMbh        LogL5100       LogBolEdd      W2W3          T             ba            beta           FWHMO3Core    V98               sigma           RA(degree)        Dec(degree)      MJD        PLATE     FIBER
0.182990      7.408703      43.562100      -0.987124      2.943000      2.000000      0.464098      -0.177609      2.484788      -912.712140       290.897995      142.80328620      11.36585650      53052      1741      435
0.253437      8.743072      44.386000      -1.497593      2.729000      4.500000      0.780862      -1.383020      2.563491      -927.917575       211.960703      150.75894400      9.97579270       53053      1308      230
0.362051      8.065560      44.397500      -0.808580      2.888000      4.500000      0.848773      -1.078212      2.561729      -1082.366145      367.352482      162.26388770      44.73288120      53053      1434      170
0.126800      7.681280      43.519100      -1.302701      2.778000      2.500000      0.922394      0.013867       2.451800      -1020.946133      324.415777      163.14097000      45.83036920      53053      1434      573
0.337208      7.905561      44.311300      -0.734781      3.380000      3.500000      0.892919      -0.308508      2.692162      -1209.566321      366.976861      144.97309500      11.44031050      53053      1742      266
0.274883      7.859703      44.086100      -0.914124      2.952000      2.500000      0.912111      0.677954       2.516465      -1002.316040      312.589240      171.99648020      11.33410620      53055      1606      130
0.310551      8.672517      44.142000      -1.671038      2.703000      3.000000      0.631512      -0.063025      2.583797      -997.467533       224.687752      171.45430470      11.33174550      53055      1606      289
0.208532      7.673139      43.644500      -1.169159      2.714000      3.000000      0.673553      -0.011437      2.369203      -1164.587620      421.734245      118.57167840      46.17134000      53055      1737      033
0.276068      8.607529      44.302300      -1.445750      2.312000      3.000000      0.819084      -1.193081      2.520853      -1213.443251      405.151761      116.77954780      46.85259260      53055      1737      428
0.261579      8.018260      43.923400      -1.235380      3.087000      2.500000      0.749613      0.175687       2.565113      -929.222450       264.964780      116.98188360      46.52262540      53055      1737      462
0.215741      7.956709      43.991200      -1.106030      3.142000      4.500000      0.925087      -0.996535      2.420665      -857.503327       294.643274      150.18114900      11.48386120      53055      1744      122
0.196048      7.723081      43.780200      -1.083402      2.903000      2.500000      0.617964      2.013567       2.690664      -1446.791744      600.588047      169.65788360      43.85144530      53061      1364      602
0.144367      7.505098      43.585800      -1.059819      2.498000      2.000000      0.693921      2.301309       2.593633      -1524.275130      332.870038      208.75881820      39.42281170      53061      1378      180
0.334382      8.163959      44.216400      -1.088080      2.645000      2.500000      0.447291      0.575632       2.678815      -1157.744644      450.501937      207.35105840      39.21392050      53061      1378      315
0.062201      7.208617      43.325200      -1.023938      2.540000      2.000000      0.390559      1.933858       2.698619      -1492.217222      421.252821      187.96689570      45.07875600      53062      1372      393
0.183613      7.812274      43.892100      -1.060695      2.385000      2.500000      0.639411      1.096350       2.545989      -1075.094280      402.520050      199.52144670      45.48718740      53062      1461      130
0.197841      8.074189      43.771900      -1.442810      3.167000      3.500000      0.630699      -0.074433      2.542244      -706.479555       264.559183      154.69862770      13.95286950      53062      1746      376
0.046741      7.073418      43.106500      -1.107439      3.180000      2.000000      0.551722      2.108538       2.491285      -896.703035       295.322488      168.15586640      12.12475490      53078      1604      516
0.266340      8.104132      44.027500      -1.217152      3.297000      3.500000      0.859733      -0.614882      2.560661      -1029.661504      365.229152      227.51243710      36.97594510      53083      1353      366
0.270772      7.854636      43.953500      -1.041657      3.067000      2.500000      0.689105      0.624447       2.627951      -1182.841451      255.193951      174.13346070      44.73786190      53083      1367      366
0.356657      8.351053      44.424100      -1.067474      2.910000      4.500000      0.818575      -0.968720      2.551295      -879.961617       160.710088      176.00116250      45.73533140      53083      1367      587
0.203049      7.757811      43.746100      -1.152232      3.089000      3.000000      0.582071      -0.070278      2.549762      -1040.333861      216.815831      196.52059200      43.43524250      53083      1374      041
0.172437      8.346205      43.792700      -1.694026      2.626000      2.500000      0.846456      0.999861       2.620612      -1249.073453      338.926407      209.73894250      45.94177480      53083      1466      619
0.336534      8.153231      44.205500      -1.088251      2.346000      4.000000      0.798884      -1.721853      2.468312      -899.643415       341.107692      214.33089330      41.65890440      53084      1348      323
0.237619      7.537226      43.924200      -0.753546      3.329000      3.000000      0.612304      0.122766       2.710806      -1444.561726      427.744633      198.12130390      43.97086570      53084      1375      200
0.116404      7.487363      43.401700      -1.226183      2.707000      3.000000      0.564543      -0.058792      2.605020      -1062.054316      142.824397      212.05085810      53.88426030      53088      1324      094
0.256799      7.688418      43.986100      -0.842838      3.090000      3.500000      0.936672      0.104309       2.500811      -874.160131       350.341060      213.17764560      54.99686130      53088      1324      591
0.287135      7.889782      44.135900      -0.894403      2.977000      3.500000      0.823878      0.004104       2.570199      -1364.797030      394.373450      179.71264740      43.84665040      53089      1369      276
0.264157      8.215901      44.429800      -0.926622      3.032000      4.500000      0.690069      -1.242339      2.466633      -803.989151       320.125261      216.95545650      38.10491200      53089      1381      501
0.363914      7.956762      44.216000      -0.881282      2.886000      3.000000      0.823628      1.132802       2.391473      -1532.044123      508.209217      191.79006290      47.03968240      53089      1455      104
0.161552      7.962284      43.764900      -1.337905      3.283000      3.000000      0.530438      -0.175249      2.495848      -1100.720278      419.649664      157.74586310      10.78834960      53089      1599      167
0.096094      7.652506      43.576900      -1.216127      2.733000      3.000000      0.764212      -0.106136      2.557421      -956.060262       326.561631      183.08369910      44.05571380      53090      1370      234
0.270605      8.105406      43.984600      -1.261327      2.590000      3.500000      0.902275      -0.100644      2.422067      -1015.426139      349.646425      184.23632950      45.03742640      53090      1370      567
0.231838      7.578035      43.943700      -0.774856      2.531000      3.500000      0.778417      -1.219068      2.419791      -602.795714       186.293432      159.34844650      11.32476360      53090      1600      196
0.234137      7.745803      43.783400      -1.102924      3.094000      2.500000      0.699059      0.184459       2.494762      -1440.215240      548.637380      121.20784590      49.89738350      53090      1780      243
0.231033      8.021959      44.156100      -1.006380      2.357000      4.500000      0.911560      -1.420439      2.563788      -1107.111683      313.238362      204.48090800      41.15013130      53091      1464      550
0.192599      7.736673      43.820900      -1.056294      2.884000      4.500000      0.873776      -1.496815      2.504026      -910.234102       215.004296      218.68037700      42.08847080      53112      1396      236
0.316874      8.110643      44.537000      -0.714164      3.019000      4.500000      0.970409      -1.581117      2.783222      -1333.431538      349.104194      220.78581810      42.12423120      53112      1396      600
0.250336      7.775184      43.998000      -0.917704      2.759000      3.000000      0.689837      -0.070512      2.587168      -1361.534103      399.196166      198.65666940      14.41776000      53112      1773      277
0.271598      8.350671      43.941900      -1.549291      1.856000      4.000000      0.791455      -0.106934      2.489203      -966.373908       327.526164      219.69978540      37.22854700      53115      1382      469
0.381304      8.173904      44.280800      -1.033624      2.567000      4.000000      0.929417      -2.119893      2.563198      -885.790771       200.696951      192.80996490      41.39597310      53115      1456      072
0.368328      8.084089      44.396600      -0.828009      3.221000      4.000000      0.833551      -1.907262      2.423032      -829.772077       293.783844      191.93099600      41.38845710      53115      1456      185
0.169688      7.730058      43.866000      -1.004579      3.177000      5.000000      0.903978      -0.959274      2.551420      -1119.970951      410.494106      211.50865180      45.21722280      53115      1467      538
0.229840      7.950747      43.757100      -1.334167      2.425000      3.000000      0.715341      -0.710089      2.511076      -1023.291258      407.438149      161.20836600      11.47898890      53115      1601      237
0.204132      7.727727      43.906500      -0.961748      3.077000      4.000000      0.778861      -0.094109      2.431696      -973.916377       354.047979      209.64506060      37.15138820      53115      1642      350
0.324183      8.018821      44.215400      -0.943941      2.795000      3.000000      0.901851      -0.861803      2.571108      -895.996080       192.151000      193.62366440      46.49179360      53116      1457      199
0.321337      7.829158      44.133600      -0.836078      3.066000      4.500000      0.938482      -1.790903      2.624219      -1007.217898      190.634089      193.57043150      47.34871290      53116      1457      457
0.308889      8.123015      44.188300      -1.075236      3.345000      3.500000      0.670715      -0.570481      2.604490      -1231.668384      459.776672      171.93485070      8.01667300       53116      1618      415
0.237630      7.778961      43.888000      -1.031482      2.875000      3.000000      0.718859      -0.027998      2.466108      -746.546823       282.396586      196.61958060      11.90775930      53116      1696      167
0.225889      8.037055      43.985700      -1.191876      3.221000      2.500000      0.462477      0.201661       2.773887      -1405.906983      315.595354      196.46046920      46.03492210      53117      1459      236
0.313837      8.807665      44.457200      -1.490985      2.976000      4.000000      0.658216      -1.483321      2.758451      -1172.058958      238.291454      197.14558600      47.99403920      53117      1459      599
0.339919      8.200906      44.203100      -1.138326      2.838000      4.500000      0.750726      -1.750852      2.711647      -1392.757193      336.007926      222.99937340      40.06715430      53119      1397      098
0.342029      8.490496      44.447500      -1.183517      2.694000      3.000000      0.757550      -0.704402      2.705153      -1162.152045      448.989938      193.45905860      42.06140170      53119      1458      328
0.363352      7.809100      44.178800      -0.770821      2.909000      4.500000      0.852725      -1.158974      2.390104      -708.920603       120.642176      179.41621100      43.33233500      53120      1447      576
0.375414      7.816063      44.386100      -0.570484      3.080000      4.000000      0.933574      -1.755248      2.525767      -1022.713639      328.859864      181.48061840      42.69694740      53120      1448      502
0.244628      8.106504      43.836300      -1.410725      2.544000      3.000000      0.811726      0.121281       2.533416      -1133.872011      427.609931      183.61565290      41.60187950      53120      1450      238
0.289413      8.840405      44.274200      -1.706726      2.696000      1.500000      0.771838      0.878762       2.574019      -1392.606128      530.445129      234.72475140      31.04957300      53135      1389      522
0.165305      7.752575      43.885300      -1.007795      3.206000      3.500000      0.523329      -0.062450      2.448356      -962.806946       379.845558      175.74061440      8.03319120       53137      1620      463
0.166090      7.927323      43.857600      -1.210244      3.021000      3.500000      0.824755      -0.742782      2.584502      -892.528212       294.893861      238.71623250      9.20463080       53137      1726      588
0.269410      8.053327      44.179000      -1.014848      2.278000      3.000000      0.943425      -0.857583      2.591947      -958.752520       240.219055      198.11272460      41.10581630      53138      1460      197
0.320310      8.342535      44.154000      -1.329056      3.062000      4.000000      0.792175      -0.625897      2.752939      -1523.892918      527.869119      197.48704940      40.88180080      53138      1460      222
0.348974      8.250105      44.320700      -1.069926      2.827000      3.000000      0.496326      -0.176039      2.593624      -1184.409585      391.331982      185.11135940      6.46335220       53140      1625      095
0.153166      7.635794      43.677200      -1.099114      2.362000      3.000000      0.938717      -0.595949      2.411940      -848.492538       294.710664      238.69283220      36.12178760      53141      1417      532
0.096447      8.024169      43.581900      -1.582790      2.180000      1.500000      0.469134      2.356143       2.502058      -1143.177512      356.015016      237.23502490      29.75565630      53142      1390      535
0.348992      8.148124      44.526800      -0.761845      2.513000      3.500000      0.732317      -1.797898      2.573588      -1330.040851      243.418514      240.01366170      33.76269760      53142      1418      231
0.320235      8.135179      44.226900      -1.048800      2.530000      3.000000      0.922572      0.720218       2.500813      -1159.146801      448.072371      198.26589110      11.96348440      53142      1697      237
0.306348      8.220105      44.202800      -1.157826      3.041000      4.500000      0.955089      -0.928409      2.438818      -957.612432       359.141551      198.04804460      12.61857110      53142      1697      359
0.374701      8.519902      44.564600      -1.095823      2.612000      4.000000      0.827295      -0.402743      2.490107      -1021.997230      391.167110      205.97744360      12.85442650      53142      1701      322
0.318306      8.341864      44.232000      -1.250384      2.563000      3.000000      0.873558      0.002378       2.585558      -1058.591719      310.087644      208.52551870      10.70585330      53144      1702      245
0.286549      8.179861      44.209600      -1.110781      2.582000      2.500000      0.830204      -0.083590      2.595492      -1389.160782      535.773711      237.77120140      32.08057040      53145      1580      556
0.123893      7.853604      43.920000      -1.074125      3.046000      3.500000      0.924540      -0.715006      2.511887      -784.037920       265.864670      224.99701130      40.30108660      53146      1398      409
0.159096      8.590338      43.863300      -1.867559      3.145000      3.500000      0.598897      0.429582       2.661369      -1288.763949      530.163750      242.99812310      31.17820610      53146      1420      347
0.242992      7.810709      44.030400      -0.920830      3.383000      3.500000      0.572494      -1.380382      2.503923      -977.922171       392.387181      201.73029350      12.78177480      53148      1699      604
0.301750      8.071446      44.122600      -1.089367      3.255000      3.500000      0.772041      -0.665399      2.622010      -1274.099384      162.029352      203.67614940      12.98734450      53149      1421      167
0.212728      7.772399      43.887100      -1.025819      3.083000      3.000000      0.866324      0.042397       2.604567      -1253.105857      382.215044      249.35612780      24.63875840      53167      1423      282
0.084160      7.982534      43.366200      -1.756854      1.770000      1.500000      0.564159      2.174346       2.613051      -1126.349361      349.491661      253.80920800      20.24503210      53169      1568      545
0.252496      8.013464      43.844900      -1.309085      2.575000      2.500000      0.917732      -0.413785      2.463470      -836.441152       195.833956      235.49963410      39.81627260      53171      1680      481
0.276767      7.759497      43.946000      -0.954017      2.796000      2.500000      0.922930      0.184088       2.658160      -1073.202211      163.163682      193.33009880      14.80353860      53171      1770      077
0.312188      8.325487      44.144600      -1.321408      2.632000      3.500000      0.725774      -0.654284      2.486576      -1171.514834      417.159602      191.91413110      14.00862940      53171      1770      253
0.310064      8.400788      44.370100      -1.171209      2.610000      2.500000      0.611415      -0.288314      2.485988      -1281.879198      336.604094      248.23802700      24.05537320      53177      1572      486
0.200909      7.804025      43.936900      -1.007646      2.844000      3.000000      0.739265      0.706473       2.602430      -1383.027871      398.395650      211.16418670      12.81527810      53178      1704      215
0.294296      8.542043      44.500000      -1.182563      2.804000      2.500000      0.916997      0.266685       2.683099      -1233.472421      409.428980      240.01973970      7.66795030       53228      1728      191
0.242639      7.474150      44.054100      -0.560570      3.002000      4.500000      0.873305      -0.751468      2.600620      -1084.113875      233.280798      246.18517220      31.99158600      53239      1684      125
0.276880      8.451307      44.051900      -1.539928      2.104000      3.000000      0.724742      0.006515       2.583818      -1249.132722      287.583701      246.84425240      22.24783880      53240      1658      543
0.296229      8.659378      44.266500      -1.533398      2.830000      2.000000      0.768970      0.720525       2.571552      -973.883226       289.985093      113.24356450      44.63505640      53314      1866      146
0.199382      8.040124      43.790700      -1.389944      2.366000      2.000000      0.914897      0.450460       2.527847      -1073.249131      242.034556      114.51815640      45.12871820      53314      1866      579
0.297778      7.953517      44.509400      -0.584638      2.909000      4.500000      0.838413      -1.632890      2.744528      -1495.746610      406.561975      118.65752180      18.21133480      53314      1920      545
0.250151      8.152490      44.024900      -1.268111      2.929000      4.000000      0.777583      -0.009850      2.486405      -980.087104       359.031472      119.28938990      18.87719800      53315      1922      284
0.183262      7.930400      43.874800      -1.196120      3.496000      2.500000      0.673890      0.144970       2.661589      -1036.374981      238.545476      119.98304460      19.83991620      53315      1922      434
0.135234      8.191339      43.920900      -1.410960      2.500000      2.500000      0.619562      -0.983303      2.441573      -1019.332824      386.579352      114.88142590      47.53933860      53317      1867      491
0.348566      8.217016      44.346800      -1.010737      2.625000      4.000000      0.785289      -1.525864      2.549363      -1020.898103      346.700677      118.94451890      16.93844450      53317      1921      509
0.139261      7.623508      43.708600      -1.055429      2.634000      4.000000      0.627727      -0.941272      2.471722      -1000.535459      382.383674      119.60192690      17.18484970      53317      1921      635
0.098151      8.008314      43.360100      -1.788735      2.578000      2.000000      0.671812      1.009832       2.581958      -1063.270882      338.403071      124.58188280      23.21648800      53317      1926      389
0.311182      8.184052      44.286700      -1.037873      3.220000      3.500000      0.844381      -0.924633      2.505747      -1014.468817      407.188884      116.96173940      48.07476650      53318      1868      067
0.123451      7.891101      43.445100      -1.586522      2.218000      2.500000      0.856665      0.291154       2.540915      -843.396262       178.581226      121.99536780      19.68517160      53327      1925      305
0.300967      8.073441      44.296600      -0.917362      2.444000      4.500000      0.768202      -1.470159      2.656295      -1095.857536      166.714962      126.58971010      24.47152110      53327      1928      358
0.276600      7.703160      43.895000      -0.948681      3.142000      4.000000      0.730892      -0.876452      2.475080      -1037.552455      368.636677      127.93829400      25.45130630      53327      1928      408
0.121542      7.828804      43.401700      -1.567625      3.166000      3.000000      0.834404      0.894871       2.516344      -1424.356093      534.708482      121.42266990      21.02170580      53330      1924      264
0.226020      8.205392      43.852900      -1.493013      2.553000      2.500000      0.819995      -0.068363      2.443341      -852.676666       312.286063      131.30092940      25.69707100      53347      1930      627
0.298488      8.148522      44.117100      -1.171943      3.197000      4.500000      0.920018      -1.437487      2.520570      -925.772627       207.005799      128.42456020      21.94787020      53349      1929      081
0.218529      7.978835      43.792000      -1.327356      2.754000      4.500000      0.813142      -1.273925      2.367985      -693.820866       206.500438      162.18121270      13.10161400      53357      1749      093
0.182738      7.701993      43.623000      -1.219514      2.530000      3.000000      0.697811      0.113870       2.458109      -1210.024961      423.997151      120.99344980      16.68205690      53357      2081      097
0.174909      7.599763      43.584300      -1.155983      2.422000      2.500000      0.520930      0.797150       2.512046      -919.807490       297.437705      131.73383880      25.01719460      53358      1931      484
0.088759      7.694236      43.328400      -1.506357      2.737000      3.000000      0.832559      0.607559       2.436843      -946.849239       385.491184      125.92461350      20.14362300      53359      2083      351
0.238432      8.071430      43.977500      -1.234451      2.696000      3.500000      0.622304      -0.991314      2.505225      -1045.313872      413.900931      168.49479680      14.22810860      53379      1752      171
0.287295      8.022106      44.325100      -0.837527      2.988000      4.500000      0.862200      -1.695856      2.493940      -908.031997       282.573654      140.68801160      30.54953400      53379      1938      079
0.284219      7.821076      44.220500      -0.741097      2.867000      4.000000      0.903043      -1.823124      2.616023      -1211.780191      441.958021      140.53008710      29.73572580      53379      1938      093
0.149845      7.357883      43.410500      -1.087903      2.230000      4.000000      0.769264      -0.075317      2.303616      -754.592914       246.905352      169.35764350      14.81330020      53383      1753      358
0.243910      7.870933      44.011200      -1.000253      3.340000      4.000000      0.720196      -1.567739      2.308174      -902.268188       335.518959      122.07616690      54.45808850      53384      1871      162
0.265528      8.196327      44.235700      -1.101148      2.444000      3.000000      0.733760      -1.234686      2.620535      -1278.627154      343.059852      122.57394620      55.87035680      53384      1871      562
0.200618      7.959029      44.360700      -0.738850      3.031000      4.000000      0.906620      -1.880869      2.462215      -1203.191409      455.321880      173.04398630      13.58592860      53385      1754      091
0.274713      7.811459      44.023100      -0.928880      3.036000      3.500000      0.741298      -0.115554      2.366793      -691.509128       242.645654      172.79574150      15.33862660      53385      1754      461
0.246665      8.225653      44.167900      -1.198273      1.800000      2.500000      0.762627      1.858130       2.603786      -655.837927       145.522364      183.25168160      7.63205890       53386      1624      476
0.359887      7.664507      44.265500      -0.539528      2.487000      4.000000      0.800487      -1.828280      2.732826      -1376.101991      336.228006      128.14404220      56.14617900      53386      1783      510
0.319484      8.610033      44.328100      -1.422454      2.884000      3.000000      0.825949      -0.603723      2.739764      -1627.317979      548.155489      124.84184460      56.57862620      53386      1872      553
0.161095      8.164746      43.943000      -1.362267      2.777000      4.000000      0.815665      -1.637406      2.476729      -1583.218926      602.968263      142.11788880      31.19798580      53386      1941      185
0.243016      8.331890      44.029300      -1.443111      2.847000      4.000000      0.660828      -0.078467      2.518119      -843.709810       252.932380      143.87728130      31.79961130      53386      1941      638
0.193839      7.576666      43.864600      -0.852586      2.571000      3.000000      0.849288      -0.080796      2.534673      -1164.389744      375.664162      144.48270420      33.39717570      53386      1943      434
0.235247      8.033035      44.162000      -1.011556      2.802000      4.000000      0.952640      -1.123922      2.523866      -1167.539407      328.253613      180.62608220      39.65760290      53401      1976      082
0.324743      7.780276      44.356600      -0.564197      2.590000      4.000000      0.851726      -0.791964      2.705649      -1568.993885      370.117107      135.66533900      24.23213820      53401      2086      181
0.348658      8.128558      44.209100      -1.059979      2.241000      4.000000      0.789447      -1.919368      2.582817      -992.019910       149.275535      145.05813340      30.65074190      53415      1942      520
0.210781      7.860229      43.811200      -1.189550      1.612000      3.000000      0.756008      0.362988       2.592036      -1209.749831      419.071820      174.40794570      31.87871100      53430      1974      573
0.144743      7.311216      43.881000      -0.570737      2.697000      1.500000      0.697119      2.017252       2.601657      -1116.179754      332.593972      148.34252830      29.19763010      53431      1947      584
0.274741      7.902002      44.089800      -0.952723      2.684000      4.500000      0.965630      -1.005989      2.499815      -976.733257       270.101819      189.66067870      33.69843300      53431      2020      190
0.329400      7.918415      44.126900      -0.932035      2.715000      3.500000      0.879498      -1.898013      2.664580      -936.259510       331.994175      204.33113750      50.54584210      53433      1668      030
0.173405      8.330218      43.868500      -1.602239      2.645000      3.000000      0.586637      -0.159211      2.515634      -819.812764       309.282852      204.28008490      50.01380300      53433      1669      320
0.230248      8.040588      43.900800      -1.280309      2.965000      4.000000      0.879611      -0.839134      2.539130      -780.212145       270.751433      205.41391320      51.79778760      53433      1669      410
0.384685      8.329338      44.489600      -0.980259      2.682000      3.500000      0.897411      -2.217224      2.418706      -957.970455       349.543033      150.61046420      32.04442170      53433      1949      116
0.343887      8.718369      44.436300      -1.422589      2.562000      4.500000      0.810119      -1.510963      2.486102      -853.327958       344.291094      162.14147030      38.30736720      53433      1998      630
0.143910      8.108320      44.001200      -1.247641      3.177000      4.000000      0.707936      -0.970525      2.508191      -1093.567872      363.962686      178.81604180      38.04301680      53433      2027      200
0.133466      7.273190      43.570300      -0.843410      3.391000      3.000000      0.610823      -0.127434      2.538266      -1490.335400      542.161405      150.29752790      28.95474580      53436      1950      106
0.341133      8.133050      43.922200      -1.351371      2.674000      4.000000      0.747016      -1.727915      2.537328      -1008.559151      378.542676      159.16470220      32.86009030      53436      1982      162
0.240522      8.118423      44.265100      -0.993843      2.408000      5.000000      0.932139      -1.785247      2.379480      -1358.699302      457.808261      230.82789520      30.80724180      53442      1651      373
0.070794      7.390726      43.425000      -1.106246      3.123000      4.500000      0.573016      -0.769118      2.519382      -1231.503689      434.733265      188.93437690      16.09338820      53442      1768      620
0.323348      8.072730      44.146900      -1.066350      2.406000      3.500000      0.793064      -0.503022      2.380516      -1073.331479      391.163430      185.63707420      35.84656250      53442      2003      195
0.236748      8.194532      43.997000      -1.338053      2.852000      2.500000      0.885257      0.152741       2.697696      -1078.599123      226.911027      255.84346060      24.63667950      53446      1693      110
0.107843      7.264318      43.538800      -0.866039      2.984000      3.000000      0.957312      -0.158767      2.364231      -871.853144       332.496127      172.33870960      38.44213270      53446      2036      381
0.268090      7.688436      43.943400      -0.885556      2.771000      4.000000      0.775938      -0.415064      2.582395      -873.550092       181.153426      171.37430830      38.08661120      53446      2037      596
0.259820      8.138341      44.052200      -1.226662      2.410000      3.500000      0.814882      -0.065222      2.591566      -1200.849833      458.190336      159.55839030      34.82918210      53446      2096      045
0.340580      8.339843      44.213400      -1.266964      2.883000      4.500000      0.937274      -0.866614      2.565726      -1481.864571      566.236080      158.42658600      34.61244490      53446      2096      247
0.098071      7.660825      43.593700      -1.207646      2.871000      3.000000      0.600814      0.045234       2.593507      -1040.956403      259.943432      166.09376430      37.19412970      53447      2091      628
0.247203      7.446411      44.126000      -0.460932      2.762000      5.500000      0.877536      -1.622378      2.709714      -1059.362813      239.614631      207.08977860      38.56362190      53460      2014      440
0.295651      8.196662      44.198100      -1.139083      3.426000      4.000000      0.785692      -1.489651      2.453014      -917.869368       308.362304      168.57331850      30.31957810      53460      2092      016
0.221169      7.915706      43.950900      -1.105326      2.758000      2.500000      0.930899      0.501996       2.673281      -1468.095803      268.797536      168.66727860      31.08127000      53460      2092      594
0.199302      8.576405      44.117300      -1.599625      2.498000      3.000000      0.637661      0.604129       2.673283      -1427.234801      377.073080      215.72284790      47.54786640      53462      1673      270
0.243230      8.094393      43.795100      -1.439814      2.168000      3.000000      0.885034      0.211897       2.435028      -1308.235242      353.663311      161.94705360      29.36188750      53463      1981      211
0.243755      8.102950      44.082400      -1.161071      2.795000      5.000000      0.780383      -1.316116      2.479412      -866.112817       291.156513      162.75125820      31.39305840      53463      1981      535
0.194685      8.080711      43.623400      -1.597832      2.554000      3.000000      0.492834      0.063126       2.574292      -1210.536873      450.591306      180.04283580      15.43724080      53467      1764      343
0.303234      7.932863      44.173200      -0.900183      2.490000      2.500000      0.791572      0.217346       2.551587      -890.113661       148.843656      180.36656790      36.11982020      53467      2103      177
0.316831      8.690968      44.204300      -1.627188      3.245000      3.000000      0.764267      -0.125721      2.535667      -1360.966578      317.187833      180.94164790      36.66484800      53467      2103      488
0.222934      7.961038      44.158700      -0.942858      2.707000      3.500000      0.620227      -0.199784      2.346731      -1119.302535      448.307588      203.63452300      30.27863870      53467      2110      014
0.374033      8.365851      44.574500      -0.931871      2.725000      4.500000      0.827723      -1.156629      2.737098      -1769.711138      612.763094      170.27027290      35.88863400      53467      2111      526
0.215633      8.141565      43.945700      -1.336386      2.626000      4.500000      0.505798      -1.639422      2.541582      -1032.420064      325.792192      179.06191420      34.67363580      53469      2099      403
0.372370      8.142705      44.295400      -0.987826      3.035000      4.000000      0.898378      -0.510199      2.435150      -930.940122       337.324986      229.49570010      37.24149260      53470      1400      358
0.120837      7.772106      43.641900      -1.270727      3.173000      3.000000      0.779557      -0.174506      2.471872      -829.070889       315.732959      185.48840680      6.69728630       53472      1626      251
0.078739      8.067203      43.418100      -1.789624      1.952000      2.000000      0.584532      2.179466       2.681244      -1269.800279      265.876347      205.58395770      38.70270590      53472      2005      029
0.239786      8.535984      44.308900      -1.367604      2.562000      4.000000      0.879688      -0.351649      2.511088      -1355.652676      479.507878      184.63620200      35.38216980      53472      2105      008
0.380791      8.511862      44.378200      -1.274183      2.513000      4.000000      0.827668      -0.685550      2.472588      -773.255961       278.774411      238.47985440      29.67353220      53473      1579      246
0.165352      7.616652      43.550600      -1.206573      3.105000      3.500000      0.929593      0.245443       2.361497      -1037.354682      355.063106      187.82852670      8.38764820       53473      1627      528
0.103358      7.613607      43.436300      -1.317828      2.315000      3.500000      0.815514      0.308288       2.470684      -845.883605       309.589088      189.97565930      7.69829120       53474      1628      594
0.369530      7.942368      44.379200      -0.703688      3.110000      4.500000      0.964733      -1.393883      2.645896      -1769.775910      563.654990      162.52420040      37.23189220      53474      2007      317
0.227584      8.000129      44.030300      -1.110349      2.684000      3.500000      0.364544      -1.006326      2.559574      -981.187092       355.424731      205.87455840      28.05593150      53474      2017      180
0.133335      8.006210      43.683700      -1.463031      3.071000      2.500000      0.931047      0.282588       2.536920      -913.592079       353.738399      251.21454720      27.71233340      53475      1690      395
0.166753      7.974287      43.520100      -1.594707      2.225000      3.000000      0.807735      0.466239       2.476896      -980.013771       172.849516      184.61328030      40.40367570      53475      1986      356
0.334946      8.598715      44.305200      -1.434035      3.021000      2.500000      0.906710      -0.444468      2.539004      -965.644855       351.074938      186.09221240      40.33707120      53475      1986      514
0.227782      8.063551      43.793500      -1.410572      2.413000      2.500000      0.885986      0.214919       2.489081      -983.639087       239.219104      195.22774200      35.08730670      53476      2006      457
0.147738      7.709730      44.043300      -0.806951      3.402000      3.500000      0.848578      -0.046225      2.453382      -885.347350       343.275215      196.80141360      34.10626330      53476      2006      628
0.245490      7.893662      43.965600      -1.068583      3.049000      2.500000      0.604163      0.231035       2.617687      -1235.653869      501.058175      207.83782250      36.58362560      53476      2033      484
0.134564      7.560248      43.613700      -1.087068      2.951000      4.000000      0.882139      -1.230519      2.438191      -736.901263       160.005266      176.36216650      33.51238810      53491      2097      176
0.242721      8.371836      43.910300      -1.602057      2.401000      2.000000      0.877642      1.194918       2.576950      -840.944177       162.624088      176.38132630      32.96035890      53491      2097      205
0.214070      8.036038      44.045500      -1.131059      3.333000      3.500000      0.636425      -0.768649      2.518213      -1433.383730      480.494805      184.48535200      38.00630270      53493      2001      154
0.260163      8.233678      44.064300      -1.309899      2.444000      4.000000      0.880369      -1.143097      2.624363      -899.419192       207.864451      175.19667970      35.18278670      53493      2012      106
0.354290      8.367878      44.403800      -1.104599      2.580000      4.000000      0.877860      -0.788884      2.618390      -1082.201915      340.290847      197.04857940      40.18090850      53493      2088      415
0.167304      7.541312      43.825300      -0.856532      2.734000      2.500000      0.595203      -0.076032      2.375820      -802.534929       307.754135      217.04468200      24.69142030      53493      2132      573
0.186937      8.628466      43.954500      -1.814487      2.486000      2.500000      0.852421      1.040490       2.722606      -1253.577198      336.392204      220.43859240      5.16098470       53494      1829      247
0.104567      7.929374      43.892200      -1.177695      3.288000      3.500000      0.831480      -0.208024      2.594245      -1070.762710      350.755250      217.03255330      23.62285500      53494      2136      358
0.353453      8.086471      44.415300      -0.811692      3.387000      3.500000      0.889300      -2.526372      2.458733      -1068.387581      365.198801      218.79668100      23.94341440      53494      2136      616
