z             LogMbh        LogL5100       LogBolEdd      W2W3          T             ba            beta           FWHMO3Core    RA(degree)        Dec(degree)      MJD        PLATE     FIBER
0.163803      8.300787      43.476400      -1.964908      3.152000      3.000000      0.624039      0.812999       2.707729      246.43303260      7.49860520       53501      1732      155
0.264103      8.679781      44.238700      -1.581601      2.821000      3.500000      0.939753      -0.912440      2.780117      220.38256910      32.27027670      53501      1842      291
0.199139      8.271875      43.968600      -1.443796      3.235000      2.500000      0.604071      0.430896       2.730893      206.01789560      11.42370460      53501      1842      403
0.144195      8.253874      43.673500      -1.720895      2.914000      3.500000      0.848126      0.457476       2.521478      204.96080390      12.07757030      53502      1700      497
0.249403      8.035802      43.912500      -1.263823      2.574000      4.500000      0.873149      -1.226538      2.473298      204.96996700      12.30467860      53502      1700      510
0.273348      8.125810      44.366000      -0.900331      2.890000      3.000000      0.875426      -0.765941      2.721569      189.58845980      14.11447230      53502      1700      546
0.306347      7.961994      44.183600      -0.918915      2.407000      3.000000      0.738529      -0.794485      2.523464      185.98011050      34.64908350      53503      1999      355
0.135971      7.949385      43.748600      -1.341306      2.503000      2.000000      0.443894      1.253971       2.702024      207.62645560      31.88227520      53503      1999      624
0.223488      8.062350      43.903400      -1.299470      2.876000      2.000000      0.883586      0.622317       3.040503      206.24213030      31.50416810      53503      2024      012
0.082014      7.369588      42.836700      -1.673409      3.061000      2.500000      0.839816      2.077989       2.336313      217.97411090      13.55424360      53503      2024      536
0.168642      7.690506      43.666000      -1.165027      2.610000      2.000000      0.393449      0.976056       2.661732      213.09161710      6.40410060       53504      1710      593
0.109739      7.938461      43.567600      -1.511382      2.917000      3.500000      0.704306      -0.583215      2.524396      211.94857280      6.75563740       53504      1825      127
0.220474      8.309221      43.602600      -1.847142      3.509000      3.500000      0.778389      0.477528       2.831696      213.18665460      7.02555810       53504      1825      405
0.229736      7.796528      43.715900      -1.221149      2.996000      4.500000      0.669371      -0.730184      2.622377      222.56243620      12.22022440      53521      1714      433
0.166419      8.444155      43.712100      -1.872576      2.195000      1.500000      0.521425      2.923826       2.754209      238.39472960      26.24485510      53523      1655      277
0.228933      8.682870      44.361200      -1.462191      3.054000      4.000000      0.829075      -0.750558      2.716238      239.99170180      26.18408980      53523      1655      515
0.367680      8.456067      44.430200      -1.166387      2.543000      4.000000      0.794466      -1.216431      2.687484      239.86593610      24.01339590      53524      1851      472
0.200684      7.635996      43.710900      -1.065617      2.385000      3.000000      0.545687      -0.112462      2.556069      222.26595210      33.45540020      53531      1647      354
0.223847      7.848273      43.901500      -1.087294      2.599000      2.000000      0.673454      -0.029089      2.490704      221.88346300      12.08090410      53531      1712      066
0.228846      7.944370      43.782500      -1.302390      2.622000      3.000000      0.834579      0.844762       2.610110      220.42285700      12.92912540      53531      1712      382
0.160113      7.578717      43.410600      -1.308637      2.537000      2.500000      0.669319      0.929911       2.525674      217.32116830      5.76786010       53531      1827      149
0.192334      8.256875      43.807100      -1.590296      2.847000      3.000000      0.454517      0.386890       2.602279      217.01549110      9.92880930       53533      1709      300
0.302839      8.281234      44.225200      -1.196554      2.621000      4.000000      0.906265      -1.634658      2.634045      236.03020890      28.45280460      53534      1653      504
0.179935      7.823774      43.888400      -1.075894      2.889000      2.500000      0.643564      -0.495040      2.540208      241.82344690      21.95516010      53534      1852      297
0.239699      7.993958      43.814400      -1.320079      2.698000      3.000000      0.719547      -0.313755      2.415870      240.66679110      15.70585560      53534      2196      123
0.206926      8.167775      43.762400      -1.545895      2.998000      3.500000      0.902343      -0.613935      2.533926      221.13321630      9.69969640       53535      1711      064
0.218634      8.506346      43.955100      -1.691766      2.341000      2.000000      0.891120      1.697359       2.581992      240.55358780      15.63000630      53555      2197      299
0.199345      8.158110      44.205200      -1.093430      2.765000      3.000000      0.704171      0.140819       2.734367      240.03382880      16.40156530      53555      2197      358
0.183110      8.118550      43.994700      -1.264370      2.910000      3.500000      0.761775      -0.803419      2.713120      201.28584930      6.18673250       53556      1799      127
0.177342      8.086414      44.125600      -1.101335      2.714000      2.500000      0.823532      0.434259       2.523851      200.94534420      6.32518600       53556      1799      215
0.243024      8.612522      44.150300      -1.602743      2.884000      2.000000      0.810158      -0.095552      2.488271      244.32392340      21.04056460      53566      1853      165
0.228873      8.357701      44.106800      -1.391421      2.833000      3.000000      0.732755      -0.598393      2.635288      244.46031470      20.45243670      53566      1853      207
0.229490      8.132723      44.221100      -1.052143      2.648000      3.500000      0.629961      -0.933999      2.640769      244.26795210      22.26869640      53566      1853      538
0.191239      8.315586      43.992400      -1.463706      2.269000      2.500000      0.592331      0.029342       2.584115      119.30525610      14.44752640      53679      2266      276
0.274611      7.885841      44.206500      -0.819862      3.380000      3.000000      0.778514      -0.025190      3.137418      120.00023950      15.39060430      53679      2266      473
0.156262      7.676761      44.045000      -0.772281      2.744000      4.000000      0.664344      -1.667301      2.924915      119.72948170      12.88413380      53682      2264      003
0.145801      8.335587      43.699000      -1.777108      2.777000      2.500000      0.594711      1.728098       2.384093      121.68544340      15.01963070      53682      2268      361
0.233152      8.244848      44.267900      -1.117468      2.839000      2.000000      0.600800      0.769244       2.699941      137.96495330      19.68051540      53699      2288      304
0.274024      8.914072      44.509500      -1.545092      2.740000      4.000000      0.819173      -0.260501      2.746198      136.93264040      19.55021130      53700      2285      599
0.307680      8.600414      44.611500      -1.129435      3.371000      3.500000      0.793516      -0.157514      2.701612      138.19379660      20.27382900      53700      2286      591
0.357796      8.608526      44.556800      -1.192247      2.626000      2.500000      0.811272      -0.221365      2.705220      131.65819070      16.73263990      53708      2279      205
0.300617      8.045521      44.330500      -0.855542      2.780000      3.000000      0.570760      -2.368587      2.568376      131.88022120      17.01061690      53708      2279      213
0.236138      7.909659      43.922700      -1.127480      2.492000      2.500000      0.913977      1.116806       3.025339      137.26446480      22.39359890      53708      2284      630
0.167020      7.775091      43.802400      -1.113211      2.419000      2.500000      0.760853      1.685796       2.540140      142.13366620      21.11821340      53708      2289      519
0.210983      8.696820      44.199000      -1.638340      2.490000      4.500000      0.665549      -1.112462      2.552618      127.91566510      19.93479120      53709      2275      368
0.189002      7.987454      44.050700      -1.077275      3.030000      4.000000      0.932350      -0.023363      2.480571      134.55196920      18.20217650      53711      2281      040
0.345846      8.743686      44.546700      -1.337506      2.974000      3.500000      0.618394      -0.095925      2.708603      132.83760610      17.60460070      53711      2281      230
0.184838      8.226366      43.700900      -1.665986      1.880000      2.000000      0.838811      0.985796       2.391913      132.52331690      19.70907660      53711      2281      369
0.229179      8.472553      44.211800      -1.401273      2.337000      4.500000      0.951268      -1.653842      2.621126      129.16746360      15.87494270      53712      2276      101
0.143550      8.106633      43.837000      -1.410153      2.542000      2.000000      0.948540      0.324227       2.604022      120.91882960      16.12389460      53713      2272      430
0.155387      7.667392      43.752900      -1.055012      2.398000      3.000000      0.414109      -0.645738      2.390929      145.83553080      21.05062820      53713      2292      020
0.122685      8.161987      43.703100      -1.599407      3.156000      3.000000      0.625162      0.064833       2.454885      166.18764470      34.04596840      53714      2106      409
0.180088      8.016008      44.052300      -1.104229      3.083000      3.000000      0.955502      0.799800       2.655431      166.61442540      33.31433590      53714      2106      536
0.204891      8.117193      44.220000      -1.037714      2.926000      3.500000      0.925270      -1.532646      2.662919      124.05341000      14.01624750      53714      2270      105
0.352343      9.045012      44.739000      -1.446532      3.000000      4.500000      0.751279      -1.131477      2.685998      124.21406830      14.60175480      53714      2270      153
0.200118      7.959897      43.925900      -1.174517      2.789000      3.500000      0.775799      -0.677399      2.542822      123.44571580      14.50844410      53714      2270      211
0.254691      8.065711      44.345200      -0.861032      2.896000      3.000000      0.661380      -0.725567      2.511931      139.07315130      23.65289790      53714      2291      296
0.250338      7.918769      44.195700      -0.863590      2.947000      4.000000      0.981571      -1.257843      2.691404      138.96420770      24.48571750      53714      2291      312
0.096044      7.569886      43.396100      -1.314307      3.082000      3.500000      0.753404      -0.114411      2.326375      125.74281560      17.92192860      53726      2271      520
0.265230      8.102860      44.239300      -1.004081      2.069000      3.000000      0.944524      -0.793169      2.512428      126.07567560      18.27579710      53726      2271      534
0.155917      7.709195      43.796200      -1.053515      1.692000      2.500000      0.910234      0.019045       2.462830      126.45532910      15.76436500      53726      2274      475
0.120266      8.161098      43.944400      -1.357219      2.706000      3.500000      0.770443      0.405121       2.623065      128.60116810      15.91948090      53726      2274      626
0.330393      8.374346      44.163700      -1.351166      2.048000      4.500000      0.943437      -1.597936      2.649977      139.41937970      22.77976580      53727      2290      380
0.216276      8.509404      44.189000      -1.460924      2.728000      3.500000      0.671723      -1.495794      2.490973      142.52212620      17.65711380      53728      2360      010
0.166555      7.642351      43.762100      -1.020772      3.143000      3.500000      0.634206      -0.147433      2.598789      178.65652290      30.34484570      53729      2225      354
0.088826      7.934352      43.506200      -1.568673      2.656000      2.500000      0.540563      1.201237       2.449723      135.40946040      18.52857570      53729      2283      076
0.180039      7.715021      43.731000      -1.124542      3.080000      3.000000      0.646333      0.135959       2.487672      142.22742230      25.80183090      53733      2294      388
0.281777      7.808514      44.056300      -0.892734      2.589000      3.500000      0.788856      0.206670       2.671450      144.08819730      16.68362930      53733      2369      249
0.133360      8.141603      43.868900      -1.413224      3.024000      3.500000      0.759926      -0.197148      2.499664      146.47725080      21.21300310      53734      2295      299
0.220318      8.137120      44.239300      -1.038341      2.674000      3.000000      0.720899      0.097924       2.748829      157.48167690      24.75649370      53734      2349      590
0.310138      8.358865      44.249100      -1.250285      2.921000      4.000000      0.895290      -1.158339      2.604319      146.44728600      25.04436770      53735      2296      608
0.243573      7.860778      44.320100      -0.681199      3.385000      2.500000      0.510414      -0.156981      3.043719      152.75456800      23.05347530      53735      2343      108
0.133569      7.939001      43.612900      -1.466622      2.374000      2.500000      0.954416      0.950890       2.444632      151.39067940      22.59225090      53735      2343      242
0.304357      8.122076      44.095100      -1.167497      2.224000      4.000000      0.870317      -1.605297      2.481388      151.04875410      24.17307910      53735      2343      384
0.208659      8.086790      44.249300      -0.978011      3.113000      3.500000      0.962859      -0.231338      2.697586      182.83272500      31.75172000      53737      2004      169
0.255072      8.017593      44.294000      -0.864114      2.986000      2.000000      0.650943      1.377207       2.697499      146.09768990      26.15133700      53738      2297      151
0.246707      8.445440      44.014800      -1.571160      2.381000      2.500000      0.811361      0.262954       2.623295      144.72299110      26.94366020      53738      2297      398
0.346647      8.207883      44.389700      -0.958703      2.648000      3.500000      0.902345      -2.139119      2.496522      146.88800460      23.86131040      53738      2341      290
0.121215      7.657859      43.799900      -0.998479      2.758000      2.000000      1.000000      0.720730       2.565956      148.89375300      25.17192050      53738      2341      586
0.313363      8.262760      44.204100      -1.199180      2.633000      4.000000      0.587157      -0.624253      2.599999      148.19569680      26.44614400      53742      2342      121
0.093680      7.898629      43.643700      -1.395450      3.004000      4.000000      0.901854      -0.028095      2.533832      146.89210330      27.39266180      53742      2342      345
0.192553      7.722607      43.560100      -1.303028      2.478000      2.500000      0.848734      0.056128       2.517544      219.46507910      30.18124450      53757      2138      461
0.214125      8.172960      44.075700      -1.237780      2.859000      3.500000      0.822032      -0.627674      2.509053      219.75988820      30.45322670      53757      2138      500
0.133625      8.085873      43.669000      -1.557393      2.359000      2.000000      0.708329      1.186550       2.371311      142.12787120      16.25728290      53758      2368      121
0.252846      8.291466      44.181100      -1.250887      3.169000      4.500000      0.796817      -1.082878      2.521032      201.81937370      15.10377480      53759      1774      529
0.135361      8.121918      43.838800      -1.423639      3.357000      3.500000      0.870231      -0.078268      2.436630      202.47581580      14.95003420      53759      1774      612
0.115523      7.996565      43.606600      -1.530485      2.365000      3.000000      0.716443      0.076266       2.400491      147.59782970      21.19262590      53759      2362      565
0.300223      8.433238      44.434500      -1.139259      2.727000      4.500000      0.844931      -1.258364      2.707613      201.35364380      34.71611490      53762      1993      351
0.229375      8.318415      43.762000      -1.696936      2.551000      3.000000      0.711357      0.174802       2.663900      158.41951160      21.65971500      53763      2367      094
0.354912      8.609251      44.108600      -1.641172      2.426000      4.000000      0.650544      -0.548687      2.713339      221.76647890      28.65354400      53764      2141      173
0.217361      7.931975      43.937300      -1.135196      2.407000      2.500000      0.593639      0.165367       2.609266      147.04811160      17.90469060      53764      2370      236
0.097562      7.988796      43.668300      -1.461016      2.818000      4.000000      0.950990      -1.302886      2.538960      155.29483310      27.89546920      53765      2350      530
0.114873      7.661596      43.512700      -1.289416      2.458000      3.000000      0.860408      0.195996       2.471463      153.51434170      19.60250380      53765      2374      268
0.289317      8.490469      44.304800      -1.326190      2.589000      2.500000      0.453531      -0.460617      2.593769      205.96041320      24.82970580      53767      2246      043
0.183836      8.202704      43.872100      -1.471124      2.152000      2.500000      0.622544      -0.080913      2.585939      151.60398110      18.10366100      53768      2372      202
0.355443      8.656356      44.598900      -1.197977      2.470000      4.000000      0.915994      -1.165654      2.733955      150.80242170      18.95752400      53768      2372      275
0.209547      8.590529      44.035300      -1.695750      2.703000      2.500000      0.413255      0.764588       2.652617      221.18542620      23.50551990      53770      2144      333
0.264122      8.281602      44.090200      -1.331923      3.239000      4.500000      0.925132      -1.634785      2.510560      193.57607560      37.78425750      53772      1989      110
0.141352      7.860726      43.711700      -1.289546      2.626000      2.000000      0.699942      0.788503       2.649957      166.04454190      29.62369400      53786      2211      447
0.239882      8.435834      44.474700      -1.101655      2.556000      4.000000      0.887695      -0.901976      2.606449      161.01221310      26.88785960      53786      2356      016
0.304037      8.487638      44.858900      -0.769259      3.060000      3.000000      0.769117      0.108239       2.581691      158.83941640      27.24944990      53786      2356      269
0.276803      7.983428      44.028400      -1.095549      2.305000      4.500000      0.661708      -1.512567      2.540965      209.15270250      25.88881390      53792      2119      363
0.281153      8.510577      44.426200      -1.224897      3.044000      3.500000      0.517937      -0.926324      2.709962      177.13091310      28.34115600      53792      2221      609
0.391429      8.664859      44.888800      -0.916580      2.667000      4.500000      0.934833      -2.279881      2.605703      211.40527170      28.24631300      53793      2123      366
0.204950      8.015543      43.977200      -1.178864      2.665000      2.500000      0.835013      -0.110953      2.424528      243.28035450      20.81245990      53793      2205      596
0.140815      8.400306      43.817900      -1.722926      2.309000      3.500000      0.495825      0.164457       2.479460      179.09091810      26.16462380      53793      2223      007
0.316625      8.627123      44.585700      -1.181944      3.038000      4.000000      0.854777      -1.874735      2.589493      177.72715370      26.08770750      53793      2223      201
0.231736      8.250443      43.977000      -1.413963      2.685000      2.500000      0.703346      0.331800       2.535221      163.74418870      26.46155400      53793      2357      418
0.214624      8.447600      44.058900      -1.529221      2.817000      2.500000      0.657259      -0.082145      2.670452      164.47178240      26.05717500      53793      2357      511
0.086340      7.793352      43.175700      -1.758172      2.271000      3.000000      0.876786      -0.111946      2.304438      213.15601620      7.74032660       53794      1810      239
0.301685      8.839405      44.380100      -1.599826      2.464000      3.500000      0.864811      -1.685964      2.633956      197.69490320      27.27910870      53794      2243      381
0.283883      8.506230      44.357200      -1.289551      2.459000      3.500000      0.846654      -1.058954      2.578033      199.78263180      27.30781180      53794      2243      585
0.199127      8.425391      44.226800      -1.339112      2.836000      3.500000      0.720582      -1.218873      2.876072      121.43406570      11.51129410      53794      2418      584
0.288291      8.600208      44.342800      -1.397929      2.520000      3.500000      0.909494      -0.652483      2.758805      217.53329820      7.58169330       53795      1812      213
0.167108      7.994781      43.990800      -1.144502      2.680000      3.500000      0.800394      -1.409144      2.586862      218.11533610      9.44683610       53795      1812      451
0.193823      8.253336      43.927200      -1.466657      2.515000      3.500000      0.986036      -0.162212      2.721119      212.54475960      30.25824320      53795      2125      207
0.183512      7.975346      43.590700      -1.525167      2.754000      3.500000      0.770242      -0.123072      2.442985      212.21092390      30.75450630      53795      2125      226
0.229704      7.872064      44.239800      -0.772785      2.687000      2.000000      0.652627      0.418969       2.606915      200.01867200      27.65102420      53795      2244      340
0.055997      7.429071      43.120200      -1.449391      2.641000      2.000000      0.544042      1.145608       2.565496      200.79327690      27.02793430      53795      2244      465
0.179247      7.923351      43.810100      -1.253771      2.880000      2.500000      0.894149      0.467510       2.592496      130.57986470      11.22736380      53795      2426      034
0.138486      7.667206      43.786600      -1.021127      2.194000      2.000000      0.945839      0.944519       2.680508      129.83611790      11.17411360      53795      2426      078
0.271633      8.252563      44.381200      -1.011884      2.632000      3.500000      0.883242      -1.510375      2.568926      129.41675560      10.98395640      53795      2426      190
0.117134      7.951018      43.929300      -1.162239      3.116000      3.500000      0.529931      -0.223661      2.385561      128.85629110      10.82380000      53795      2426      239
0.258494      8.200278      44.177400      -1.163399      3.087000      4.000000      0.933281      -0.176527      2.480852      138.75830540      17.36281250      53795      2439      280
0.198351      7.863973      44.083100      -0.921393      2.642000      4.000000      0.934919      -0.359711      2.503855      161.75790190      27.47827140      53797      2358      180
0.167468      8.414061      43.902000      -1.652582      2.621000      4.000000      0.644745      -1.188097      2.649762      183.94699570      29.64195400      53799      2230      160
0.248327      7.865333      44.119600      -0.886254      3.071000      2.000000      0.433919      0.993552       2.720500      157.73916170      29.26759560      53799      2354      185
0.202066      8.086157      43.944500      -1.282177      2.600000      2.000000      0.734784      1.011222       2.550740      215.22203010      25.22985250      53800      2128      609
0.157833      7.833596      44.015900      -0.958217      3.288000      3.000000      0.497210      -0.762222      2.548521      179.49039230      29.74509830      53815      2224      526
0.278131      8.518905      44.317000      -1.342425      2.876000      4.500000      0.901196      -1.698861      2.695787      223.79248790      31.24360110      53816      1843      560
0.119770      7.946495      43.585200      -1.501816      2.579000      2.500000      0.965697      0.015087       2.505601      173.23849900      27.11404200      53816      2218      593
0.214221      8.264852      44.092400      -1.312973      3.169000      3.000000      0.621056      0.206644       2.810583      184.43180830      26.43159240      53816      2231      219
0.307088      8.207372      44.226900      -1.120993      3.011000      2.500000      0.632943      0.580221       2.705655      206.94350720      34.01437560      53818      2028      165
0.059158      7.553531      43.113200      -1.580851      2.952000      5.000000      0.627444      -0.405059      2.346915      206.07476550      35.75836280      53818      2028      366
0.139250      8.163524      43.836900      -1.467145      2.761000      4.000000      0.670831      -0.777330      2.584681      182.29543880      29.19173870      53818      2228      122
0.179958      7.972898      43.762500      -1.350918      2.986000      3.500000      0.834235      -0.133117      2.405764      141.54666810      14.74822690      53818      2440      033
0.295811      8.163170      44.401200      -0.902491      2.588000      2.500000      0.839997      -0.961415      2.701105      141.08572470      14.60624250      53818      2440      107
0.124815      7.586093      43.622300      -1.104314      2.334000      2.000000      0.551789      2.073528       2.525967      197.73298210      31.96935860      53819      2029      640
0.214678      8.041737      43.713800      -1.468458      2.704000      3.500000      0.702935      -0.032691      2.597001      179.80075160      28.62115790      53819      2226      376
0.163525      7.467318      43.435500      -1.172338      2.530000      3.000000      0.823227      0.319409       2.466972      180.32838540      28.55702910      53819      2226      405
0.267599      8.287851      44.134000      -1.294372      3.078000      3.500000      0.391510      -0.954306      2.560261      210.59923400      28.39350710      53820      2118      607
0.353318      8.811485      44.582900      -1.369105      2.660000      3.500000      0.829555      -0.761519      2.531290      227.87767550      25.22278670      53820      2155      401
0.356976      8.271254      44.299000      -1.112775      2.560000      3.500000      0.887364      -2.040260      2.526685      179.86949640      27.43030570      53820      2227      311
0.166176      8.434549      43.942800      -1.632269      2.595000      2.500000      0.859327      0.265003       2.614005      137.35594630      14.32567770      53826      2434      617
0.224432      8.088398      43.853300      -1.375618      2.747000      4.000000      0.757126      -1.457029      2.423917      136.86552400      14.81685550      53826      2434      624
0.161621      8.140943      44.071900      -1.209564      2.241000      2.000000      0.833145      1.162611       2.465821      223.40661410      9.82580120       53827      1713      075
0.388625      8.464018      44.489000      -1.115538      2.582000      2.500000      0.890967      0.076109       2.674210      224.75436060      12.13112510      53827      1716      501
0.243062      8.019792      44.278500      -0.881813      2.828000      3.000000      0.644360      -0.258716      2.658366      188.78874070      29.81382780      53828      2237      311
0.363070      8.580098      44.770300      -0.950319      3.127000      3.500000      0.736472      -1.222520      2.669079      191.43466030      30.23826210      53828      2237      587
0.217553      7.940996      44.013700      -1.067817      2.659000      2.500000      0.851969      0.554467       2.554278      137.16393540      16.28077630      53828      2435      116
0.073088      8.092608      43.678800      -1.554328      2.631000      3.000000      0.707927      -0.816724      2.462553      136.08911150      17.15926270      53828      2435      435
0.086721      7.667739      43.490400      -1.317859      2.866000      3.500000      0.948599      0.053095       2.632651      234.80354930      26.36473910      53846      1849      437
0.388176      8.237097      44.680000      -0.697618      2.958000      4.000000      0.798810      -1.847045      2.575443      235.35050030      27.01681430      53846      1849      447
0.129065      7.780273      43.652000      -1.268794      2.919000      3.000000      0.749334      0.094799       2.326499      235.46575550      26.31045150      53846      1849      493
0.061757      7.332894      43.574300      -0.899115      2.830000      3.500000      0.628302      -0.115500      2.527505      188.38265430      27.78284480      53847      2235      497
0.114342      7.570752      43.451600      -1.259673      1.949000      2.500000      0.818899      1.283263       2.486450      212.56352820      11.16735920      53848      1705      434
0.204130      8.204105      43.672100      -1.672526      2.551000      3.000000      0.646653      0.588408       2.764732      214.15487880      11.05075390      53848      1705      638
0.363232      8.390770      44.133500      -1.397791      3.091000      3.000000      0.759446      -0.117532      2.582921      137.34701280      18.26750600      53848      2437      413
0.124428      7.565715      43.511300      -1.194936      2.818000      4.000000      0.901387      -0.185652      2.441273      227.11646860      9.90977770       53850      1718      187
0.084143      7.615079      43.506600      -1.249000      2.891000      3.000000      0.800089      0.841201       2.528727      227.07227730      9.80458470       53850      1718      188
0.205509      8.132710      44.084700      -1.188530      3.171000      4.500000      0.914511      -1.302449      2.480438      226.29053760      11.32902120      53850      1718      371
0.195864      8.132419      44.045000      -1.227939      3.040000      3.000000      0.715677      -0.155497      2.570448      199.03765960      9.60521880       53851      1798      192
0.274610      8.609778      44.472200      -1.278099      2.624000      4.500000      0.633231      -1.244498      2.587814      199.69638950      9.79448390       53851      1798      559
0.127715      7.577814      43.267200      -1.451135      2.786000      3.500000      0.811705      0.189169       2.551453      199.84593990      34.49665670      53851      2023      162
0.284547      7.981737      44.235400      -0.886858      2.920000      4.500000      0.660158      -1.510451      2.467322      199.85287940      34.66466340      53851      2023      172
0.250259      7.545459      43.748000      -0.937980      2.429000      2.500000      0.682263      0.527774       2.536615      204.40516770      31.27060800      53851      2094      327
0.248870      8.100422      44.102800      -1.138142      2.987000      3.000000      0.612661      0.160171       2.617112      162.51393950      15.64676330      53851      2480      062
0.310434      7.924680      44.387900      -0.677301      2.742000      2.500000      0.898820      0.007413       2.820181      161.88520440      16.47150960      53851      2480      557
0.327901      8.508769      44.418400      -1.230889      2.534000      4.000000      0.846695      -0.953302      2.749534      232.17192770      10.05989670      53852      1722      164
0.207753      7.793807      43.849300      -1.085027      2.245000      3.000000      0.493834      -0.076886      2.541988      231.78099310      11.23572830      53852      1722      347
0.376950      8.416772      44.637300      -0.919993      3.065000      3.500000      0.892091      -0.077026      2.926024      199.04874750      31.08340570      53852      2104      183
0.175947      7.808182      43.754500      -1.194202      2.962000      3.500000      0.960642      -0.157916      2.716594      162.81014440      15.09185640      53852      2483      220
0.257029      7.976497      44.052800      -1.064218      3.056000      3.000000      0.684889      -0.093016      2.598885      164.91515830      16.61326870      53852      2487      436
0.326278      8.783349      44.296900      -1.626970      2.596000      4.000000      0.922369      -1.895225      3.018556      230.40513610      10.47343620      53854      1720      151
0.338035      8.316437      44.450600      -1.006357      2.718000      3.500000      0.785663      -1.034878      2.745004      228.80088990      11.20311290      53854      1720      326
0.098786      8.259852      43.846500      -1.553873      2.839000      4.000000      0.587351      -1.212460      2.523731      229.81656530      10.81328590      53854      1720      473
0.374542      8.565234      44.626700      -1.079055      2.359000      4.000000      0.874671      -1.390084      2.648719      208.62474680      30.54972000      53854      2116      487
0.269134      8.128968      44.203800      -1.065689      2.621000      3.000000      0.594744      -0.075662      2.523438      168.33342090      16.06915770      53855      2491      092
0.220207      7.930976      43.671500      -1.399996      2.748000      4.000000      0.839277      -0.887002      2.487337      173.49392800      16.38974120      53856      2503      253
0.235831      8.192583      44.106300      -1.226803      2.608000      3.500000      0.864648      0.120604       2.603393      173.63170860      17.46957650      53856      2503      477
0.254825      7.992996      44.282800      -0.850717      2.595000      4.500000      0.781849      -1.862314      2.638816      175.97282820      24.41122530      53856      2505      054
0.139860      7.989192      43.702900      -1.426813      2.190000      2.500000      0.490603      1.998397       2.782782      175.28371090      23.63105380      53856      2505      077
0.298698      8.950375      44.609600      -1.481296      2.491000      4.000000      0.654231      -1.322005      2.665644      175.22140750      25.42960520      53856      2505      545
0.259986      8.275215      44.145400      -1.270335      2.340000      2.000000      0.845382      0.080183       2.595379      231.26809970      8.09347640       53857      1721      045
0.314969      8.399108      44.529000      -1.010628      2.536000      3.500000      0.960944      -0.277096      2.541663      230.47756610      8.72365200       53857      1721      426
0.152224      7.904574      43.911500      -1.133595      3.096000      3.500000      0.644963      -1.587826      2.483004      206.65039160      13.74297110      53857      1777      237
0.187140      8.580565      43.907100      -1.813985      1.700000      2.000000      0.454447      1.784474       2.499172      241.03425080      7.97795650       53858      1729      420
0.184149      8.224869      43.931900      -1.433489      3.198000      3.000000      0.843682      1.572767       2.539589      236.76292500      8.56673310       53859      1724      614
0.201647      7.863507      44.093600      -0.910427      2.928000      4.000000      0.951600      -0.918417      2.572365      237.33474130      7.03806400       53859      1727      284
0.238797      8.110769      44.087300      -1.163990      2.708000      3.500000      0.706181      -1.164366      2.644736      225.61909950      23.32498670      53874      2152      284
0.245016      8.178992      44.244000      -1.075513      2.750000      3.500000      0.902714      -0.731632      2.505107      242.78418290      16.67081530      53875      2200      103
0.239926      8.416428      43.835200      -1.721748      3.245000      4.000000      0.788512      -0.058702      2.541465      228.25925630      9.73513470       53876      1790      217
0.177047      8.116092      44.259900      -0.996713      2.970000      4.500000      0.849634      -1.836148      2.616605      175.65358670      20.98426220      53876      2507      085
0.034823      7.434755      42.783100      -1.792176      3.264000      3.500000      0.785014      0.042387       2.466675      175.22538980      23.12899480      53876      2507      416
0.190387      7.737881      43.756600      -1.121802      2.570000      3.500000      0.716377      -0.145102      2.437105      248.16458520      14.30139180      53877      2204      324
0.283149      8.662385      44.180300      -1.622606      2.910000      4.500000      0.681730      -0.504109      2.570499      248.33492610      14.48712590      53877      2204      367
0.159225      8.034333      43.945800      -1.229053      3.278000      3.000000      0.668091      0.251784       2.505431      230.67649840      21.63214920      53878      2161      251
0.063926      8.045866      43.413600      -1.772787      3.206000      4.000000      0.892610      0.382934       2.458703      215.91021760      27.33603430      53881      2130      013
0.266209      8.275190      44.248200      -1.167511      2.741000      3.500000      0.817592      -1.604223      2.638471      214.87845660      28.52326150      53881      2130      390
0.293016      8.240780      44.565200      -0.816100      2.656000      4.000000      0.916204      -1.854871      2.539406      214.99818010      28.78416170      53881      2130      427
0.156756      7.695479      43.593200      -1.242799      2.869000      2.500000      0.575829      1.645553       2.765127      216.33689400      29.61135210      53881      2130      604
0.142167      7.341616      43.474000      -1.008136      2.465000      2.500000      0.757220      0.342653       2.339364      177.88332760      23.15599440      53882      2511      630
0.340772      8.568062      44.514900      -1.193683      2.800000      3.500000      0.778835      -1.153263      2.601282      243.93207310      6.71240800       53884      1731      508
0.246153      8.271257      44.073200      -1.338577      3.166000      2.000000      0.790593      0.266509       2.474177      201.53868800      9.62420090       53884      1800      172
0.218661      8.024550      44.055200      -1.109871      3.196000      3.000000      0.777680      0.064007       2.530677      214.44614420      10.11468250      53885      1707      311
0.251805      7.753779      44.122100      -0.772200      3.132000      4.000000      0.883060      -0.076912      2.673428      215.07832850      11.32149380      53885      1707      407
0.215104      8.404522      43.616700      -1.928343      2.251000      3.500000      0.743694      0.514793       2.656507      216.84546170      11.22014090      53885      1707      605
0.240138      7.836919      43.813100      -1.164340      3.209000      2.000000      0.357614      0.483970       2.822648      205.11650310      10.09669350      53885      1802      621
0.228918      8.574375      44.092900      -1.621995      2.807000      2.500000      0.476745      1.287094       2.698223      229.94853390      25.36627860      53885      2160      267
