z             LogMbh        LogL5100       LogBolEdd      W2W3          T             ba            beta           FWHMO3Core    RA(degree)        Dec(degree)      MJD        PLATE     FIBER
0.302555      7.710030      44.185600      -0.664951      3.027000      3.500000      0.737718      -0.776553      2.535599      178.05066770      43.27118270      53120      1447      373
0.198685      7.814846      43.927900      -1.027467      2.750000      4.500000      0.903120      -0.404906      2.619033      182.63580490      41.67496680      53120      1448      017
0.052026      7.400035      43.106900      -1.433656      2.269000      3.500000      0.954368      0.023422       2.496414      181.60952450      42.74060120      53120      1448      550
0.081050      7.292504      43.301700      -1.131324      1.982000      2.000000      0.367943      2.145223       2.579231      182.66060220      42.84638380      53120      1448      621
0.273378      8.594491      44.182700      -1.552311      2.873000      4.000000      0.845247      -1.110836      2.436740      185.31850980      11.91871890      53120      1614      269
0.209449      8.569148      44.265500      -1.444168      2.459000      4.000000      0.793828      -1.517808      2.551923      223.44041700      34.55565230      53121      1384      291
0.245309      7.939795      43.807700      -1.272616      2.628000      4.000000      0.669299      -1.091904      2.564698      225.08151210      35.49161070      53121      1384      479
0.070545      7.264968      43.231000      -1.174489      2.059000      2.000000      0.546138      1.694715       2.434340      237.91892140      8.87390520       53137      1726      142
0.224225      7.771590      44.030400      -0.881711      3.082000      3.000000      0.777065      -0.801103      2.646259      175.78078960      11.92653980      53138      1608      198
0.109321      7.286638      43.398100      -1.029058      2.908000      3.000000      0.783800      0.582744       2.738520      174.72588750      12.44163390      53138      1608      354
0.120702      7.481492      43.417000      -1.205012      2.545000      3.500000      0.734223      -0.171971      2.387065      176.24764340      12.76290580      53138      1608      501
0.140360      7.364698      43.384700      -1.120519      2.619000      4.500000      0.767928      -0.615188      2.459351      185.64556840      7.15385030       53140      1625      116
0.070869      7.478944      43.362400      -1.257065      2.747000      3.000000      0.430930      0.450435       2.586325      184.12462870      8.71479480       53140      1625      332
0.165146      7.555702      43.619400      -1.076823      2.781000      3.500000      0.590661      -0.095555      2.457199      239.34227290      35.49126770      53141      1417      552
0.372205      8.206431      44.434000      -0.912952      3.158000      4.000000      0.793365      -1.905555      2.993814      239.79867180      33.95113040      53142      1418      384
0.310083      8.503841      44.044800      -1.599561      2.832000      4.000000      0.812363      0.023367       2.614953      178.48284790      11.43169420      53142      1609      027
0.158206      7.968965      43.755900      -1.353586      2.262000      2.500000      0.591183      0.778481       2.565125      199.40354250      11.64051530      53142      1697      102
0.095405      7.593076      43.362000      -1.371596      2.958000      2.500000      0.813905      0.713805       2.390533      198.28846590      11.38637460      53142      1697      223
0.274170      8.040492      43.838100      -1.342913      2.690000      4.000000      0.986461      0.075565       2.727567      198.38031160      12.57901180      53142      1697      428
0.150475      7.893672      43.447000      -1.587192      2.576000      3.000000      0.823943      0.852744       2.438911      199.41323310      13.26691440      53142      1697      601
0.295320      7.883636      44.154600      -0.869557      2.717000      4.000000      0.738955      -2.072568      2.648520      206.48251010      11.22808740      53142      1701      182
0.108500      7.022010      43.341400      -0.821131      2.873000      3.000000      0.855277      -0.092031      2.499342      213.25874720      35.58027170      53143      1643      206
0.282651      8.941230      44.543200      -1.538550      2.597000      4.000000      0.750141      -1.302370      2.622319      232.88336710      35.57765340      53144      1401      185
0.201154      7.790031      43.919500      -1.011052      2.258000      2.000000      0.531415      0.251475       2.595320      232.49405060      35.88926570      53144      1401      439
0.159270      8.270475      43.827900      -1.583096      3.086000      2.500000      0.645782      1.342647       2.649419      233.03256510      36.74133660      53144      1401      453
0.067550      7.312207      43.141100      -1.311628      2.845000      1.500000      0.549664      2.628029       2.630697      234.84811330      36.16144000      53144      1401      628
0.172042      8.545693      43.825200      -1.861013      2.452000      2.000000      0.694791      2.182426       2.742015      243.35077130      32.65593040      53144      1419      073
0.132757      7.458421      43.522400      -1.076542      2.596000      3.000000      0.496740      1.233754       2.607328      242.62739420      32.52359530      53144      1419      173
0.078906      7.722514      43.377800      -1.485235      3.310000      3.000000      0.454654      -0.215479      2.491096      241.21379740      33.84596680      53144      1419      366
0.058551      7.622720      43.153300      -1.609941      2.732000      2.500000      0.515462      1.428070       2.646847      241.73311720      33.40008650      53144      1419      420
0.328739      8.805109      44.311800      -1.633829      2.976000      4.500000      0.865227      -0.809250      2.674580      179.03092700      11.27299290      53144      1610      123
0.104739      7.671831      43.574400      -1.237951      2.954000      2.000000      0.596013      0.067413       2.466724      178.11159960      12.16436030      53144      1610      229
0.383306      8.800233      44.335900      -1.604854      2.547000      4.500000      0.966111      -0.980610      2.799199      178.84049040      13.18282250      53144      1610      411
0.172019      7.549543      43.552800      -1.137264      2.240000      3.000000      0.524192      0.657928       2.786438      216.11731550      35.32326350      53144      1644      156
0.213596      8.380185      43.906900      -1.613806      2.806000      3.500000      0.908968      0.631922       2.684848      209.59947070      11.46270920      53144      1702      080
0.341708      8.541455      44.378100      -1.303876      2.359000      3.500000      0.955695      -1.116694      2.764915      225.41168170      40.83007910      53146      1398      537
0.235612      7.212867      43.811400      -0.541988      2.847000      3.000000      0.753622      -0.028706      3.107226      245.90443560      31.17228270      53146      1420      603
0.245498      8.209963      44.023000      -1.327483      2.745000      2.000000      0.899863      0.989316       2.479564      224.66441550      45.01794530      53147      1676      152
0.235589      7.854449      44.177300      -0.817670      3.044000      4.500000      0.943182      -1.621647      2.554295      223.15789180      44.99231880      53147      1676      255
0.250581      8.118270      44.108800      -1.149990      2.843000      2.000000      0.606118      0.413327       2.672707      227.79136770      42.57626780      53148      1677      088
0.098962      7.808272      43.530200      -1.418592      2.335000      3.000000      0.498535      0.645508       2.696261      227.50367370      42.48264310      53148      1677      129
0.161100      8.051697      43.848800      -1.343417      3.021000      3.500000      0.476753      -0.003345      2.797751      201.46735280      11.61938170      53148      1699      309
0.151161      7.593600      43.675100      -1.059021      2.815000      2.500000      0.615873      1.381856       2.570435      250.87580700      21.41199150      53149      1570      176
0.125720      7.357799      43.482900      -1.015420      2.116000      3.500000      0.879592      -0.935556      2.393006      250.49955780      22.02952180      53149      1570      608
0.233914      8.118273      43.823800      -1.434994      2.518000      2.500000      0.829446      0.020560       2.556961      251.92706890      22.02040040      53149      1581      530
0.231290      7.976912      43.744300      -1.373133      2.173000      2.000000      0.833086      0.853395       2.519427      234.24936640      41.18325370      53149      1679      077
0.264479      8.063970      44.211500      -0.992990      2.987000      3.000000      0.624757      -1.208773      2.626160      233.40851090      40.80217660      53149      1679      171
0.340283      8.522386      44.227500      -1.435406      2.932000      3.500000      0.773054      0.133095       2.526356      233.08956080      41.17996710      53149      1679      199
0.228857      7.974185      43.959800      -1.154906      2.575000      3.000000      0.752702      -0.040677      2.614107      232.65099010      42.10668100      53149      1679      458
0.209502      8.727625      44.205600      -1.662545      2.661000      4.000000      0.683029      -1.869904      2.761892      233.13251880      42.06188230      53149      1679      532
0.111983      7.451904      43.542400      -1.050025      2.955000      3.500000      0.745077      -0.944200      2.381662      251.23634360      25.94014390      53167      1423      542
0.188599      8.398988      43.785700      -1.753809      2.203000      2.500000      0.923435      0.499652       2.632817      251.56474820      25.69531920      53167      1423      551
0.163726      7.870153      43.783400      -1.227274      2.239000      2.500000      0.851246      0.387958       2.579728      253.87852930      19.09931820      53169      1568      063
0.147999      7.755498      43.846600      -1.049419      2.739000      2.000000      0.798788      0.261436       2.562419      252.26525810      19.05199100      53169      1568      293
0.232950      7.794326      43.865500      -1.069346      2.912000      4.000000      0.961138      -0.784091      2.491465      189.19577020      13.54187560      53169      1616      443
0.233504      7.833079      43.838300      -1.135299      2.823000      3.000000      0.747363      1.081420       2.639927      227.52677350      39.74121510      53172      1399      364
0.081662      7.148406      43.120600      -1.168326      2.553000      3.000000      0.821909      0.528527       2.370609      253.64791530      18.83320870      53172      1567      397
0.176863      8.329633      44.307200      -1.162953      3.113000      3.500000      0.856448      -0.722026      2.668115      254.59302910      18.62644240      53172      1567      491
0.076904      7.304785      42.817800      -1.627505      2.766000      3.000000      0.620815      1.938953       2.688831      237.93955710      38.96048460      53172      1681      402
0.234237      7.570702      43.646000      -1.065223      3.007000      3.500000      0.972783      -0.092100      2.549322      211.84735050      13.96861950      53178      1704      503
0.208849      7.546449      43.653200      -1.033769      2.843000      3.000000      0.875105      -0.129185      2.491310      211.99687320      13.63601940      53178      1704      558
0.338843      8.547706      43.999400      -1.688827      2.873000      3.500000      0.694341      0.711374       2.708953      246.02091690      23.25423340      53226      1573      251
0.193222      7.819116      43.507500      -1.452136      2.902000      4.500000      0.797762      -1.238150      2.575634      237.69223680      33.63545840      53227      1403      479
0.157639      7.580021      43.702200      -1.018341      2.775000      2.000000      0.512121      2.048919       2.609461      245.13126620      32.24327390      53239      1684      202
0.156155      8.247082      43.852100      -1.535502      2.983000      3.500000      0.822382      0.101141       2.448061      245.63116340      22.02731210      53240      1658      192
0.381978      8.831428      44.370300      -1.601648      2.563000      3.000000      0.835723      -1.097524      2.768169      246.31664710      22.49829710      53240      1658      521
0.271393      8.114330      43.915800      -1.339051      2.644000      3.500000      0.615938      -0.988794      2.630824      252.82026770      25.84615810      53260      1691      210
0.157030      7.819952      43.823800      -1.136673      3.073000      3.000000      0.785244      -0.070700      2.891304      121.28554360      52.67165440      53297      1781      301
0.129189      8.135262      43.875300      -1.400483      3.013000      3.000000      0.731223      -0.225646      2.663503      111.73371890      41.02666390      53313      1864      068
0.277774      7.911873      44.070700      -0.981693      2.475000      4.000000      0.923551      -2.030959      2.625474      112.61710690      43.89188970      53314      1866      262
0.261832      8.121032      43.955500      -1.306052      2.562000      2.500000      0.856505      -0.935674      2.557530      112.72809390      45.81630490      53314      1866      381
0.323573      8.186916      44.147500      -1.179937      2.499000      3.500000      0.878516      -0.576266      2.607710      116.93755860      17.58759580      53314      1920      262
0.330487      8.337084      44.513200      -0.964405      2.973000      3.500000      0.752090      -1.092679      2.861777      117.11406340      18.19210760      53314      1920      388
0.178868      7.623012      43.570300      -1.193233      2.978000      3.500000      0.864305      -0.113146      2.520738      121.26524920      18.63786770      53315      1922      002
0.259726      7.657324      44.019500      -0.778344      2.361000      4.000000      0.868115      -1.398402      2.562048      121.51786470      19.00998070      53315      1922      012
0.139712      7.841861      43.605500      -1.376881      2.580000      2.500000      0.952752      0.718001       2.463564      119.76442680      18.72366370      53315      1922      209
0.241097      8.153438      44.063800      -1.230159      2.998000      4.000000      0.845835      -1.693272      2.724356      119.56317900      19.93143240      53315      1922      349
0.146356      7.519817      43.740900      -0.919438      2.953000      4.000000      0.879962      -1.163328      2.567312      120.46501480      20.44464800      53315      1922      378
0.179022      7.851484      44.248800      -0.743204      3.172000      4.500000      0.624288      -1.483913      2.728780      120.33740150      19.80110240      53315      1922      461
0.161622      7.991229      43.726000      -1.405749      2.997000      2.000000      0.683252      1.269853       2.916696      120.38052360      19.98075090      53315      1922      470
0.381814      9.011757      44.859800      -1.292478      3.116000      4.000000      0.713605      -0.302973      2.658482      113.59246410      47.48858690      53317      1867      340
0.126719      7.733563      43.370700      -1.503384      2.741000      3.500000      0.845472      -0.419743      2.427256      115.13411510      47.79982970      53317      1867      549
0.101956      7.845733      43.313200      -1.673054      2.234000      3.500000      0.664000      2.280095       2.730584      118.53333750      15.56397280      53317      1921      091
0.101762      7.570523      43.360100      -1.350944      2.609000      2.500000      0.449968      1.202735       2.621234      124.24977110      22.43021140      53317      1926      183
0.121824      7.712032      43.602900      -1.249652      3.002000      3.500000      0.581715      0.129691       2.572133      120.51640280      19.32172170      53319      1923      379
0.233449      7.819965      44.007900      -0.952585      1.949000      2.500000      0.494961      -0.112126      2.693011      119.20408020      50.17112510      53327      1869      077
0.129360      7.945061      43.536200      -1.549382      3.074000      2.500000      0.695268      0.884781       2.447336      123.61464360      19.53567440      53327      1925      052
0.162435      8.183314      43.659700      -1.664134      2.350000      2.000000      0.700334      1.225546       2.509900      123.33934080      21.61912550      53327      1925      404
0.084318      7.090504      43.287500      -0.943524      2.704000      3.500000      0.761135      -0.664631      2.400055      127.89785380      22.84516550      53349      1929      432
0.144056      7.480650      43.688100      -0.933071      3.128000      3.500000      0.243596      -0.194747      2.585151      154.48784150      34.81289560      53357      1954      120
0.263553      8.204676      44.001800      -1.343397      2.604000      2.500000      0.847167      -0.062610      2.564226      153.94208060      34.92502990      53357      1954      192
0.151865      7.548811      43.527100      -1.162232      2.882000      3.500000      0.690581      0.044207       2.532978      153.68813180      34.69645250      53357      1954      229
0.149405      7.549090      43.502000      -1.187610      2.886000      3.000000      0.639167      1.728564       2.558851      153.22317000      36.22758000      53357      1954      362
0.214564      8.194631      43.993900      -1.341252      3.191000      3.000000      0.689184      0.013526       2.519466      122.45265570      17.12252750      53357      2081      063
0.064917      7.422908      43.133300      -1.430129      2.490000      2.000000      0.704603      0.092932       2.353321      122.79270070      17.66218610      53357      2081      636
0.130899      7.288365      43.481500      -0.947386      1.795000      2.500000      0.739029      1.197509       2.437141      164.68482690      13.07558370      53358      1750      054
0.265166      7.556777      43.796000      -0.901297      2.568000      4.000000      0.856755      -1.632661      2.463781      165.12151110      13.64958510      53358      1750      080
0.122498      8.001816      43.693800      -1.448537      2.824000      3.500000      0.694333      0.280123       2.545980      130.77660590      23.44080940      53358      1931      208
0.204037      7.970747      43.902400      -1.208868      2.976000      3.500000      0.884670      0.004131       2.577325      130.06844040      22.10683610      53360      2084      174
0.116136      8.104682      43.721100      -1.524103      2.258000      1.500000      0.878616      2.186044       2.835649      166.37988010      14.77118970      53377      1751      464
0.094122      7.093054      43.072300      -1.161275      2.731000      4.000000      0.759212      -0.107364      2.379099      152.42088850      31.60954270      53378      1952      109
0.215412      8.220297      43.960100      -1.400717      2.752000      3.000000      0.891407      -0.862300      2.491052      153.44764760      33.20194770      53378      1952      618
0.257022      8.556314      43.935700      -1.761134      2.615000      3.000000      0.624303      -0.065661      2.718749      168.18672290      15.57747430      53379      1752      367
0.220965      7.569695      43.801400      -0.908815      2.935000      2.500000      0.851840      0.132806       2.638760      139.60446580      30.04824110      53379      1938      259
0.231330      8.551882      43.998800      -1.693602      2.891000      2.500000      0.713507      -0.582126      2.710987      141.20866620      31.42288070      53379      1938      607
0.256456      8.065532      43.834100      -1.371952      2.436000      3.500000      0.610083      -0.120380      2.693715      177.64458720      6.43595150       53383      1621      055
0.142978      8.034973      43.634000      -1.541494      2.711000      3.000000      0.760928      0.974507       2.509177      177.43727050      6.59163920       53383      1621      126
0.260511      7.937326      44.043300      -1.034546      2.844000      3.000000      0.561946      -0.836951      2.594211      170.79518520      14.15907420      53383      1753      180
0.143767      7.721614      43.504500      -1.357635      2.628000      2.500000      0.668983      -0.034678      2.615582      169.72015060      14.20028750      53383      1753      266
0.110796      7.709745      43.512500      -1.337766      2.425000      3.000000      0.750388      0.398857       2.678615      171.56086910      15.38888950      53383      1753      618
0.307729      8.260570      44.124600      -1.276491      2.491000      3.000000      0.814670      -0.090655      2.677863      125.04798320      53.96316920      53383      1782      245
0.042515      7.060124      42.834400      -1.366244      2.519000      3.000000      0.715329      0.369883       2.715993      123.35004190      54.37688190      53384      1871      066
0.215357      7.785186      43.850800      -1.074907      2.845000      3.000000      0.753232      -0.949373      2.506499      122.72760070      53.86581090      53384      1871      091
0.268009      8.522649      44.107300      -1.555869      2.578000      4.500000      0.843242      -1.623519      2.608440      120.53733870      54.70402980      53384      1871      262
0.121961      8.047983      43.605100      -1.583404      2.347000      3.000000      0.753534      0.176642       2.720374      121.86162900      55.16207870      53384      1871      497
0.175920      7.714786      43.752200      -1.103107      2.499000      3.000000      0.479702      0.986919       2.409473      172.80262090      13.95980990      53385      1754      139
0.276481      8.056890      44.026700      -1.170711      3.293000      4.500000      0.607840      -0.986396      2.445137      145.62785410      27.68799180      53385      1944      106
0.183737      7.905361      43.769700      -1.276182      2.576000      3.000000      0.914105      -0.723160      2.475204      144.09569550      28.26008100      53385      1944      397
0.137040      7.643873      43.361000      -1.423394      2.677000      3.500000      0.880898      -0.095414      2.497334      156.18900500      33.09811970      53385      1958      231
0.170100      7.627838      43.372000      -1.396359      2.373000      3.500000      0.800171      0.834502       2.572244      183.27346590      6.46875980       53386      1624      126
0.230927      7.626563      43.847600      -0.919484      2.126000      2.000000      0.820723      0.022933       2.682167      182.33892030      6.66027010       53386      1624      319
0.237777      7.945990      43.770800      -1.315711      2.927000      3.000000      0.544935      0.064733       2.704066      129.54156780      55.67658140      53386      1783      031
0.283217      8.489938      44.208100      -1.422359      2.811000      4.500000      0.701443      -0.762638      2.571359      127.61635370      54.50725500      53386      1783      128
0.285231      8.399868      43.907200      -1.633188      1.844000      4.000000      0.740597      -1.603791      2.623898      143.19752750      30.99494590      53386      1941      077
0.242552      7.607514      43.767000      -0.981035      2.874000      3.500000      0.720653      -0.493982      2.522255      141.86791120      31.75202050      53386      1941      431
0.101458      7.899753      43.763500      -1.276773      2.995000      3.500000      0.924689      -1.179584      2.438567      143.93778190      32.03309140      53386      1941      632
0.205856      8.391933      43.850500      -1.681953      2.457000      2.500000      0.819738      -0.106589      2.631547      142.98444210      32.21962530      53386      1943      292
0.137524      7.860180      43.605000      -1.395701      3.110000      4.500000      0.836316      -0.830094      2.499052      144.92761330      32.78090650      53386      1943      531
0.371859      8.687839      44.129800      -1.698559      2.471000      4.000000      0.916894      -1.416738      2.754070      175.66946920      40.35965510      53386      1970      344
0.113127      7.641584      43.515500      -1.266604      2.974000      3.500000      0.909806      0.785918       2.554986      176.94363120      40.79973530      53386      1970      461
0.284429      7.971937      44.052800      -1.059657      2.680000      4.000000      0.606768      -2.052825      2.479397      137.32814130      27.62600010      53387      1935      506
0.285498      8.104496      44.154100      -1.090917      2.749000      2.000000      0.645044      1.593669       2.700677      137.23049650      27.56220490      53387      1935      512
0.242895      8.037795      43.783700      -1.394616      2.564000      2.500000      0.513669      0.681855       2.574744      147.48014230      32.23603640      53387      1945      098
0.075634      7.745857      43.293300      -1.593078      2.936000      3.000000      0.343395      -0.165209      2.548362      139.36904120      27.33083790      53388      1937      208
0.262041      7.960054      44.172000      -0.928575      2.015000      4.000000      0.627421      -1.716911      2.569794      143.37077540      29.29281320      53389      1939      080
0.062537      7.772539      43.245100      -1.667960      2.153000      2.000000      0.950064      1.731780       2.344397      140.83222430      29.76920610      53389      1939      347
0.143197      8.269157      43.441700      -1.967978      2.729000      3.000000      0.619624      0.973952       2.720536      151.71059520      35.77496870      53389      1951      377
0.138833      7.647089      43.430200      -1.357410      2.141000      3.500000      0.673141      0.106545       2.421399      179.82814290      39.16762510      53401      1976      207
0.307002      7.763662      44.182800      -0.721383      2.894000      4.500000      0.672988      -0.165712      2.741938      135.19544560      24.91045400      53401      2086      391
0.326697      8.261438      44.117100      -1.284859      3.002000      4.500000      0.910945      -0.738588      2.581002      137.17718530      24.94898220      53401      2086      550
0.255998      8.132169      43.898100      -1.374589      2.550000      2.000000      0.851843      0.776223       2.477713      136.69073590      25.50549160      53401      2086      561
0.285790      8.149101      44.369700      -0.919922      3.405000      4.500000      0.840790      -1.019722      2.724684      156.33148720      35.54771430      53415      1957      106
0.195161      7.712818      43.559700      -1.293638      2.803000      4.500000      0.868789      -0.645371      2.503079      183.45434120      39.44179540      53415      1995      052
0.276170      8.414145      43.963900      -1.590766      2.490000      3.500000      0.715013      0.374563       2.898631      137.98557780      24.96415180      53415      2087      283
0.342863      8.494180      44.519500      -1.115200      2.823000      4.000000      0.915465      -1.706097      2.461011      200.40965020      51.29526190      53430      1667      109
0.115802      7.755695      43.455700      -1.440515      2.630000      3.000000      0.838447      1.144029       2.564576      200.27454790      51.32875330      53430      1667      118
0.179909      7.961387      43.627200      -1.474707      2.285000      2.500000      0.590906      0.901771       2.508646      172.87195000      31.16240000      53430      1974      231
0.243271      8.139393      43.687300      -1.592614      3.310000      5.000000      0.849227      -0.853469      2.513070      160.82090650      30.66934090      53430      2019      056
0.261423      7.907743      43.976000      -1.072263      2.633000      2.500000      0.727331      -0.184669      2.409910      160.97686400      31.34872330      53430      2019      101
0.116017      7.649386      43.419000      -1.370906      3.077000      1.500000      0.449711      2.188854       2.534291      160.90197910      32.65480560      53430      2019      521
0.266372      7.977649      44.005000      -1.113170      2.767000      4.000000      0.520980      -1.154283      2.570197      147.05141120      30.47458220      53431      1947      369
0.253413      8.347706      44.087900      -1.400327      2.622000      3.500000      0.724973      -0.191123      2.720215      146.67788230      29.42356590      53431      1947      432
0.185430      7.957164      43.624500      -1.473185      2.881000      4.500000      0.909601      -1.136895      2.482442      192.00153610      40.20037620      53431      1985      152
0.274606      7.911345      43.803500      -1.248366      2.931000      4.000000      0.863475      -0.127456      2.455957      189.29359910      33.24361960      53431      2020      250
0.194766      7.752737      43.500300      -1.392958      3.170000      3.500000      0.792782      0.464490       2.607248      203.38909880      50.02565610      53433      1668      082
0.376080      8.317699      44.462100      -0.996119      2.529000      4.000000      0.716499      -2.413579      2.541174      202.89353430      51.16382000      53433      1668      492
0.179279      7.888268      43.688700      -1.340088      2.749000      2.500000      0.630435      0.411372       2.409207      202.77867950      51.15857580      53433      1668      493
0.374409      8.305771      44.342300      -1.103992      2.997000      4.000000      0.833951      -2.253843      2.533085      228.85906780      41.93672820      53433      1678      263
0.174054      8.397284      43.880800      -1.657004      3.042000      2.500000      0.859351      -0.023910      2.557077      229.58465910      42.58084640      53433      1678      424
0.180255      8.172603      43.671300      -1.641824      2.196000      2.500000      0.908524      0.826579       2.618885      168.83656460      39.87653760      53433      1980      506
0.181698      8.152392      44.011900      -1.281013      2.326000      2.500000      0.942978      -1.651323      2.501529      189.84502570      40.87568110      53433      1984      622
0.177324      7.941213      43.817800      -1.263933      2.245000      2.000000      0.815483      0.079581       2.470863      243.91839090      33.15117160      53436      1683      088
0.224783      8.075215      44.068800      -1.146936      2.529000      3.500000      0.705038      -0.842481      2.588389      244.16339750      33.99170540      53436      1683      103
0.188486      8.225150      44.169000      -1.196671      2.583000      4.000000      0.605029      -0.654276      2.571238      242.98840050      34.91083880      53436      1683      469
0.349849      8.246063      44.085500      -1.301084      2.451000      3.000000      0.935218      0.935324       2.495146      186.61760820      13.82046730      53436      1767      050
0.203092      8.102979      43.834700      -1.408799      2.614000      2.500000      0.619178      0.756170       2.513181      149.83532780      30.37995390      53436      1950      445
0.180693      7.933955      43.810800      -1.263675      2.337000      4.000000      0.888498      -0.229190      2.546412      171.74582950      38.57300160      53436      1996      129
0.269572      8.744272      44.282500      -1.602293      2.608000      3.000000      0.578187      -0.837203      2.698740      172.60505860      40.07951600      53436      1996      596
0.165438      8.511491      44.044000      -1.608012      3.023000      4.000000      0.905238      -1.078867      2.687905      208.09159400      49.15055540      53438      1670      260
0.238052      8.306049      43.977100      -1.469469      2.577000      5.500000      0.916914      -1.571049      2.423185      208.60609650      51.14439010      53438      1670      407
0.245795      8.532727      44.022400      -1.650847      2.917000      3.000000      0.870241      0.014126       2.669892      209.68022860      50.42644140      53438      1670      546
0.143600      7.606991      43.434500      -1.313011      2.160000      3.500000      0.822737      0.410916       2.406825      157.15207450      33.12725110      53440      1959      510
0.089465      7.295797      43.158600      -1.277717      2.281000      1.500000      0.352649      1.756189       2.409402      231.56472960      30.38772220      53442      1651      508
0.156986      7.925388      43.542600      -1.523308      2.558000      3.000000      0.905430      0.212968       2.524607      214.97473820      12.55677740      53442      1706      028
0.159647      7.885517      43.784100      -1.241937      2.898000      2.000000      0.748489      1.807545       2.559913      165.79871090      34.23067950      53442      1983      028
0.162248      7.211485      43.497900      -0.854106      2.512000      2.500000      0.682475      1.724568       2.533336      176.34141590      37.29867360      53442      1997      096
0.079506      7.706566      43.639900      -1.207186      2.074000      1.500000      0.572053      2.385895       2.728576      176.17987270      39.61075360      53442      1997      404
0.196240      8.403973      43.741600      -1.802894      3.174000      3.000000      0.600180      0.495589       2.532321      178.02025410      38.64989820      53442      1997      619
0.376506      8.679448      44.249400      -1.570569      2.770000      4.000000      0.882193      -1.051991      2.780423      186.12839400      36.43855080      53442      2003      493
0.188387      8.573588      43.965600      -1.748509      3.368000      2.500000      0.585414      0.774464       2.631260      212.61535730      49.04943660      53446      1671      077
0.242889      8.608070      44.142700      -1.605891      2.516000      3.000000      0.591789      -0.092869      2.699845      254.18074080      25.69352530      53446      1693      425
0.382619      8.588880      44.623900      -1.105501      2.725000      3.500000      0.854990      -0.581792      2.742227      255.36751110      25.29727520      53446      1693      502
0.264897      8.820827      44.287200      -1.674147      2.347000      4.000000      0.753587      -1.371883      2.643582      174.16333840      37.44768720      53446      2036      061
0.127193      7.763005      43.310800      -1.592726      3.229000      3.000000      0.654998      -0.151540      2.370185      172.45746990      37.28152160      53446      2036      270
0.153682      7.494422      43.590800      -1.044143      2.493000      2.000000      0.626367      2.266238       2.525202      171.71767050      37.39467240      53446      2036      314
0.174930      8.020972      43.961100      -1.200392      2.671000      3.000000      0.944450      -0.713230      2.413904      172.07711760      38.10123510      53446      2036      347
0.226683      8.247989      44.060900      -1.327610      2.402000      2.500000      0.843411      0.443902       2.517952      171.15901300      37.37788160      53446      2037      114
0.235211      7.585047      43.742500      -0.983068      2.904000      3.000000      0.483764      -0.027804      2.532264      170.64941730      36.98315280      53446      2037      179
0.253082      7.731569      43.912300      -0.959790      2.243000      4.000000      0.942774      -1.056717      2.391632      171.50811180      38.69178170      53446      2037      605
0.128041      7.830259      43.608700      -1.362080      3.004000      4.000000      0.490001      -1.597637      2.398676      158.12025870      35.03531460      53446      2096      228
0.083854      7.118918      43.220700      -1.038739      2.914000      3.000000      0.437888      0.116960       2.487252      159.94566190      35.99346940      53446      2096      508
0.144606      7.880341      43.849700      -1.171162      2.557000      4.000000      0.918274      -1.534130      2.563479      165.80431920      37.40716100      53447      2091      547
0.254221      8.407647      44.108400      -1.439768      3.090000      4.500000      0.748473      -1.183458      2.463590      213.38414330      49.81665590      53460      1672      330
0.118186      7.546418      43.548000      -1.138939      2.739000      3.000000      0.888680      0.915797       2.583701      206.85897100      38.76760640      53460      2014      376
0.061399      7.514872      43.219700      -1.435693      1.849000      2.000000      0.489261      1.916118       2.687729      207.91009660      38.55194780      53460      2014      484
0.149707      7.913085      43.683200      -1.370405      2.482000      1.500000      0.351888      2.321286       2.704445      167.50923970      31.86964160      53460      2092      366
0.229033      7.591085      43.730000      -1.001606      2.742000      3.000000      0.757427      -0.145621      2.514720      167.62936130      31.81994020      53460      2092      402
0.274821      8.033481      44.244100      -0.929901      2.242000      4.500000      0.664326      -1.903719      2.549444      172.85841390      34.53575270      53460      2098      326
0.318220      8.049282      44.287900      -0.901902      2.931000      3.500000      0.855173      -1.929199      2.613494      215.65327940      47.45597770      53462      1673      296
0.256770      8.087924      43.945900      -1.282545      2.230000      2.000000      0.682029      0.655839       2.554575      217.78596500      48.07390600      53462      1673      548
0.228346      8.082511      43.951600      -1.271431      2.634000      3.500000      0.846973      -1.166594      2.626497      217.54853370      48.78428950      53462      1673      574
0.208196      8.278337      44.063100      -1.355757      2.957000      3.500000      0.698546      -0.944972      2.578588      247.67481340      30.60079830      53463      1685      196
0.115901      7.769287      43.441400      -1.468408      2.573000      1.500000      0.386611      2.103610       2.401642      179.49425950      13.75689580      53463      1763      219
0.166772      7.791180      43.568400      -1.363301      2.378000      2.500000      0.923727      1.808487       2.602346      178.43415410      14.28222950      53463      1763      310
0.342889      8.248705      44.050000      -1.339225      2.791000      4.000000      0.889613      -0.897644      2.630582      162.36229680      30.09013950      53463      1981      222
0.206332      8.089198      43.626400      -1.603318      2.906000      4.000000      0.865683      -0.037578      2.543970      161.19811280      37.01740950      53463      2090      330
0.373901      8.929124      44.490000      -1.579645      2.853000      2.000000      0.764774      0.225384       2.668286      163.10026530      37.50127920      53463      2090      536
0.071714      8.216695      43.511400      -1.845816      3.281000      4.000000      0.755766      0.008746       2.468872      219.50160150      46.27164850      53464      1674      082
0.296598      8.039058      44.272100      -0.907479      2.716000      4.000000      0.905553      -1.605449      2.506786      217.40235360      46.88021860      53464      1674      302
