

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.


queryDateTime:2007-11-21T06:10:20PST



Main Information Table for ABELL 0085



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|pos_ra_equ|pos_dec_equ|Object Type|Velocity|Redshift|Redshift_flag|DistanceArcmin|Number of References|Number of Notes|Number of Photometry Data Points|Number of Position Data Points|Number of Redshift Data Points|Number of Diameter Data Points|Number of Associations
4660|ABELL 0085:[SDG98] 3816| 11.22533 |  -9.91428 |G|||||1|0|0|0|0|0|0
4661|APMUKS(BJ) B004222.61-102106.6| 11.22542 | -10.07842 |G|||||1|0|1|1|0|0|0
4662|ABELL 0085:[SDG98] 3818| 11.22554 |  -8.96775 |G|||||1|0|0|0|0|0|0
4663|ABELL 0085:[SDG98] 3819| 11.22558 |  -9.31717 |G|||||1|0|0|0|0|0|0
4664|ABELL 0085:[SDG98] 3820| 11.22575 |  -9.78953 |G|||||1|0|0|0|0|0|0
4665|APMUKS(BJ) B004222.75-100850.5| 11.22617 |  -9.87403 |G|||||1|0|1|1|0|0|0
4666|SDSS J004454.33-101437.2| 11.22639 | -10.24369 |G| 38785| 0.129374 |    ||1|0|21|2|1|4|0
4667|APMUKS(BJ) B004222.75-095239.5| 11.22646 |  -9.60417 |G|||||1|0|1|1|0|0|0
4668|APMUKS(BJ) B004222.85-092015.4| 11.22733 |  -9.06428 |G|||||1|0|1|1|0|0|0
4669|2MASX J00445476-0909118| 11.22807 |  -9.15331 |G| 23192| 0.077359 |    ||1|0|30|2|2|6|0
4670|APMUKS(BJ) B004223.19-100421.7| 11.22813 |  -9.79922 |G|||||1|0|1|1|0|0|0
4671|APMUKS(BJ) B004223.37-100614.1| 11.22883 |  -9.83056 |G|||||1|0|1|1|0|0|0
4672|ABELL 0085:[SDG98] 3828| 11.22912 |  -8.45461 |G|||||1|0|0|0|0|0|0
4673|APMUKS(BJ) B004223.32-092631.0| 11.22925 |  -9.16847 |G|||||1|0|1|1|0|0|0
4674|2MASX J00445524-0834128| 11.23000 |  -8.57025 |G|||||1|0|10|1|0|2|0
4675|ABELL 0085:[SDG98] 3831| 11.23025 |  -8.72683 |G|||||1|0|0|0|0|0|0
4676|ABELL 0085:[SDG98] 3832| 11.23117 | -10.23006 |G|||||1|0|0|0|0|0|0
4677|ABELL 0085:[SDG98] 3833| 11.23121 |  -8.97719 |G|||||1|0|0|0|0|0|0
4678|ABELL 0085:[SDG98] 3834| 11.23188 | -10.06314 |G|||||1|0|0|0|0|0|0
4679|APMUKS(BJ) B004224.09-095240.5| 11.23208 |  -9.60450 |G|||||1|0|1|1|0|0|0
4680|ABELL 0085:[SDG98] 3836| 11.23246 |  -8.89775 |G|||||1|0|0|0|0|0|0
4681|APMUKS(BJ) B004224.01-084026.4| 11.23279 |  -8.40064 |G|||||1|0|1|1|0|0|0
4682|APMUKS(BJ) B004224.35-095146.3| 11.23308 |  -9.58947 |G|||||1|0|1|1|0|0|0
4683|APMUKS(BJ) B004224.66-103047.3| 11.23383 | -10.23981 |G|||||1|0|1|1|0|0|0
4684|ABELL 0085:[SDG98] 3840| 11.23421 |  -8.96114 |G|||||1|0|0|0|0|0|0
4685|ABELL 0085:[SDG98] 3841| 11.23454 |  -8.84406 |G|||||1|0|0|0|0|0|0
4686|ABELL 0085:[SDG98] 3842| 11.23617 |  -8.42422 |G|||||1|0|0|0|0|0|0
4687|APMUKS(BJ) B004225.22-100208.5| 11.23658 |  -9.76231 |G|||||1|0|1|1|0|0|0
4688|SDSS J004456.78-085813.9| 11.23660 |  -8.97054 |G| 50607| 0.168806 |    ||1|0|21|2|2|4|0
4689|2MASX J00445697-0948158| 11.23738 |  -9.80451 |G| 46419| 0.154837 |    ||1|0|30|2|2|6|0
4690|APMUKS(BJ) B004225.65-094602.3| 11.23867 |  -9.49386 |G|||||1|0|1|1|0|0|0
4691|ABELL 0085:[SDG98] 3847| 11.23871 |  -8.96814 |G|||||1|0|0|0|0|0|0
4692|APMUKS(BJ) B004226.19-093303.3| 11.24100 |  -9.27764 |G|||||1|0|1|1|0|0|0
4693|SDSS J004457.92-090758.3| 11.24137 |  -9.13289 |G| 44358| 0.147963 |    ||1|0|21|2|1|4|0
4694|ABELL 0085:[SDG98] 3850| 11.24137 |  -9.96944 |G|||||1|0|0|0|0|0|0
4695|APMUKS(BJ) B004226.39-100007.6| 11.24154 |  -9.72861 |G|||||1|0|1|1|0|0|0
4696|ABELL 0085:[SDG98] 3852| 11.24208 |  -9.99508 |G|||||1|0|0|0|0|0|0
4697|ABELL 0085:[SDG98] 3854| 11.24229 |  -8.90628 |G|||||1|0|0|0|0|0|0
4698|2MASX J00445820-0915458| 11.24239 |  -9.26279 |G| 28097| 0.093722 |    ||4|0|31|2|2|6|0
4699|ABELL 0085:[SDG98] 3855| 11.24479 |  -9.29811 |G|||||1|0|0|0|0|0|0
4700|ABELL 0085:[SDG98] 3856| 11.24504 |  -9.33708 |G|||||1|0|0|0|0|0|0
4701|APMUKS(BJ) B004227.54-103119.5| 11.24575 | -10.24883 |G|||||1|0|1|1|0|0|0
4702|ABELL 0085:[SDG98] 3858| 11.24592 | -10.01667 |G|||||1|0|0|0|0|0|0
4703|2MASX J00445922-0853228| 11.24683 |  -8.88973 |G|  5804| 0.019360 |    ||8|0|29|2|3|6|0
4704|APMUKS(BJ) B004227.45-084253.6| 11.24713 |  -8.44150 |G|||||1|0|1|1|0|0|0
4705|APMUKS(BJ) B004227.96-101828.6| 11.24775 | -10.03467 |G|||||1|0|1|1|0|0|0
4706|ABELL 0085:[SDG98] 3862| 11.24850 |  -8.99772 |G|||||1|0|0|0|0|0|0
4707|APMUKS(BJ) B004227.92-091423.0| 11.24863 |  -8.96636 |G|||||1|0|1|1|0|0|0
4708|ABELL 0085:[SDG98] 3865| 11.24904 |  -8.64542 |G|||||1|0|0|0|0|0|0
4709|2MASX J00445983-0820418| 11.24933 |  -8.34502 |G|  6175| 0.020599 |    ||3|0|10|2|0|2|0
4710|ABELL 0085:[SDG98] 3866| 11.24950 | -10.05447 |G|||||1|0|0|0|0|0|0
4711|ABELL 0085:[SDG98] 3867| 11.24962 |  -9.58386 |G|||||1|0|0|0|0|0|0
4712|ABELL 0085:[SDG98] 3868| 11.25062 |  -8.32169 |G|||||1|0|0|0|0|0|0
4713|APMUKS(BJ) B004228.56-095225.0| 11.25083 |  -9.60025 |G|||||1|0|1|1|0|0|0
4714|ABELL 0085:[SDG98] 3870| 11.25167 |  -9.38339 |G|||||1|0|0|0|0|0|0
4715|ABELL 0085:[SDG98] 3871| 11.25308 |  -8.43950 |G|||||1|0|0|0|0|0|0
4716|APMUKS(BJ) B004229.24-101801.8| 11.25308 | -10.02722 |G|||||1|0|1|1|0|0|0
4717|APMUKS(BJ) B004229.18-085518.2| 11.25421 |  -8.64839 |G|||||1|0|1|1|0|0|0
4718|APMUKS(BJ) B004229.59-100123.9| 11.25479 |  -9.74986 |G|||||1|0|1|1|0|0|0
4719|APMUKS(BJ) B004229.67-092240.5| 11.25567 |  -9.10458 |G|||||1|0|1|1|0|0|0
4720|ABELL 0085:[SDG98] 3876| 11.25608 |  -8.76489 |G|||||1|0|0|0|0|0|0
4721|ABELL 0085:[SDG98] 3877| 11.25646 |  -8.44003 |G|||||1|0|0|0|0|0|0
4722|ABELL 0085:[SDG98] 3878| 11.25662 |  -8.40203 |G|||||1|0|0|0|0|0|0
4723|2MASX J00450258-0948288| 11.26062 |  -9.80811 |G|  5828| 0.019441 |    ||2|0|30|1|2|6|0
4724|ABELL 0085:[SDG98] 3880| 11.26129 |  -8.62189 |G|||||1|0|0|0|0|0|0
4725|ABELL 0085:[SDG98] 3881| 11.26142 |  -9.24136 |G|||||1|0|0|0|0|0|0
4726|ABELL 0085:[SDG98] 3882| 11.26325 |  -8.89683 |G|||||1|0|0|0|0|0|0
4727|ABELL 0085:[SDG98] 3883| 11.26367 |  -9.14911 |G|||||1|0|0|0|0|0|0
4728|ABELL 0085:[SDG98] 3884| 11.26404 |  -9.31489 |G|||||1|0|0|0|0|0|0
4729|APMUKS(BJ) B004231.58-085732.5| 11.26408 |  -8.68572 |G|||||1|0|1|1|0|0|0
4730|ABELL 0085:[SDG98] 3886| 11.26500 |  -9.44747 |G|||||1|0|0|0|0|0|0
4731|ABELL 0085:[SDG98] 3887| 11.26558 |  -9.50614 |G|||||1|0|0|0|0|0|0
4732|ABELL 0085:[SDG98] 3888| 11.26587 |  -9.18350 |G|||||1|0|0|0|0|0|0
4733|ABELL 0085:[SDG98] 3889| 11.26633 | -10.05944 |G|||||1|0|0|0|0|0|0
4734|ABELL 0085:[SDG98] 3890| 11.26717 |  -8.98006 |G|||||1|0|0|0|0|0|0
4735|APMUKS(BJ) B004232.65-100305.4| 11.26750 |  -9.77808 |G|||||1|0|1|1|0|0|0
4736|APMUKS(BJ) B004233.08-103022.0| 11.26896 | -10.23286 |G|||||1|0|1|1|0|0|0
4737|ABELL 0085:[SDG98] 3893| 11.26904 |  -9.25800 |G|||||1|0|0|0|0|0|0
4738|ABELL 0085:[SDG98] 3894| 11.26929 |  -9.93694 |G|||||1|0|0|0|0|0|0
4739|APMUKS(BJ) B004233.25-102435.5| 11.26979 | -10.13650 |G|||||1|0|1|1|0|0|0
4740|APMUKS(BJ) B004233.26-092208.3| 11.27067 |  -9.09567 |G|||||1|0|1|1|0|0|0
4741|ABELL 0085:[SDG98] 3897| 11.27117 |  -8.97783 |G|||||1|0|0|0|0|0|0
4742|APMUKS(BJ) B004233.50-094608.2| 11.27129 |  -9.49561 |G|||||1|0|1|1|0|0|0
4743|ABELL 0085:[SDG98] 3899| 11.27238 | -10.16958 |G|||||1|0|0|0|0|0|0
4744|ABELL 0085:[SDG98] 3900| 11.27408 |  -8.36275 |G|||||1|0|0|0|0|0|0
4745|ABELL 0085:[SDG98] 3901| 11.27412 |  -9.49822 |G|||||1|0|0|0|0|0|0
4746|APMUKS(BJ) B004234.19-094330.8| 11.27417 |  -9.45197 |G|||||1|0|1|1|0|0|0
4747|APMUKS(BJ) B004234.29-101027.7| 11.27429 |  -9.90106 |G|||||1|0|1|1|0|0|0
4748|ABELL 0085:[SDG98] 3904| 11.27450 | -10.07328 |G|||||1|0|0|0|0|0|0
4749|ABELL 0085:[SDG98] 3905| 11.27671 |  -8.85164 |G|||||1|0|0|0|0|0|0
4750|ABELL 0085:[SDG98] 3906| 11.27721 |  -9.33961 |G|||||1|0|0|0|0|0|0
4751|ABELL 0085:[SDG98] 3907| 11.27725 |  -9.09933 |G|||||1|0|0|0|0|0|0
4752|APMUKS(BJ) B004235.44-095443.6| 11.27929 |  -9.63881 |G|||||1|0|1|1|0|0|0
4753|2MASX J00450724-0824118| 11.28008 |  -8.40325 |G|||||1|0|10|1|0|2|0
4754|ABELL 0085:[SDG98] 3910| 11.28025 |  -8.41592 |G|||||1|0|0|0|0|0|0
4755|APMUKS(BJ) B004235.86-101618.6| 11.28067 |  -9.99858 |G|||||1|0|1|1|0|0|0
4756|APMUKS(BJ) B004235.60-085421.3| 11.28079 |  -8.63267 |G|||||1|0|1|1|0|0|0
4757|APMUKS(BJ) B004235.64-083620.9| 11.28125 |  -8.33258 |G|||||1|0|1|1|0|0|0
4758|APMUKS(BJ) B004235.85-085454.6| 11.28196 |  -8.64197 |G|||||1|0|1|1|0|0|0
4759|2MASX J00450773-0949208| 11.28225 |  -9.82253 |G| 40053| 0.133601 |    ||2|0|31|2|2|6|0
4760|ABELL 0085:[SDG98] 3916| 11.28233 |  -9.33831 |G|||||1|0|0|0|0|0|0
4761|APMUKS(BJ) B004236.07-090019.1| 11.28279 |  -8.73206 |G|||||1|0|1|1|0|0|0
4762|ABELL 0085:[SDG98] 3918| 11.28396 | -10.18294 |G|||||1|0|0|0|0|0|0
4763|ABELL 0085:[SDG98] 3919| 11.28467 | -10.12997 |G|||||1|0|0|0|0|0|0
4764|ABELL 0085:[SDG98] 3920| 11.28533 |  -8.82314 |G|||||1|0|0|0|0|0|0
4765|ABELL 0085:[SDG98] 3921| 11.28558 |  -8.38436 |G|||||1|0|0|0|0|0|0
4766|APMUKS(BJ) B004236.76-085918.4| 11.28575 |  -8.71519 |G|||||1|0|1|1|0|0|0
4767|APMUKS(BJ) B004237.09-100901.2| 11.28588 |  -9.87703 |G|||||1|0|1|1|0|0|0
4768|ABELL 0085:[SDG98] 3924| 11.28658 |  -8.61078 |G|||||1|0|0|0|0|0|0
4769|APMUKS(BJ) B004237.16-093625.3| 11.28671 |  -9.33367 |G|||||1|0|1|1|0|0|0
4770|APMUKS(BJ) B004236.98-083851.3| 11.28679 |  -8.37431 |G|||||1|0|1|1|0|0|0
4771|APMUKS(BJ) B004237.16-084036.6| 11.28750 |  -8.40358 |G|||||1|0|1|1|0|0|0
4772|MCG -02-03-006| 11.28782 |  -9.63171 |G|  6112| 0.020387 |    ||9|1|22|3|4|5|1
4773|ABELL 0085:[SDG98] 3929| 11.28829 |  -9.39083 |G|||||1|0|0|0|0|0|0
4774|APMUKS(BJ) B004237.69-095639.1| 11.28862 |  -9.67075 |G|||||1|0|1|1|0|0|0
4775|SDSS J004509.55-085836.4| 11.28981 |  -8.97680 |G| 45202| 0.150779 |    ||1|0|21|2|2|4|0
4776|APMUKS(BJ) B004238.11-093707.7| 11.29063 |  -9.34547 |G|||||1|0|1|1|0|0|0
4777|ABELL 0085:[SDG98] 3933| 11.29200 | -10.25694 |G|||||1|0|0|0|0|0|0
4778|APMUKS(BJ) B004239.19-085751.9| 11.29583 |  -8.69114 |G|||||1|0|1|1|0|0|0
4779|ABELL 0085:[SDG98] 3935| 11.29696 |  -8.41861 |G|||||1|0|0|0|0|0|0
4780|APMUKS(BJ) B004239.45-084802.5| 11.29700 |  -8.52733 |G|||||1|0|1|1|0|0|0
4781|ABELL 0085:[SDG98] 3937| 11.29775 |  -8.47656 |G|||||1|0|0|0|0|0|0
4782|APMUKS(BJ) B004239.89-093630.7| 11.29804 |  -9.33519 |G|||||1|0|1|1|0|0|0
4783|APMUKS(BJ) B004239.81-085457.8| 11.29842 |  -8.64275 |G|||||1|0|2|1|0|0|0
4784|2MASX J00451165-0943548| 11.29842 |  -9.73189 |G| 16623| 0.055448 |    ||2|0|31|2|2|6|0
4785|APMUKS(BJ) B004240.05-094821.0| 11.29854 |  -9.53244 |G|||||1|0|1|1|0|0|0
4786|APMUKS(BJ) B004240.01-091718.7| 11.29892 |  -9.01531 |G|||||1|0|1|1|0|0|0
4787|ABELL 0085:[SDG98] 3943| 11.29958 |  -8.30058 |G|||||1|0|0|0|0|0|0
4788|ABELL 0085:[SDG98] 3944| 11.30025 | -10.13719 |G|||||1|0|0|0|0|0|0
4789|ABELL 0085:[SDG98] 3945| 11.30267 |  -9.39158 |G|||||1|0|0|0|0|0|0
4790|APMUKS(BJ) B004241.19-100213.3| 11.30304 |  -9.76356 |G|||||1|0|1|1|0|0|0
4791|APMUKS(BJ) B004241.30-093352.7| 11.30396 |  -9.29133 |G|||||1|0|1|1|0|0|0
4792|APMUKS(BJ) B004241.21-083547.6| 11.30454 |  -8.32314 |G|||||1|0|1|1|0|0|0
4793|APMUKS(BJ) B004241.79-083608.0| 11.30687 |  -8.32897 |G|||||1|0|1|1|0|0|0
4794|APMUKS(BJ) B004242.27-095404.8| 11.30750 |  -9.62797 |G|||||1|0|1|1|0|0|0
4795|ABELL 0085:[SDG98] 3951| 11.30800 |  -8.91025 |G|||||1|0|0|0|0|0|0
4796|ABELL 0085:[SDG98] 3952| 11.30896 |  -9.77233 |G|||||1|0|0|0|0|0|0
4797|APMUKS(BJ) B004242.63-095025.6| 11.30929 |  -9.56711 |G|||||1|0|1|1|0|0|0
4798|ABELL 0085:[SDG98] 3954| 11.30933 |  -9.39036 |G|||||1|0|0|0|0|0|0
4799|ABELL 0085:[SDG98] 3955| 11.30992 |  -9.29025 |G|||||1|0|0|0|0|0|0
4800|APMUKS(BJ) B004242.93-095915.9| 11.31042 |  -9.71444 |G|||||1|0|1|1|0|0|0
4801|ABELL 0085:[SDG98] 3957| 11.31071 |  -8.31692 |G|||||1|0|0|0|0|0|0
4802|ABELL 0085:[SDG98] 3958| 11.31096 | -10.23950 |G|||||1|0|0|0|0|0|0
4803|ABELL 0085:[SDG98] 3959| 11.31188 |  -9.38075 |G|||||1|0|0|0|0|0|0
4804|ABELL 0085:[SDG98] 3960| 11.31200 |  -9.65692 |G|||||1|0|0|0|0|0|0
4805|APMUKS(BJ) B004243.42-100801.5| 11.31225 |  -9.86056 |G|||||1|0|1|1|0|0|0
4806|APMUKS(BJ) B004243.47-090432.6| 11.31358 |  -8.80247 |G|||||1|0|1|1|0|0|0
4807|APMUKS(BJ) B004243.62-090442.9| 11.31421 |  -8.80525 |G|||||1|0|1|1|0|0|0
4808|ABELL 0085:[SDG98] 3964| 11.31513 |  -8.67578 |G|||||1|0|0|0|0|0|0
4809|APMUKS(BJ) B004244.16-085318.4| 11.31650 |  -8.61522 |G|||||1|0|1|1|0|0|0
4810|APMUKS(BJ) B004244.57-093356.4| 11.31750 |  -9.29236 |G|||||1|0|1|1|0|0|0
4811|ABELL 0085:[SDG98] 3967| 11.31808 |  -9.49883 |G|||||1|0|0|0|0|0|0
4812|APMUKS(BJ) B004244.89-101709.0| 11.31817 | -10.01258 |G|||||1|0|1|1|0|0|0
4813|ABELL 0085:[SDG98] 3969| 11.31829 |  -8.80956 |G|||||1|0|0|0|0|0|0
4814|ABELL 0085:[SDG98] 3970| 11.32183 |  -9.80950 |G|||||1|0|0|0|0|0|0
4815|ABELL 0085:[SDG98] 3971| 11.32196 | -10.13183 |G|||||1|0|0|0|0|0|0
4816|APMUKS(BJ) B004245.78-100324.7| 11.32204 |  -9.78356 |G|||||1|0|1|1|0|0|0
4817|ABELL 0085:[SDG98] 3973| 11.32258 |  -8.46497 |G|||||1|0|0|0|0|0|0
4818|APMUKS(BJ) B004245.71-091723.0| 11.32263 |  -9.01644 |G|||||1|0|1|1|0|0|0
4819|ABELL 0085:[SDG98] 3975| 11.32283 |  -9.85892 |G|||||1|0|0|0|0|0|0
4820|ABELL 0085:[SDG98] 3976| 11.32317 |  -9.24039 |G|||||1|0|0|0|0|0|0
4821|APMUKS(BJ) B004246.33-100751.3| 11.32437 |  -9.85769 |G|||||1|0|1|1|0|0|0
4822|ABELL 0085:[SDG98] 3978| 11.32521 |  -8.35283 |G|||||1|0|0|0|0|0|0
4823|SDSS J004518.29-084723.3| 11.32623 |  -8.78981 |G| 62425| 0.208227 |    ||1|0|20|1|1|4|0
4824|APMUKS(BJ) B004246.62-091828.5| 11.32638 |  -9.03467 |G|||||1|0|1|1|0|0|0
4825|2MASX J00451845-0856148| 11.32658 |  -8.93747 |G|||||1|0|10|1|0|2|0
4826|APMUKS(BJ) B004247.13-100701.3| 11.32771 |  -9.84383 |G|||||1|0|1|1|0|0|0
4827|ABELL 0085:[SDG98] 3983| 11.32825 |  -8.90492 |G|||||1|0|0|0|0|0|0
4828|APMUKS(BJ) B004247.05-083620.3| 11.32875 |  -8.33244 |G|||||1|0|1|1|0|0|0
4829|APMUKS(BJ) B004247.31-094343.7| 11.32879 |  -9.45547 |G|||||1|0|1|1|0|0|0
4830|APMUKS(BJ) B004247.78-102423.6| 11.33008 | -10.13336 |G|||||1|0|1|1|0|0|0
4831|APMUKS(BJ) B004247.90-102905.1| 11.33054 | -10.21158 |G|||||1|0|1|1|0|0|0
4832|APMUKS(BJ) B004247.67-091820.4| 11.33075 |  -9.03244 |G|||||1|0|1|1|0|0|0
4833|ABELL 0085:[SDG98] 3989| 11.33225 |  -9.67831 |G|||||1|0|0|0|0|0|0
4834|2MASX J00451997-0829181| 11.33317 |  -8.48842 |G|||||1|0|10|1|0|2|0
4835|APMUKS(BJ) B004248.42-095541.0| 11.33329 |  -9.65467 |G|||||1|0|1|1|0|0|0
4836|ABELL 0085:[SDG98] 3992| 11.33458 | -10.28414 |G|||||1|0|0|0|0|0|0
4837|ABELL 0085:[SDG98] 3993| 11.33575 |  -8.48683 |G|||||1|0|0|0|0|0|0
4838|APMUKS(BJ) B004249.27-094254.8| 11.33704 |  -9.44192 |G|||||1|0|1|1|0|0|0
4839|APMUKS(BJ) B004249.68-102508.2| 11.33804 | -10.14581 |G|||||1|0|1|1|0|0|0
4840|APMUKS(BJ) B004249.50-092552.2| 11.33812 |  -9.15800 |G|||||1|0|1|1|0|0|0
4841|ABELL 0085:[SDG98] 3997| 11.33837 |  -8.80456 |G|||||1|0|0|0|0|0|0
4842|SDSS J004521.25-090059.6| 11.33858 |  -9.01658 |G| 36611| 0.122120 |    ||1|0|21|2|2|4|0
4843|APMUKS(BJ) B004249.55-084114.7| 11.33925 |  -8.41414 |G|||||1|0|1|1|0|0|0
4844|APMUKS(BJ) B004249.84-093500.4| 11.33946 |  -9.31019 |G|||||1|0|1|1|0|0|0
4845|APMUKS(BJ) B004250.08-102828.6| 11.33979 | -10.20144 |G|||||1|0|1|1|0|0|0
4846|ABELL 0085:[SDG98] 4002| 11.34029 |  -9.76225 |G|||||1|0|0|0|0|0|0
4847|APMUKS(BJ) B004250.04-092737.5| 11.34054 |  -9.18711 |G|||||1|0|1|1|0|0|0
4848|APMUKS(BJ) B004250.38-103226.0| 11.34096 | -10.26725 |G|||||1|0|1|1|0|0|0
4849|SDSS J004521.85-093700.1| 11.34108 |  -9.61670 |G|  5813| 0.019391 |    ||2|0|22|2|2|4|0
4850|APMUKS(BJ) B004250.14-085745.4| 11.34133 |  -8.68933 |G|||||1|0|1|1|0|0|0
4851|ABELL 0085:[SDG98] 4007| 11.34183 |  -9.09747 |G|||||1|0|0|0|0|0|0
4852|APMUKS(BJ) B004250.98-102312.8| 11.34354 | -10.11369 |G|||||1|0|1|1|0|0|0
4853|ABELL 0085:[SDG98] 4009| 11.34379 |  -8.60969 |G|||||1|0|0|0|0|0|0
4854|APMUKS(BJ) B004251.12-094216.1| 11.34475 |  -9.43119 |G|||||1|0|1|1|0|0|0
4855|ABELL 0085:[SDG98] 4011| 11.34488 |  -8.96728 |G|||||1|0|0|0|0|0|0
4856|APMUKS(BJ) B004251.19-084916.6| 11.34579 |  -8.54803 |G|||||1|0|1|1|0|0|0
4857|APMUKS(BJ) B004251.75-094839.2| 11.34725 |  -9.53756 |G|||||1|0|1|1|0|0|0
4858|APMUKS(BJ) B004251.75-091056.8| 11.34788 |  -8.90914 |G|||||1|0|1|1|0|0|0
4859|APMUKS(BJ) B004252.04-092411.8| 11.34892 |  -9.13014 |G|||||1|0|1|1|0|0|0
4860|APMUKS(BJ) B004252.18-094214.5| 11.34904 |  -9.43069 |G|||||1|0|1|1|0|0|0
4861|ABELL 0085:[SDG98] 4017| 11.35013 |  -9.36519 |G|||||1|0|0|0|0|0|0
4862|ABELL 0085:[SDG98] 4018| 11.35196 |  -8.96542 |G|||||1|0|0|0|0|0|0
4863|APMUKS(BJ) B004252.68-085216.0| 11.35208 |  -8.59789 |G|||||1|0|1|1|0|0|0
4864|APMUKS(BJ) B004252.74-084400.7| 11.35242 |  -8.46033 |G|||||1|0|1|1|0|0|0
4865|ABELL 0085:[SDG98] 4021| 11.35313 |  -8.78983 |G|||||1|0|0|0|0|0|0
4866|APMUKS(BJ) B004253.04-091514.0| 11.35313 |  -8.98069 |G|||||1|0|1|1|0|0|0
4867|ABELL 0085:[SDG98] 4023| 11.35321 |  -8.93333 |G|||||1|0|0|0|0|0|0
4868|2MASX J00452489-0832501| 11.35358 |  -8.54722 |G|||||1|0|10|1|0|2|0
4869|2MASX J00452509-0837581| 11.35425 |  -8.63289 |G| 22913| 0.076429 |    ||1|0|10|1|0|2|0
4870|ABELL 0085:[SDG98] 4026| 11.35433 |  -9.83606 |G|||||1|0|0|0|0|0|0
4871|ABELL 0085:[SDG98] 4027| 11.35437 |  -9.83039 |G|||||1|0|0|0|0|0|0
4872|ABELL 0085:[SDG98] 4028| 11.35471 |  -9.91819 |G|||||1|0|0|0|0|0|0
4873|APMUKS(BJ) B004253.51-085101.4| 11.35542 |  -8.57711 |G|||||1|0|1|1|0|0|0
4874|ABELL 0085:[SDG98] 4030| 11.35633 |  -9.56219 |G|||||1|0|0|0|0|0|0
4875|APMUKS(BJ) B004254.12-095018.6| 11.35717 |  -9.56525 |G|||||1|0|1|1|0|0|0
4876|APMUKS(BJ) B004254.21-092323.9| 11.35792 |  -9.11678 |G|||||1|0|1|1|0|0|0
4877|APMUKS(BJ) B004254.32-090351.2| 11.35871 |  -8.79103 |G|||||1|0|1|1|0|0|0
4878|APMUKS(BJ) B004254.33-084205.7| 11.35913 |  -8.42833 |G|||||1|0|1|1|0|0|0
4879|APMUKS(BJ) B004255.24-084543.8| 11.36196 |  -8.48889 |G|||||1|0|1|1|0|0|0
4880|ABELL 0085:[SDG98] 4036| 11.36213 | -10.25111 |G|||||1|0|0|0|0|0|0
4881|APMUKS(BJ) B004255.25-091440.7| 11.36229 |  -8.97144 |G|||||1|0|1|1|0|0|0
4882|ABELL 0085:[SDG98] 4038| 11.36279 |  -9.52950 |G|||||1|0|0|0|0|0|0
4883|ABELL 0085:[SDG98] 4039| 11.36412 |  -9.80942 |G|||||1|0|0|0|0|0|0
4884|APMUKS(BJ) B004255.96-100410.3| 11.36446 |  -9.79622 |G|||||1|0|1|1|0|0|0
4885|ABELL 0085:[SDG98] 4041| 11.36487 |  -9.01756 |G|||||1|0|0|0|0|0|0
4886|ABELL 0085:[SDG98] 4042| 11.36487 |  -8.57806 |G|||||1|0|0|0|0|0|0
4887|APMUKS(BJ) B004256.07-094508.5| 11.36521 |  -9.47917 |G|||||1|0|1|1|0|0|0
4888|APMUKS(BJ) B004256.22-100614.5| 11.36562 |  -9.83086 |G|||||1|0|1|1|0|0|0
4889|ABELL 0085:[SDG98] 4045| 11.36625 |  -9.29853 |G|||||1|0|0|0|0|0|0
4890|ABELL 0085:[SDG98] 4046| 11.36688 |  -9.46392 |G|||||1|0|0|0|0|0|0
4891|APMUKS(BJ) B004256.71-101023.3| 11.36763 |  -9.89994 |G|||||1|0|1|1|0|0|0
4892|SDSS J004528.53-101011.7| 11.36796 | -10.17036 |G|130385| 0.434916 |    ||1|0|1|1|0|0|0
4893|APMUKS(BJ) B004256.66-091152.5| 11.36821 |  -8.92464 |G|||||1|0|1|1|0|0|0
4894|APMUKS(BJ) B004256.78-093612.3| 11.36833 |  -9.33019 |G|||||1|0|1|1|0|0|0
4895|APMUKS(BJ) B004256.91-092925.1| 11.36900 |  -9.21694 |G|||||1|0|1|1|0|0|0
4896|ABELL 0085:[SDG98] 4052| 11.36946 |  -9.46386 |G|||||1|0|0|0|0|0|0
4897|APMUKS(BJ) B004257.34-094658.6| 11.37054 |  -9.50964 |G|||||1|0|1|1|0|0|0
4898|APMUKS(BJ) B004257.20-084140.5| 11.37096 |  -8.42131 |G|||||1|0|1|1|0|0|0
4899|APMUKS(BJ) B004257.43-085858.4| 11.37171 |  -8.70969 |G|||||1|0|1|1|0|0|0
4900|APMUKS(BJ) B004257.71-100240.6| 11.37179 |  -9.77131 |G|||||1|0|1|1|0|0|0
4901|APMUKS(BJ) B004257.68-085055.4| 11.37283 |  -8.57550 |G|||||1|0|1|1|0|0|0
4902|APMUKS(BJ) B004258.14-103124.7| 11.37312 | -10.25033 |G|||||1|0|1|1|0|0|0
4903|APMUKS(BJ) B004257.93-091255.4| 11.37346 |  -8.94217 |G|||||1|0|1|1|0|0|0
4904|ABELL 0085:[SDG98] 4060| 11.37392 |  -8.38233 |G|||||1|0|0|0|0|0|0
4905|APMUKS(BJ) B004258.73-093234.7| 11.37667 |  -9.26992 |G|||||1|0|1|1|0|0|0
