"DfGas","DsSFR"
0.150180623593371,0.06324684638009
-0.23404993928379,0.171521569854024
0.219266732311871,0.191675248094174
-0.134416713392427,-0.104978740380346
-0.45033630813635,-0.0930851724845757
-0.0269549500275419,0.212588741289076
-0.365926626293738,-0.620916670398788
0.0440156545822702,0.336996599780732
0.13846334713042,0.102523714794658
-0.00747110285274191,0.180754025582219
0.341910509302519,0.183800421969068
0.0229226553986161,-0.128964185968329
-0.098925127039272,-0.473180855741694
-0.166215792266779,0.0815085021518306
-0.0754905755098643,-0.186870490683543
-0.111123798897387,0.476633201057807
0.124642294474933,-0.00161252057938285
0.240476328355054,0.0967297034511474
-0.119397715412205,-0.143348692650656
-0.053836211698125,0.0308213728093153
-0.223346971797245,0.236890277372
0.0109518158296791,-0.15595371656282
-0.327001840801263,0.48968229890927
-0.310347818504972,-0.079541068929512
-0.475624671883989,-0.122647196937907
-0.25844814911645,0.200834218961838
0.377570429844315,0.116860929816427
0.149637206635825,0.029363718905192
0.0216559665061256,-0.467373688104385
-0.157424787913147,0.439738965678278
0.241590254958188,-0.194995955886836
-0.168629154594494,-0.492181215746339
0.0649762695163738,-0.0862168326416238
-0.171045708710846,-0.096681177213508
-0.00820836473138082,-0.127293464844737
-0.227433185121936,-0.0778087875541236
-0.0792187025091551,0.295620016906799
0.0614636658844339,-0.238432428051802
-0.106179765644018,-0.274232832452713
0.232117175761211,0.270977774904937
-0.407248865857742,-0.0850240502100878
0.12642145848307,-0.00179253942729904
-0.123300970791037,0.162439554447957
-0.0813813362683061,0.025019942761878
0.0531459344478445,-0.471576926450305
0.327235705512958,-0.523168791113876
-0.276591672232884,0.0960778762555583
0.0665695619709089,-0.279447632393478
-0.112169975189132,-0.162570587367923
0.438314606377705,-0.22227769516599
0.0258663101920147,0.0744850104854401
-0.204121323474786,-0.114588261393664
0.325101705732493,-0.049284206476241
-0.0421026828673985,0.224409066310822
-0.0208899879863793,0.00717476556185011
0.455290126890634,0.201414022877507
-0.0424314506561928,-0.14551312543788
-0.17736137404799,-0.147725435984474
-0.393331135701625,0.23844292385771
-0.239628501502046,0.114050482947043
-0.0257318378306795,0.180547729222021
-0.252120697907149,0.26887700549374
-0.00810198903359792,0.102835120703237
0.16100216894872,0.198882894045615
-0.257998839695865,-0.313751568680507
-0.270549054102411,-0.0252670624357335
-0.442642441813576,0.148161718455029
-0.191427364535831,0.233542199993825
0.39214488134787,0.108595590620147
0.133545013832175,-0.207803363316535
-0.202956284894513,-0.194887880565452
0.331763838854275,-0.595878984713617
-0.163142728720734,0.055267571968515
0.184063523469692,0.025011105306525
-0.0545891381952772,0.208681087116321
0.195583262672252,-0.348609399934428
0.105840283953276,0.464312418997119
0.138690174736235,0.102468652935147
-0.4166645170135,0.382885572613923
-0.0110243061233973,0.136406525051435
-0.0804948284011878,-0.152223390426254
0.216632430478003,-0.0128981378867141
0.365733547093356,0.200095654897467
0.2499364901696,0.113322094466231
-0.201362498872141,0.293766933434673
-0.0864785280086283,-0.169846185750472
