PSO Pan-STARRS1    Identifier RAdeg    DECdeg     Period    PM
PSO J010.0867+40.8246 1733768 10.08670 40.82463   4.616423  0.000515
PSO J010.0424+40.8306 1736503 10.04243 40.83055   4.598831  0.000458
PSO J010.1007+40.8551 1746609 10.10074 40.85508   4.256559  0.000408
PSO J010.1338+40.8643 1750345 10.13376 40.86431   4.943793  0.000464
PSO J010.0394+40.8657 1751145 10.03940 40.86566   4.850184  0.000602
PSO J010.2062+40.8832 1757967 10.20616 40.88318   4.932163  0.000563
PSO J010.3018+40.8900 1760384 10.30177 40.88995   4.470212  0.000390
PSO J010.1722+40.8901 1760756 10.17220 40.89007   4.154218  0.000511
PSO J010.1708+40.8957 1763097 10.17083 40.89572   4.168354  0.000455
PSO J010.1755+40.9092 1768789 10.17547 40.90923   4.575356  0.000498
PSO J010.0284+40.9145 1771472 10.02839 40.91451   4.312605  0.000416
PSO J010.1681+40.9188 1772928 10.16809 40.91884   4.104044  0.000787
PSO J011.0299+41.2078  177322 11.02986 41.20784   4.696009  0.000297
PSO J010.1968+40.9288 1777144 10.19682 40.92884   4.249492  0.000358
PSO J010.0566+40.9442 1783587 10.05661 40.94419   4.653258  0.000299
PSO J009.9639+40.9745 1795370 09.96394 40.97450   4.588778  0.000464
PSO J010.0364+40.9904 1801796 10.03645 40.99042   4.358164  0.000583
PSO J010.1707+41.0029 1806409 10.17074 41.00287   4.687710  0.000624
PSO J010.2125+41.0118 1809875 10.21246 41.01176   4.780150  0.000963
PSO J010.1839+41.0228 1814082 10.18395 41.02279   4.111725  0.000829
PSO J010.0799+41.0227 1814285 10.07989 41.02267   4.383015  0.000392
PSO J010.2535+41.0290 1816166 10.25351 41.02897   4.472619  0.000410
PSO J010.0326+41.0302 1817083 10.03258 41.03017   4.288914  0.000397
PSO J010.2273+41.0453 1822550 10.22733 41.04529   4.894946  0.000520
PSO J010.2403+41.0497 1824191 10.24034 41.04968   4.170287  0.000776
PSO J010.3163+41.0809 1832909 10.31628 41.08094   4.599272  0.007633
PSO J010.2620+41.0843 1833690 10.26203 41.08426   4.275606  0.003220
PSO J009.7329+40.7166 1842798 09.73286 40.71659   4.321804  0.001018
PSO J009.7853+40.7193 1843342 09.78532 40.71926   4.613673  0.000384
PSO J009.8063+40.7660 1854858 09.80627 40.76602   4.790401  0.000477
PSO J009.8131+40.7932 1861726 09.81312 40.79317   4.823682  0.000521
PSO J009.7633+40.7982 1863024 09.76334 40.79819   4.933687  0.000539
PSO J009.8857+40.8922 1885006 09.88574 40.89219   4.419370  0.000408
PSO J011.0858+41.2694  194000 11.08581 41.26943   4.568045  0.000516
PSO J011.8550+41.8695 1971185 11.85502 41.86947   4.191839  0.000595
PSO J012.0122+42.1045 2002176 12.01224 42.10448   4.733500  0.000497
PSO J011.4427+41.7999 2017428 11.44271 41.79988   4.398030  1.554560
PSO J011.4832+41.8207 2020758 11.48319 41.82068   4.958504  0.000567
PSO J011.3787+41.8243 2021561 11.37874 41.82434   4.254378  0.000707
PSO J011.4436+41.8387 2025942 11.44363 41.83871   4.249428  0.000784
PSO J011.4772+41.8435 2027561 11.47723 41.84347   4.030265  0.000300
PSO J011.3907+41.8483 2029033 11.39072 41.84833   4.836471  0.000713
PSO J011.4351+41.8639 2035182 11.43513 41.86390   4.080363  0.000493
PSO J011.5506+41.8695 2037656 11.55062 41.86953   4.206912  0.000402
PSO J011.4095+41.8739 2039170 11.40950 41.87390   4.155054  0.000575
PSO J011.4608+41.8903 2045932 11.46077 41.89029   4.972845  0.000360
PSO J011.3951+41.9096 2054055 11.39512 41.90955   4.486417  0.000977
PSO J011.5610+41.9138 2056229 11.56105 41.91375   4.371045  0.000367
PSO J011.5155+41.9237 2060298 11.51546 41.92375   4.570407  0.000499
PSO J011.4411+41.9285 2062161 11.44109 41.92855   4.431703  0.000393
PSO J011.3778+41.9305 2062809 11.37780 41.93051   4.625274  0.000705
PSO J011.4547+41.9327 2063956 11.45466 41.93269   4.017456  0.000461
PSO J011.6181+41.9388 2066853 11.61809 41.93884   4.777877  0.000516
PSO J011.5946+41.9407 2067542 11.59457 41.94069   4.291134  0.000383
PSO J011.3662+41.9526 2072143 11.36619 41.95258   4.135334  0.000468
PSO J011.3473+41.9542 2072820 11.34732 41.95419   4.447816  0.000671
PSO J011.4633+41.9555 2073583 11.46335 41.95551   4.150518  0.000295
PSO J011.4559+41.9629 2076917 11.45593 41.96287   4.056028  0.000298
PSO J011.3027+41.9667 2078295 11.30272 41.96668   4.053816  0.013220
PSO J011.1388+41.3293  208114 11.13875 41.32932   4.585442  0.000736
PSO J011.3990+41.9754 2082369 11.39898 41.97536   4.620702  0.000636
PSO J011.4327+41.9754 2082430 11.43272 41.97544   4.217877  0.001075
PSO J011.4325+41.9756 2082564 11.43248 41.97564   4.217354  0.000553
PSO J011.7400+41.9793 2084906 11.73999 41.97928   4.530718  0.000443
PSO J011.7405+41.9805 2085451 11.74053 41.98055   4.095525  0.000388
PSO J011.6322+41.9883 2088546 11.63225 41.98834   4.124370  0.000448
PSO J011.4135+41.9900 2088804 11.41349 41.98998   4.520288  0.000739
PSO J011.4275+41.9978 2092302 11.42751 41.99783   4.778335  0.000978
PSO J011.7082+42.0042 2095925 11.70819 42.00421   4.319098  0.000476
PSO J011.6584+42.0120 2099155 11.65840 42.01199   4.248197  0.000375
PSO J011.7639+42.0324 2108086 11.76386 42.03236   4.489850  0.000678
PSO J011.7636+42.0325 2108147 11.76364 42.03252   4.489352  0.000439
PSO J011.5114+42.0385 2109932 11.51143 42.03850   4.272513  0.000973
PSO J011.1341+41.3425  211093 11.13411 41.34252   4.650760  0.000455
PSO J011.7693+42.0453 2113400 11.76929 42.04532   4.207649  0.000322
PSO J011.7002+42.0528 2116147 11.70017 42.05278   4.226151  0.000421
PSO J011.3845+42.0664 2120776 11.38449 42.06645   4.155621  0.000824
PSO J011.6255+42.0672 2121543 11.62547 42.06720   4.540941  0.001614
PSO J011.7245+42.0667 2121593 11.72450 42.06665   4.674588  0.000306
PSO J011.7779+42.0701 2122971 11.77785 42.07006   4.955737  0.001489
PSO J011.6990+42.0795 2126390 11.69902 42.07954   4.600875  0.000416
PSO J011.7609+42.0811 2127172 11.76085 42.08107   4.702394  0.001143
PSO J011.7151+42.0829 2127755 11.71507 42.08287   4.706692  0.000579
PSO J011.7624+42.0892 2130171 11.76242 42.08921   4.574308  0.001371
PSO J011.7549+42.1351 2146265 11.75493 42.13511   4.312613  0.000633
PSO J011.8005+42.1452 2149517 11.80047 42.14524   4.113313  1.420860
PSO J011.6121+42.1570 2152543 11.61213 42.15696   4.096838  0.000651
PSO J011.6646+42.1609 2153495 11.66461 42.16093   4.893370  0.000717
PSO J011.6932+42.1650 2154343 11.69323 42.16496   4.186530  0.001085
PSO J011.7449+42.1668 2154805 11.74494 42.16676   4.655324  0.000596
PSO J011.5160+42.1885 2159099 11.51597 42.18849   4.367304  0.000553
PSO J011.6641+42.1886 2159269 11.66408 42.18862   4.885210  0.000915
PSO J011.6467+42.2026 2161894 11.64674 42.20264   4.872128  0.001143
PSO J011.6531+42.2075 2162526 11.65310 42.20749   4.994722  0.000609
PSO J010.9248+41.8412 2175874 10.92483 41.84119   4.977920  0.001223
PSO J011.3031+41.3696  217694 11.30306 41.36959   4.219893  0.000317
PSO J010.9215+41.8442 2177285 10.92147 41.84424   4.964329  0.001512
PSO J010.9181+41.8450 2177632 10.91813 41.84498   4.689681  0.002203
PSO J010.9803+41.8464 2178225 10.98031 41.84637   4.092136  0.000717
PSO J011.0759+41.8464 2178297 11.07589 41.84641   4.686630  0.001217
PSO J011.0090+41.8494 2179589 11.00903 41.84938   4.508961  0.000678
PSO J011.1227+41.8496 2179768 11.12269 41.84957   4.962056  0.000498
PSO J010.9261+41.8530 2181138 10.92610 41.85302   4.985907  0.002211
PSO J010.9262+41.8532 2181211 10.92619 41.85324   4.987146  0.001059
PSO J010.9805+41.8614 2184551 10.98054 41.86140   4.153863  0.000546
PSO J011.2228+41.8710 2188754 11.22284 41.87098   4.956047  0.000522
PSO J011.1711+41.8858 2195120 11.17109 41.88580   4.679442  0.000446
PSO J011.2783+41.8936 2198527 11.27835 41.89357   4.774252  0.001396
PSO J010.9969+41.8946 2198729 10.99690 41.89460   4.480976  0.000366
PSO J010.8326+41.9032 2202212 10.83259 41.90316   4.713204  0.000470
PSO J010.9148+41.9112 2205460 10.91479 41.91117   4.207122  0.000387
PSO J010.9475+41.9193 2208213 10.94748 41.91926   4.096949  0.000507
PSO J010.9063+41.9255 2210342 10.90631 41.92553   4.658761  0.001124
PSO J011.1299+41.9254 2210354 11.12992 41.92542   4.077410  0.000551
PSO J011.1100+41.9289 2211644 11.11001 41.92891   4.010561  0.000507
PSO J011.1859+41.9300 2212098 11.18588 41.93003   4.671843  0.000525
PSO J010.9903+41.9443 2217008 10.99028 41.94433   4.274675  0.000558
PSO J010.9728+41.9491 2218697 10.97278 41.94913   4.251253  0.000420
PSO J011.1406+41.9540 2220629 11.14063 41.95399   4.559586  0.000600
PSO J011.0365+41.9710 2226356 11.03646 41.97098   4.856545  0.000572
PSO J011.0158+41.9729 2227005 11.01581 41.97292   4.700519  0.000582
PSO J011.0798+41.9737 2227317 11.07979 41.97372   4.828110  0.000825
PSO J011.0253+41.9757 2227912 11.02534 41.97572   4.893017  0.000905
PSO J010.9412+41.9859 2231186 10.94123 41.98595   4.757113  0.000620
PSO J011.0303+42.0089 2238369 11.03034 42.00885   4.378397  0.000663
PSO J011.1666+42.0674 2255934 11.16664 42.06744   4.696042  0.000544
PSO J011.0546+42.0720 2257133 11.05465 42.07197   4.546629  0.000535
PSO J011.1728+42.0804 2259673 11.17277 42.08040   4.337155  0.000491
PSO J011.1782+41.4033  226297 11.17816 41.40328   4.981575  0.000767
PSO J011.0987+42.1001 2265197 11.09870 42.10013   4.150834  0.000347
PSO J011.0742+42.1174 2270172 11.07425 42.11740   4.836605  0.000689
PSO J011.2954+42.1198 2271039 11.29543 42.11976   4.423500  0.000535
PSO J011.2721+42.1242 2272248 11.27212 42.12416   4.790535  0.000497
PSO J011.2337+42.1338 2275047 11.23370 42.13378   4.125097  0.000360
PSO J011.1684+42.1349 2275298 11.16844 42.13486   4.612621  0.000436
PSO J011.1608+42.1585 2281046 11.16077 42.15849   4.397322  0.000490
PSO J010.8201+41.9080 2304500 10.82014 41.90796   4.161687  0.000448
PSO J010.7923+42.0745 2332606 10.79225 42.07447   4.050053  0.000486
PSO J011.2380+41.4529  239811 11.23805 41.45286   4.972737  0.000529
PSO J012.0966+42.2247 2417724 12.09661 42.22466   4.039746  0.000538
PSO J011.8608+42.2542 2421605 11.86076 42.25417   4.319113  0.000898
PSO J011.8844+42.2847 2427046 11.88437 42.28472   4.181476  0.000612
PSO J011.8875+42.2898 2427936 11.88747 42.28976   4.296503  0.000735
PSO J011.9239+42.3152 2432332 11.92387 42.31521   4.103941  0.000754
PSO J011.8908+42.4049 2445626 11.89076 42.40494   4.536635  0.000620
PSO J011.9020+42.5012 2457033 11.90201 42.50115   4.109959  1.410220
PSO J011.9309+42.5313 2459723 11.93095 42.53133   4.624000  0.013175
PSO J011.5776+42.2154 2470817 11.57763 42.21537   4.585081  0.000739
PSO J011.6331+42.2447 2479554 11.63306 42.24473   4.763864  0.000505
PSO J011.6364+42.2464 2480096 11.63637 42.24641   4.266877  0.000475
PSO J011.3737+42.2564 2482628 11.37366 42.25638   4.090010  0.002164
PSO J011.5966+42.2695 2486560 11.59663 42.26948   4.350774  0.000397
PSO J011.5541+42.3098 2496781 11.55412 42.30975   4.811157  0.000736
PSO J011.6959+42.3103 2497097 11.69590 42.31031   4.051318  0.000394
PSO J011.4461+42.3260 2500310 11.44607 42.32602   4.276475  0.000562
PSO J011.8284+42.3384 2503588 11.82836 42.33835   4.630223  0.000748
PSO J011.6015+42.3449 2504604 11.60146 42.34488   4.169369  0.000316
PSO J011.5371+42.3497 2505601 11.53708 42.34971   4.299559  0.000337
PSO J011.6565+42.3583 2507733 11.65654 42.35830   4.927945  0.000645
PSO J011.4774+42.3604 2507975 11.47735 42.36042   4.339250  0.000407
PSO J011.5666+42.3680 2509583 11.56660 42.36804   4.096196  0.000459
PSO J011.5437+42.3720 2510303 11.54369 42.37203   4.158728  0.000367
PSO J011.5080+42.3777 2511324 11.50801 42.37766   4.179198  0.000414
PSO J011.6863+42.4014 2516316 11.68634 42.40139   4.005489  0.000431
PSO J011.6724+42.4029 2516582 11.67239 42.40291   4.633366  0.000486
PSO J011.7207+42.4053 2517093 11.72073 42.40532   4.091890  0.000440
PSO J011.6781+42.4107 2517997 11.67807 42.41074   4.196255  0.000460
PSO J011.6874+42.4107 2518009 11.68744 42.41072   4.361604  0.000461
PSO J011.7150+42.4256 2520754 11.71496 42.42561   4.808829  0.000718
PSO J011.4882+42.4304 2521375 11.48820 42.43039   4.486937  0.000431
PSO J011.6017+42.4566 2525625 11.60173 42.45664   4.240157  0.000418
PSO J010.4400+40.6380 2759466 10.43997 40.63797   4.938535  0.000695
PSO J010.5306+41.2791  276746 10.53061 41.27911   4.799716  0.000471
PSO J010.0269+40.4751 2794992 10.02693 40.47511   4.058740  0.000434
PSO J010.0410+40.4981 2801935 10.04095 40.49806   4.922601  0.000449
PSO J010.1300+40.5272 2811018 10.13005 40.52721   4.667902  0.000729
PSO J010.1603+40.5279 2811169 10.16034 40.52788   4.905489  0.000840
PSO J010.1035+40.5347 2813804 10.10351 40.53470   4.364937  0.000567
PSO J010.2789+40.5445 2817179 10.27887 40.54451   4.106839  0.000402
PSO J010.2132+40.5493 2818773 10.21316 40.54935   4.993552  0.000494
PSO J010.1041+40.5546 2820768 10.10406 40.55462   4.882837  0.001035
PSO J010.1242+40.5627 2824141 10.12419 40.56269   4.391858  0.000702
PSO J010.1042+40.5675 2826475 10.10418 40.56747   4.214991  0.000707
PSO J010.0687+40.5695 2827369 10.06868 40.56951   4.990529  0.000578
PSO J010.1177+40.5756 2829997 10.11767 40.57565   4.130683  0.000332
PSO J010.1860+40.5838 2833589 10.18602 40.58381   4.764596  0.000929
PSO J010.2110+40.5878 2835475 10.21102 40.58781   4.704434  0.000508
PSO J010.0197+40.5874 2835840 10.01965 40.58737   4.217545  0.000362
PSO J010.2373+40.5891 2835944 10.23732 40.58910   4.633708  0.000485
PSO J010.2278+40.5898 2836256 10.22783 40.58980   4.956573  0.000588
PSO J010.2200+40.5905 2836578 10.21997 40.59052   4.388200  0.000652
PSO J010.0362+40.5912 2837274 10.03620 40.59120   4.946013  0.000382
PSO J010.0947+40.5926 2837657 10.09469 40.59265   4.425461  0.000458
PSO J010.0929+40.5933 2837912 10.09288 40.59333   4.610323  0.000383
PSO J010.2219+40.5942 2837958 10.22191 40.59424   4.240353  0.000603
PSO J010.2596+40.6001 2840048 10.25957 40.60012   4.828673  0.000488
PSO J010.2699+40.6020 2840782 10.26988 40.60201   4.956213  0.000673
PSO J010.5493+41.3057  284824 10.54927 41.30567   4.802294  0.000361
PSO J009.9242+40.6213 2848701 09.92421 40.62125   4.072722  0.002254
PSO J010.0115+40.6354 2853802 10.01153 40.63540   4.838031  0.000467
PSO J010.0226+40.6357 2853893 10.02263 40.63574   4.411676  0.000291
PSO J009.9335+40.6382 2855039 09.93354 40.63822   4.130783  1.408810
PSO J010.0809+40.6649 2865635 10.08087 40.66493   4.226244  0.000440
PSO J010.0321+40.6779 2871423 10.03205 40.67794   4.518281  0.000512
PSO J010.1150+40.6827 2872959 10.11500 40.68272   4.903486  0.001098
PSO J010.3313+40.6926 2875686 10.33126 40.69260   4.159646  0.001041
PSO J010.0886+40.6942 2876659 10.08855 40.69415   4.608467  0.001389
PSO J010.2714+40.7084 2880828 10.27135 40.70838   4.550415  0.001129
PSO J010.1414+40.7129 2882629 10.14142 40.71289   4.961103  0.000882
PSO J010.3681+40.7161 2883407 10.36808 40.71613   4.767215  0.003423
PSO J010.0808+40.7208 2885300 10.08075 40.72076   4.837949  0.001598
PSO J010.0913+40.7329 2889533 10.09129 40.73287   4.831557  0.001286
PSO J010.1462+40.7426 2892853 10.14623 40.74265   4.345260  0.000744
PSO J009.7466+40.3992 2903405 09.74660 40.39919   4.196201  0.000420
PSO J009.8515+40.4136 2905387 09.85152 40.41357   4.659404  0.000527
PSO J009.8490+40.4326 2908483 09.84905 40.43259   4.116161  0.000395
PSO J009.5418+40.4378 2910623 09.54185 40.43782   4.413027  0.002580
PSO J009.5510+40.4832 2924377 09.55096 40.48324   4.230217  0.000606
PSO J009.6280+40.4959 2927799 09.62799 40.49585   4.243992  0.000544
PSO J009.5167+40.5125 2932769 09.51670 40.51248   4.159193  0.000521
PSO J010.6248+41.3361  293517 10.62478 41.33610   4.973781  0.000423
PSO J009.7908+40.5663 2947571 09.79079 40.56631   4.336828  0.000475
PSO J009.7810+40.5825 2952007 09.78095 40.58250   4.382519  0.000519
PSO J009.8849+40.5853 2952454 09.88492 40.58526   4.027469  0.000414
PSO J009.8931+40.6131 2959885 09.89306 40.61307   4.367621  0.000520
PSO J009.8677+40.6357 2965804 09.86767 40.63574   4.150871  0.000545
PSO J009.7282+40.6381 2966753 09.72821 40.63814   4.663173  0.000548
PSO J009.8743+40.6635 2973122 09.87434 40.66349   4.958023  0.000474
PSO J011.8559+42.6601 3025301 11.85595 42.66007   4.943794  1.848080
PSO J010.1298+40.2869 3198548 10.12980 40.28695   4.910269  0.000697
PSO J009.9345+40.4153 3220229 09.93446 40.41530   4.631151  0.001935
PSO J010.4482+41.4625  325376 10.44818 41.46245   4.125673  0.000365
PSO J009.6818+40.2231 3256842 09.68179 40.22310   4.531325  0.000616
PSO J009.5063+40.3569 3302573 09.50634 40.35691   4.113370  0.001519
PSO J009.8149+40.3614 3302966 09.81493 40.36139   4.424962  0.002563
PSO J009.4417+40.3742 3307536 09.44168 40.37416   4.170887  0.001425
PSO J009.6747+40.3847 3309295 09.67467 40.38469   4.666691  0.001621
PSO J010.8493+41.1423  494329 10.84925 41.14225   4.279921  0.000520
PSO J010.8758+41.1767  506048 10.87580 41.17666   4.632600  0.000439
PSO J010.7448+41.2029  515394 10.74480 41.20287   4.537645  0.000661
PSO J010.1518+41.0494  543369 10.15179 41.04936   4.629818  0.000409
PSO J010.1602+41.0591  544743 10.16018 41.05915   4.811363  0.000686
PSO J010.1047+41.1022  555712 10.10469 41.10221   4.464866  0.000465
PSO J010.0656+41.1023  555863 10.06557 41.10231   4.198460  0.000474
PSO J010.2775+41.1353  567063 10.27747 41.13525   4.904534  0.000536
PSO J010.1344+41.1437  570460 10.13439 41.14366   4.635704  0.000513
PSO J010.2191+41.1649  578110 10.21913 41.16485   4.432879  0.000502
PSO J010.1330+41.1650  578355 10.13299 41.16497   4.533560  0.000466
PSO J010.3311+41.2120  594422 10.33115 41.21197   4.862821  0.000498
PSO J010.3431+41.2173  596198 10.34307 41.21734   4.806426  0.000681
PSO J010.3905+41.2495  606671 10.39045 41.24952   4.988972  1.872360
PSO J010.3036+41.2692  613008 10.30358 41.26919   4.888032  0.000524
PSO J010.3530+41.2748  614697 10.35302 41.27482   4.118823  0.000464
PSO J010.3790+41.2890  618974 10.37904 41.28898   4.590579  0.000411
PSO J010.3397+41.2984  622081 10.33970 41.29836   4.718725  0.000385
PSO J010.3149+41.2987  622210 10.31486 41.29866   4.345011  0.000413
PSO J010.3382+41.3258  630505 10.33823 41.32582   4.446314  0.000480
PSO J010.3394+41.3720  643402 10.33941 41.37202   4.073220  0.000499
PSO J011.3959+41.6731  824897 11.39587 41.67309   4.222512  0.000827
PSO J011.6208+41.6860  830384 11.62084 41.68599   4.586703  0.000442
PSO J011.3893+41.6884  830847 11.38933 41.68836   4.685938  1.709650
PSO J011.4084+41.6934  832751 11.40836 41.69343   4.097635  0.000466
PSO J011.3315+41.7058  836949 11.33152 41.70578   4.319324  0.000350
PSO J011.3720+41.7091  838301 11.37200 41.70909   4.335246  0.000620
PSO J011.4362+41.7112  839241 11.43619 41.71124   4.864425  0.000478
PSO J011.3930+41.7193  842320 11.39298 41.71927   4.757636  0.001997
PSO J011.3963+41.7201  842648 11.39626 41.72015   4.681022  0.000788
PSO J011.4817+41.7239  844251 11.48173 41.72387   4.729345  0.000445
PSO J011.4065+41.7261  845068 11.40645 41.72611   4.896082  0.000864
PSO J011.4185+41.7333  847961 11.41848 41.73335   4.563843  0.000754
PSO J011.4562+41.7368  849492 11.45617 41.73678   4.358054  0.000350
PSO J011.5855+41.7808  867924 11.58553 41.78080   4.670558  0.000444
PSO J011.4462+41.7915  871869 11.44622 41.79145   4.875207  0.000457
PSO J011.5083+41.7922  872333 11.50834 41.79224   4.527098  0.000657
PSO J011.5572+41.8000  875487 11.55721 41.79995   4.029295  0.000514
PSO J011.4137+41.8083  878349 11.41370 41.80828   4.865267  0.000764
PSO J010.9315+41.7278  909494 10.93154 41.72778   4.511292  0.000507
PSO J010.9524+41.8046  927216 10.95242 41.80463   4.279725  0.000418
PSO J010.9781+41.8079  927923 10.97812 41.80793   4.487050  0.000469
PSO J010.9393+41.8141  929206 10.93928 41.81407   4.134727  0.000456
PSO J010.9874+41.8148  929355 10.98739 41.81478   4.119055  0.000421
PSO J011.1130+41.5680  964044 11.11295 41.56799   4.479394  0.000557
PSO J011.1021+41.6020  973857 11.10206 41.60202   4.678933  0.000354
PSO J010.9973+41.2716   97663 10.99735 41.27159   4.779929  0.000407
PSO J010.9743+41.6205  979106 10.97433 41.62051   4.536469  0.000312
PSO J011.2782+41.6456  987006 11.27818 41.64559   4.227147  0.000497
PSO J011.3038+41.6867  998692 11.30382 41.68674   4.554897  0.000353
PSO J011.2752+41.7166 1007130 11.27523 41.71664   5.568080  0.000409
PSO J011.0255+41.2913  101896 11.02552 41.29131   5.916867  0.000692
PSO J011.3125+41.7675 1021132 11.31249 41.76747   5.045056  0.000532
PSO J011.3489+41.7963 1029059 11.34889 41.79634   5.298482  0.001255
PSO J011.2745+41.5125 1053052 11.27453 41.51245   5.850644  0.000606
PSO J011.2662+41.5617 1065380 11.26619 41.56173   5.512531  0.000536
PSO J011.1180+41.3130  106721 11.11796 41.31303   5.364316  0.000527
PSO J011.3008+41.5752 1069052 11.30084 41.57519   5.865197  0.001119
PSO J011.1024+41.3147  107094 11.10243 41.31471   5.933189  0.001218
PSO J011.2285+41.5883 1072439 11.22851 41.58833   5.123869  0.000780
PSO J011.1118+41.3211  108519 11.11179 41.32113   5.138957  0.000653
PSO J010.6461+41.6682 1092475 10.64614 41.66818   5.040645  0.000331
PSO J011.0519+41.3323  111033 11.05190 41.33228   5.780788  0.001090
PSO J010.6215+41.4764 1118419 10.62150 41.47640   5.868629  0.000861
PSO J010.5429+41.4796 1119077 10.54294 41.47963   5.963398  0.000694
PSO J010.5433+41.4798 1119107 10.54333 41.47979   5.962581  0.001114
PSO J010.5448+41.5013 1123326 10.54483 41.50125   5.751012  0.000647
PSO J011.1003+41.3384  112430 11.10035 41.33836   5.088707  0.000665
PSO J010.4806+41.5364 1130428 10.48060 41.53636   5.208858  0.000459
PSO J010.5391+41.5486 1132874 10.53907 41.54865   5.808509  0.000469
PSO J010.5437+41.5531 1133778 10.54369 41.55315   5.397263  0.000491
PSO J010.5835+41.5612 1135349 10.58352 41.56117   5.438871  0.000560
PSO J010.5899+41.5712 1137342 10.58991 41.57116   5.342103  0.000538
PSO J010.4936+41.5745 1138071 10.49357 41.57452   5.223298  0.000526
PSO J010.4943+41.5928 1141743 10.49426 41.59283   5.787612  0.000540
PSO J010.6797+41.6336 1150777 10.67975 41.63361   5.889143  0.000711
PSO J010.7770+41.6369 1151571 10.77700 41.63687   5.680548  0.000557
PSO J010.7014+41.6701 1158537 10.70138 41.67007   5.931892  0.000545
PSO J010.7504+41.6761 1159521 10.75043 41.67605   5.927208  0.000698
PSO J010.8849+41.7953 1180628 10.88494 41.79526   5.240350  0.001348
PSO J010.8346+41.8193 1185232 10.83457 41.81927   5.826479  0.000569
PSO J011.1077+41.3716  120228 11.10770 41.37162   5.527653  0.000652
PSO J011.1274+41.3751  121021 11.12739 41.37507   5.156061  0.001444
PSO J010.7241+41.5726 1215230 10.72407 41.57265   5.711617  0.000774
PSO J010.7386+41.6043 1222846 10.73863 41.60432   5.955530  0.000664
PSO J010.7383+41.6051 1223001 10.73831 41.60508   5.575987  0.002074
PSO J010.7626+41.6207 1226509 10.76256 41.62069   5.569376  0.000896
PSO J010.6740+41.6230 1227149 10.67398 41.62297   5.775916  0.000610
PSO J011.1081+41.4021  127276 11.10814 41.40214   5.980589  0.000660
PSO J011.0283+41.0960  148343 11.02826 41.09597   5.918149  0.000605
PSO J011.3043+40.8766 1524478 11.30434 40.87658   5.351269  0.000976
PSO J010.6429+40.9102 1527496 10.64293 40.91024   5.621226  0.000707
PSO J010.6073+40.9135 1528483 10.60731 40.91354   5.211447  0.000747
PSO J010.5770+40.9227 1531224 10.57701 40.92270   5.699492  0.000617
PSO J010.4321+40.9291 1533204 10.43205 40.92907   5.362377  0.000639
PSO J010.5299+40.9522 1539764 10.52994 40.95216   5.659064  0.000898
PSO J010.5713+40.9541 1540256 10.57130 40.95407   5.689403  0.001343
PSO J010.5879+40.9818 1548430 10.58786 40.98176   5.191125  0.000815
PSO J010.6029+40.9899 1550532 10.60294 40.98989   5.016089  0.002744
PSO J010.4985+40.7271 1576898 10.49848 40.72709   5.602919  0.000705
PSO J010.4420+40.7497 1580893 10.44196 40.74968   5.007981  0.000667
PSO J010.4843+40.7519 1581276 10.48428 40.75189   5.141440  0.000633
PSO J010.9962+41.1354  158235 10.99616 41.13539   5.645230  0.000652
PSO J010.5213+40.7609 1582752 10.52129 40.76094   5.526352  0.000706
PSO J010.4662+40.7621 1582962 10.46619 40.76214   5.224563  0.000635
PSO J010.4847+40.7732 1585550 10.48467 40.77324   5.272229  0.000498
PSO J010.5148+40.7741 1585737 10.51479 40.77415   5.965513  0.000786
PSO J010.4449+40.7776 1586808 10.44486 40.77757   5.384917  0.000689
PSO J010.5394+40.7858 1588889 10.53939 40.78581   5.000165  0.000521
PSO J010.5433+40.7914 1590228 10.54328 40.79136   5.323545  0.000565
PSO J010.5437+40.8097 1594944 10.54369 40.80973   5.800998  0.000623
PSO J010.5035+40.8104 1595166 10.50345 40.81037   5.019906  0.000699
PSO J010.5502+40.8233 1598683 10.55017 40.82334   5.062517  0.000539
PSO J010.5758+40.8432 1604049 10.57585 40.84320   5.632612  0.000692
PSO J010.5568+40.8664 1610287 10.55683 40.86637   5.258972  0.000790
PSO J010.5695+40.8679 1610666 10.56951 40.86785   5.312212  0.000485
PSO J010.6063+40.8691 1610956 10.60632 40.86914   5.060668  0.000412
PSO J010.5948+40.9017 1619763 10.59476 40.90167   5.303405  0.000959
PSO J010.9928+41.1534  162897 10.99278 41.15339   5.342665  0.000585
PSO J010.7014+40.9663 1637383 10.70140 40.96627   5.847011  0.000791
PSO J010.6606+40.9736 1639337 10.66061 40.97357   5.620977  0.001314
PSO J010.7685+40.9832 1641912 10.76850 40.98317   5.366222  0.000656
PSO J010.7477+40.9937 1644739 10.74771 40.99368   5.135621  0.000480
PSO J010.8870+41.1618  164963 10.88702 41.16176   5.916209  0.001271
PSO J010.7189+41.0161 1650914 10.71891 41.01613   5.653554  0.000812
PSO J010.7451+41.0193 1651768 10.74509 41.01929   5.172979  0.000385
PSO J010.7370+41.0246 1653327 10.73704 41.02460   5.479053  0.000590
PSO J010.8400+41.0567 1662366 10.83997 41.05675   5.402593  0.000533
PSO J010.6836+40.8426 1692976 10.68363 40.84255   5.566038  0.001286
PSO J010.1131+40.7586 1710124 10.11313 40.75858   5.052927  0.000470
PSO J010.1140+40.7614 1710649 10.11400 40.76139   5.059920  0.000467
PSO J010.1110+40.7639 1711137 10.11099 40.76392   5.771662  0.000642
