PSO Pan-STARRS1    Identifier RAdeg    DECdeg     Period    PM
PSO J010.0719+41.6366 1294327 10.07186 41.63659  35.441546  0.023115
PSO J009.9771+41.7141 1326406 09.97706 41.71411  35.444671  0.024606
PSO J010.1093+41.7183 1327651 10.10931 41.71830  35.239642  0.024721
PSO J010.9568+41.2107  178140 10.95680 41.21067  35.468937  0.023512
PSO J011.2697+41.4248  232099 11.26974 41.42479  35.300693  0.021160
PSO J010.5860+40.5430 2735583 10.58604 40.54296  35.802286  0.040933
PSO J010.8073+41.4040  451623 10.80726 41.40398  35.062777  0.052081
PSO J010.2400+41.2889  619151 10.23996 41.28885  35.131949  0.028589
PSO J010.5537+41.5812 1139398 10.55365 41.58115  36.309546  0.055278
PSO J011.0685+41.1258  155829 11.06850 41.12580  36.352793  0.019525
PSO J010.3776+40.4199 2784511 10.37760 40.41986  36.637895  0.052371
PSO J010.7816+41.4298  459215 10.78162 41.42983  36.795277  0.059220
PSO J011.9947+41.6798  747128 11.99470 41.67977  36.645797  0.035570
PSO J011.3484+41.6934  832653 11.34841 41.69341  36.831917  0.025681
PSO J011.1765+41.4904 1047264 11.17648 41.49036  37.422163  0.045112
PSO J010.4721+41.5089 1124951 10.47212 41.50888  37.699706  0.021431
PSO J011.0260+41.0539 1475426 11.02603 41.05386  37.782929  0.025752
PSO J010.3657+40.7797 1715186 10.36574 40.77967  37.359029  0.048664
PSO J012.0316+41.9657 1982575 12.03156 41.96568  37.015179  0.024379
PSO J011.1281+41.8629 2185289 11.12807 41.86290  37.411279 18.286000
PSO J009.6202+40.1856 3247223 09.62016 40.18564  37.921505  0.163615
PSO J011.1838+41.6828  997481 11.18377 41.68281  37.891548  0.031048
PSO J011.2814+41.4846 1045816 11.28144 41.48462  38.120205  0.039913
PSO J010.9940+41.3828  122830 10.99399 41.38276  38.383664  0.057160
PSO J009.4013+41.5619 1390161 09.40134 41.56190  38.788279  0.038136
PSO J010.8791+41.8760 2190690 10.87909 41.87601  38.808706  0.034108
PSO J011.4779+42.2378 2477213 11.47789 42.23776  38.914206  0.029939
PSO J010.7773+41.7930 1180230 10.77726 41.79295  39.063390  0.066213
PSO J010.8943+41.0922  147425 10.89433 41.09223  39.550627  4.738530
PSO J011.1324+40.8343 1521468 11.13236 40.83427  39.088852  0.057929
PSO J011.4615+41.8695 2037467 11.46152 41.86954  39.302382  0.026704
PSO J009.9879+41.2030  592165 09.98793 41.20302  39.218882  0.081885
PSO J011.2230+41.5702 1067617 11.22303 41.57022  40.931728  0.071760
PSO J010.1880+41.6057 1281879 10.18796 41.60569  40.363744  0.033728
PSO J011.4628+40.8366 1428803 11.46280 40.83662  40.189992  0.114681
PSO J009.6714+40.6502 2970215 09.67135 40.65017  40.025742  0.019210
PSO J011.0417+41.5429  956309 11.04171 41.54285  40.019661  0.024818
PSO J010.9309+41.2818   99784 10.93093 41.28175  40.379516  0.126163
PSO J010.7153+41.0076 1648615 10.71531 41.00756  41.159512  0.026717
PSO J009.7661+41.0458 1913600 09.76611 41.04576  41.215165  0.034113
PSO J010.5121+42.7373 3081042 10.51212 42.73727  41.554682  0.144661
PSO J010.6218+41.4463  321477 10.62177 41.44626  41.561256  0.059569
PSO J009.8405+40.3061 3283940 09.84048 40.30608  41.547670  0.031141
PSO J010.6352+41.2153  385439 10.63516 41.21526  41.927662  0.041873
PSO J010.1116+41.1315  566046 10.11161 41.13148  41.066441  0.022046
PSO J010.2238+41.1518  573314 10.22378 41.15182  41.820940  0.078953
PSO J011.3020+41.5573 1064233 11.30199 41.55733  42.665981  0.050097
PSO J011.6621+42.0526 2116013 11.66206 42.05261  42.445538  0.061912
PSO J009.5408+40.3219 3290510 09.54084 40.32194  42.552808  0.074752
PSO J011.4406+41.7750  865178 11.44057 41.77496  42.146768  0.027407
PSO J010.9291+41.2476  188335 10.92913 41.24758  43.433185  0.029661
PSO J011.6967+42.0807 2126848 11.69670 42.08069  43.471737  0.035329
PSO J010.5688+41.2288  390700 10.56884 41.22881  43.590252  0.041321
PSO J010.0738+41.7465 1337121 10.07380 41.74654  44.375884  0.098611
PSO J010.5297+40.9658 1543568 10.52973 40.96575  44.682355  0.035470
PSO J011.7290+42.0374 2110048 11.72901 42.03742  44.557894  0.041432
PSO J010.3782+40.9731 1793786 10.37816 40.97309  45.539288  0.088349
PSO J010.2662+41.1513  573042 10.26617 41.15127  45.601863  0.049144
PSO J010.8165+41.5482 1208958 10.81647 41.54817  46.117265  0.092124
PSO J011.6011+42.0059 2096365 11.60109 42.00591  46.796887  0.110758
PSO J010.5877+40.8803 1614138 10.58767 40.88031  47.179238  0.036627
PSO J010.2084+40.9773 1795792 10.20841 40.97725  49.562327  0.085441
PSO J010.1199+41.0778  548322 10.11986 41.07779  52.490357  0.037318
PSO J010.7580+41.0753  473295 10.75795 41.07531  53.127529  0.040331
PSO J010.9181+41.1856  171391 10.91808 41.18564  55.938458  0.034067
PSO J011.1867+42.1529 2279777 11.18666 42.15288  55.291744  0.136887
PSO J010.1368+40.7306 2888554 10.13683 40.73062  56.382876  0.110388
PSO J010.6236+41.4142  313931 10.62362 41.41416  56.504562  0.162235
PSO J010.7508+41.0486 1660137 10.75076 41.04863  57.726418  0.041703
PSO J010.3194+41.3275  630972 10.31943 41.32746  57.498043  0.038577
PSO J010.1987+41.0324 1817534 10.19872 41.03245  58.600650  0.047809
PSO J009.7650+40.5117 2931735 09.76503 40.51172  64.520080  0.038131
PSO J010.6028+40.9457 1537993 10.60278 40.94571  65.304313  0.349342
PSO J011.1190+41.2902  101684 11.11902 41.29020  66.014460  0.139750
PSO J011.2398+41.8190 1034100 11.23976 41.81901  66.861201  0.122891
PSO J011.8891+42.4047 2445597 11.88908 42.40474  72.091954  0.099801
PSO J011.1432+41.8836 2194096 11.14316 41.88357  74.097149  0.055245
PSO J010.6326+41.4862 1120261 10.63260 41.48624  75.159613  0.055665
PSO J011.0641+41.5693  964413 11.06414 41.56927  76.555568  0.054207
PSO J010.9829+41.3441  113756 10.98288 41.34407  77.776666 10.585200
PSO J010.3870+41.0446 1821978 10.38703 41.04456  78.728459  0.164212
PSO J011.3555+41.5526  785254 11.35546 41.55263  78.276815  0.203000
PSO J011.2855+42.0994 2265131 11.28546 42.09943  79.350695  0.062321
PSO J011.3890+41.7828  868317 11.38896 41.78281  80.697180 40.084200
PSO J010.7680+41.0764  473639 10.76796 41.07637  81.353661  0.049527
PSO J010.9915+41.7698  919650 10.99147 41.76976  82.745551  0.116706
PSO J010.6371+41.3244  290314 10.63713 41.32444  83.428225  7.761320
PSO J010.7230+41.0534 1661467 10.72304 41.05342  84.827871  0.055481
PSO J010.6870+40.8978 1705947 10.68702 40.89784  85.367122  0.216733
PSO J010.7370+41.5288 1203827 10.73698 41.52875  86.437754  0.504450
PSO J011.1420+41.3202  206107 11.14198 41.32016  86.662369  0.292705
PSO J010.7357+41.2169  520363 10.73565 41.21691  86.907895  0.404699
PSO J010.4744+41.4515  322837 10.47436 41.45153  88.455241  0.062237
PSO J010.1641+41.3116  626528 10.16414 41.31157  89.529969  0.290287
PSO J011.7815+42.2318 2476101 11.78148 42.23182  91.242579  0.278169
PSO J010.3884+41.0941  552346 10.38835 41.09407  91.383428  0.261834
PSO J010.6632+40.9777 1640518 10.66324 40.97771  93.175677  0.558490
PSO J010.1215+40.5748 2829540 10.12146 40.57479  93.591008  0.233702
PSO J011.2676+41.5241 1055794 11.26764 41.52407  94.534024  0.404404
PSO J010.3139+40.8403 1740031 10.31387 40.84028  95.377480  0.076115
PSO J011.3185+41.6538  989347 11.31855 41.65375  95.251236  0.225798
PSO J010.9344+41.3182  107836 10.93442 41.31817 100.348700  0.441360
PSO J011.2508+41.4922 1047770 11.25081 41.49216   1.694913  0.000065
PSO J010.6267+41.6048 1144095 10.62670 41.60483   1.708419  0.000057
PSO J010.5667+41.6158 1146312 10.56673 41.61581   1.562122  0.000109
PSO J010.8404+41.7167 1166253 10.84043 41.71674   1.799861  0.000122
PSO J009.9807+41.0174 1812646 09.98073 41.01740   1.730341  0.000063
PSO J011.4436+41.9434 2068334 11.44363 41.94344   1.845883  0.000070
PSO J011.6089+41.9442 2069003 11.60886 41.94418   1.909865  0.000092
PSO J011.0726+41.8847 2194534 11.07259 41.88469   1.508287  0.000073
PSO J011.1150+41.9810 2229661 11.11499 41.98101   1.735101  0.000122
PSO J011.7914+42.2958 2493941 11.79144 42.29577   1.864199  0.000104
PSO J011.5721+42.3605 2508097 11.57215 42.36051   1.974063  0.000137
PSO J011.5480+42.4012 2516095 11.54798 42.40122   1.662579  0.000052
PSO J010.0383+40.5729 2828954 10.03828 40.57289   1.928818  0.000084
PSO J010.0350+40.6599 2863637 10.03496 40.65990   1.981494  0.000085
PSO J009.7525+40.4624 2917476 09.75250 40.46237   1.848104  0.000090
PSO J009.8682+40.5932 2954390 09.86818 40.59317   1.593744  0.000123
PSO J010.7641+40.3024 3157932 10.76406 40.30239   1.682911  0.000145
PSO J010.8543+41.1756  505696 10.85433 41.17563   1.514118  0.000048
PSO J010.1901+41.4103  653071 10.19013 41.41028   1.938845  0.000108
PSO J011.4829+41.7667  861705 11.48293 41.76668   1.963683  0.000135
PSO J010.9311+41.8181  930004 10.93109 41.81808   1.569224  0.000072
PSO J010.4601+41.4938 1121882 10.46010 41.49382   2.186948  0.000263
PSO J010.4449+41.5322 1129635 10.44488 41.53218   2.910245  0.000224
PSO J010.3992+41.5445 1132162 10.39915 41.54446   2.440364  0.000157
PSO J010.7436+41.7157 1166062 10.74359 41.71567   2.488375  0.000093
PSO J010.6936+41.7431 1171373 10.69362 41.74312   2.279140  0.000104
PSO J010.6858+41.7640 1175246 10.68578 41.76401   2.036936  0.000132
PSO J010.9645+40.8732 1492918 10.96452 40.87316   2.333701  0.000193
PSO J010.5563+40.8240 1598842 10.55626 40.82398   2.867487  0.000284
PSO J010.1072+40.8496 1744271 10.10721 40.84958   2.076075  0.000105
PSO J010.0853+40.9976 1804486 10.08526 40.99760   2.956023  0.000273
PSO J010.0823+41.0506 1824811 10.08229 41.05060   2.200277  0.000091
PSO J009.8389+40.8255 1869537 09.83893 40.82554   2.142728  0.000220
PSO J011.4527+41.8813 2042197 11.45272 41.88129   2.572637  0.000226
PSO J011.4401+42.0806 2126219 11.44008 42.08059   2.414474  0.000374
PSO J010.9317+41.8602 2184087 10.93166 41.86023   2.101967  0.000146
PSO J011.0221+41.8716 2188817 11.02206 41.87161   2.961357  0.000387
PSO J011.2545+42.1144 2269433 11.25452 42.11444   2.271038  0.000150
PSO J011.9766+42.2887 2427893 11.97657 42.28866   2.750235  0.000286
PSO J011.4673+42.2323 2475678 11.46730 42.23235   2.753553  0.000198
PSO J011.5284+42.3716 2510194 11.52837 42.37165   2.425680  0.000205
PSO J011.6903+42.3760 2511203 11.69028 42.37598   2.866292  0.000284
PSO J011.6347+42.3798 2511861 11.63474 42.37981   2.398266  0.000152
PSO J011.6276+42.3938 2514702 11.62757 42.39380   2.585548  0.000285
PSO J010.2452+40.5275 2810891 10.24516 40.52747   2.775995  0.000244
PSO J010.2554+40.5845 2833731 10.25538 40.58451   2.786431  0.000297
PSO J010.3130+40.6099 2843774 10.31295 40.60995   2.185294  0.000214
PSO J010.1489+40.6231 2848745 10.14887 40.62306   2.170740  0.000141
PSO J010.4953+41.3471  296595 10.49534 41.34712   2.135245  0.000149
PSO J010.4930+41.2694  405717 10.49297 41.26943   2.903352  0.000171
PSO J010.1165+41.1778  582918 10.11651 41.17778   2.654408  0.000187
PSO J010.0222+41.2660  612597 10.02216 41.26604   2.404139  0.000160
PSO J011.1169+41.3429  113503 11.11689 41.34293   3.399359  0.000260
PSO J010.4778+41.5829 1139786 10.47776 41.58290   3.278032  0.000293
PSO J010.6330+41.5981 1142659 10.63302 41.59808   3.183932  0.000261
PSO J010.7236+41.7707 1176449 10.72361 41.77074   3.567177  0.000288
PSO J010.5669+40.8221 1598329 10.56687 40.82208   3.592392  0.000336
PSO J010.9633+41.1621  165079 10.96328 41.16212   3.172232  0.000253
PSO J010.0701+40.9037 1766763 10.07014 40.90365   3.049854  0.000239
PSO J010.1202+40.9248 1775684 10.12024 40.92477   3.604373  0.000303
PSO J010.1407+40.9735 1794420 10.14075 40.97349   3.534698  0.000334
PSO J010.1573+41.0060 1807697 10.15733 41.00604   3.916765  0.000510
PSO J009.7980+40.7181 1843011 09.79803 40.71814   3.891162  0.000558
PSO J009.8264+40.7714 1856135 09.82639 40.77141   3.603863  0.000479
PSO J012.0869+42.0739 1997547 12.08693 42.07389   3.604226  0.000369
PSO J011.7175+42.0225 2103858 11.71750 42.02249   3.609004  0.000472
PSO J011.6737+42.0254 2104984 11.67367 42.02545   3.730486  0.000447
PSO J011.7413+42.1382 2147233 11.74133 42.13824   3.867263  0.000615
PSO J011.6149+42.1456 2149261 11.61486 42.14564   3.780135  0.000444
PSO J011.2630+41.3850  221509 11.26302 41.38499   3.327321  0.000244
PSO J011.0123+41.9641 2224025 11.01226 41.96413   3.160322  0.000302
PSO J011.2112+41.3890  222582 11.21124 41.38898   3.331184  0.000307
PSO J011.1857+42.0401 2248451 11.18573 42.04012   3.397761  0.000380
PSO J011.1999+42.0812 2259931 11.19987 42.08116   3.563150  0.000281
PSO J011.1447+42.1035 2266160 11.14473 42.10351   3.026945  0.000298
PSO J011.1357+42.1209 2271251 11.13573 42.12090   3.180687  0.000298
PSO J011.1646+42.1400 2276580 11.16456 42.14002   3.399067  0.000292
PSO J011.1554+42.1817 2284545 11.15543 42.18172   3.458299  0.000394
PSO J011.6495+42.2216 2472768 11.64949 42.22162   3.618062  0.000599
PSO J011.5759+42.4100 2517745 11.57589 42.41001   3.952665  0.000309
PSO J011.6790+42.4311 2521709 11.67905 42.43105   3.897718  0.000388
PSO J010.2529+40.4776 2795273 10.25294 40.47758   3.817227  0.000619
PSO J010.1105+40.5869 2835385 10.11046 40.58692   3.696707  0.000301
PSO J010.0691+40.6152 2846012 10.06907 40.61515   3.863865  0.000298
PSO J009.6324+40.4306 2908513 09.63242 40.43057   3.632808  0.000480
PSO J009.5332+40.4923 2927083 09.53324 40.49230   3.771291  0.000755
PSO J009.7319+40.5357 2938721 09.73194 40.53572   3.608400  0.000436
PSO J010.2747+41.1349  566959 10.27467 41.13494   3.562338  0.000391
PSO J010.2574+41.2537  608224 10.25739 41.25366   3.098814  0.000231
PSO J010.1766+41.3656  642060 10.17659 41.36565   3.716243  0.000373
PSO J010.3691+41.3868  647321 10.36906 41.38678   3.158555  0.000410
PSO J011.5074+41.6948  833361 11.50741 41.69480   3.424307  0.000318
PSO J011.3384+41.5247 1056020 11.33842 41.52466   4.097575  0.000366
PSO J010.9830+41.3168  107558 10.98302 41.31681   4.760844  0.000408
PSO J010.6372+41.6223 1147620 10.63717 41.62233   4.344572  0.000444
PSO J010.5125+40.8059 1594031 10.51250 40.80590   4.168737  0.000425
PSO J010.5843+40.8222 1598353 10.58428 40.82222   4.009291  0.000346
PSO J010.6157+40.8365 1602146 10.61569 40.83650   4.195497  0.000379
PSO J010.7715+40.9751 1639717 10.77149 40.97505   4.292022  0.000338
PSO J010.7204+41.0058 1648149 10.72041 41.00577   4.162249  0.000419
PSO J010.1244+40.7739 1713544 10.12439 40.77388   4.608555  0.000586
PSO J010.1300+40.7754 1714069 10.12997 40.77540   4.734307  0.000484
PSO J010.0274+40.8267 1734820 10.02743 40.82668   4.757588  0.000601
PSO J011.0104+41.1937  173542 11.01044 41.19366   4.507305  0.000416
PSO J010.1611+40.8729 1753766 10.16109 40.87285   4.867611  0.000531
PSO J010.0031+40.9670 1792387 10.00305 40.96704   4.362324  0.000403
PSO J009.9641+40.9786 1797062 09.96412 40.97860   4.311408  0.000302
PSO J011.8461+41.9607 1981727 11.84611 41.96067   4.044444  0.000445
PSO J011.4521+41.8463 2028471 11.45212 41.84626   4.962972  0.000457
PSO J011.4599+41.9054 2052463 11.45988 41.90541   4.766319  0.000588
PSO J011.7029+41.9624 2077355 11.70285 41.96242   4.556976  0.000481
PSO J011.7076+41.9774 2083983 11.70763 41.97737   4.926988  0.000496
PSO J011.4475+41.9839 2086111 11.44752 41.98388   4.924734  0.000592
PSO J011.3928+42.0226 2103136 11.39277 42.02257   4.024882  0.000597
PSO J011.6349+42.0697 2122496 11.63486 42.06972   4.406836  1.559520
PSO J010.8650+41.8790 2191974 10.86497 41.87900   4.242468  0.000349
PSO J011.1535+41.3878  222182 11.15353 41.38778   4.307233  0.000511
PSO J011.2712+42.0943 2263646 11.27116 42.09429   4.550698  0.000555
PSO J010.7877+41.8491 2290823 10.78772 41.84909   4.014272  0.001900
PSO J011.2525+41.4399  236278 11.25252 41.43989   4.367174  0.000454
PSO J011.2070+41.4456  237868 11.20702 41.44563   4.132648  0.000451
PSO J011.6382+42.4088 2517604 11.63822 42.40878   4.683995  0.000426
PSO J011.6846+42.4395 2523168 11.68459 42.43947   4.253514  0.000617
PSO J010.5203+40.6699 2769251 10.52029 40.66990   4.177582  0.001777
PSO J010.1273+40.5108 2805301 10.12729 40.51080   4.186745  0.000563
PSO J010.2147+40.5163 2807133 10.21471 40.51634   4.685441  0.000585
PSO J010.0281+40.5180 2808142 10.02806 40.51804   4.617564  0.000695
PSO J010.2461+40.5995 2839814 10.24614 40.59952   4.795107  0.000497
PSO J010.5566+41.3125  286849 10.55661 41.31247   4.283114  0.000458
PSO J010.0301+40.6747 2870123 10.03012 40.67465   4.808968  0.000463
PSO J010.3078+40.6905 2875065 10.30783 40.69046   4.281089  0.000659
PSO J010.1248+40.7492 2895520 10.12481 40.74922   4.174484  0.000954
PSO J009.7923+40.4896 2925398 09.79230 40.48959   4.570101  0.000636
PSO J010.4896+41.1498  360156 10.48965 41.14984   4.639125  0.000524
PSO J010.8844+41.3426  432507 10.88436 41.34256   4.566808  0.000844
PSO J010.8692+41.2482  531609 10.86915 41.24822   4.575023  0.000432
PSO J010.2012+41.0508  543464 10.20120 41.05085   4.908967  0.000788
PSO J010.1223+41.0849  550039 10.12228 41.08490   4.457277  0.000359
PSO J010.3755+41.1527  573359 10.37553 41.15270   4.968858  0.000499
PSO J010.9179+41.7306  910159 10.91787 41.73064   4.481847  0.000560
PSO J011.2450+41.5092 1052211 11.24500 41.50916   5.751458  0.000701
PSO J011.2972+41.5569 1064113 11.29720 41.55688   5.183536  0.000543
PSO J010.8657+41.7218 1167328 10.86571 41.72180   5.724416  0.001108
PSO J011.1273+41.3748  120938 11.12727 41.37478   5.157775  0.000699
PSO J010.7715+41.6157 1225449 10.77147 41.61570   5.099181  0.000885
PSO J010.6958+41.6227 1227070 10.69576 41.62272   5.138286  0.000540
PSO J010.4911+40.9537 1540224 10.49114 40.95371   5.963738  0.001457
PSO J010.6390+40.9778 1547114 10.63900 40.97780   5.894563  0.000660
PSO J010.9787+41.1365  158511 10.97875 41.13647   5.340064  0.000490
PSO J010.5583+40.8510 1606131 10.55833 40.85102   5.264412  0.000687
PSO J010.5758+40.8686 1610832 10.57584 40.86857   5.601742  0.000565
PSO J010.6892+41.0210 1652309 10.68925 41.02099   5.602340  0.000800
PSO J010.6904+41.0223 1652692 10.69036 41.02229   5.407115  0.000631
PSO J010.0724+40.7744 1713875 10.07241 40.77445   5.697594  0.001545
PSO J010.1189+40.7761 1714366 10.11891 40.77612   5.708018  0.000565
PSO J010.2847+40.7995 1722011 10.28470 40.79954   5.945084  0.000664
PSO J010.1004+40.8146 1729372 10.10036 40.81458   5.210117  0.000577
PSO J010.1575+40.8206 1731858 10.15746 40.82057   5.855922  0.000960
PSO J010.9069+41.2014  175635 10.90686 41.20137   5.786119  0.000671
PSO J010.1698+40.9820 1797894 10.16981 40.98198   5.251881  0.000906
PSO J010.2331+41.0463 1822945 10.23315 41.04626   5.292596  0.000917
PSO J010.2729+41.0634 1828387 10.27289 41.06344   5.339607  0.001089
PSO J011.4610+41.9716 2080776 11.46099 41.97155   5.037349  0.000480
PSO J010.9239+41.9752 2227743 10.92391 41.97517   5.069084  0.000758
PSO J011.0375+41.9754 2227847 11.03748 41.97539   5.483626  0.000864
PSO J011.0339+41.9982 2235137 11.03391 41.99822   5.408568  0.000852
PSO J010.1945+40.5821 2832742 10.19450 40.58209   5.516694  0.000993
PSO J009.9753+40.5845 2834645 09.97534 40.58445   5.034531  0.001105
PSO J010.2751+40.6005 2840190 10.27513 40.60054   5.135802  0.000556
PSO J010.1300+40.6442 2856859 10.13001 40.64419   5.416215  0.000995
PSO J010.0503+40.6824 2872980 10.05030 40.68236   5.102216  0.000447
PSO J009.9940+40.7014 2879153 09.99399 40.70142   5.266853  0.000901
PSO J010.3605+41.2083  593194 10.36055 41.20828   5.245988  0.000632
PSO J010.1444+41.2179  596785 10.14438 41.21786   5.317260  0.000631
PSO J011.5016+41.7973  874371 11.50157 41.79734   5.832771  0.001130
PSO J011.3414+41.5719 1068159 11.34142 41.57192   6.176724  0.000820
PSO J011.0510+41.4134  129763 11.05099 41.41343   6.293728  0.000810
PSO J010.6125+40.9286 1532887 10.61251 40.92861   6.356846  0.001302
PSO J010.0356+40.8545 1746534 10.03555 40.85447   6.988735  0.000969
PSO J010.1306+40.8615 1749222 10.13057 40.86153   6.332596  0.001021
PSO J010.1218+40.9342 1779443 10.12181 40.93419   6.126337  0.000853
PSO J011.4281+41.8642 2035283 11.42810 41.86425   6.084122  0.000761
PSO J011.4590+41.9445 2068784 11.45896 41.94446   6.636640  0.000753
PSO J011.4761+41.9816 2085188 11.47614 41.98164   6.209309  0.000946
PSO J011.2330+41.9039 2202659 11.23296 41.90388   6.258508  0.000937
PSO J011.1636+41.9944 2233923 11.16360 41.99442   6.232075  0.000906
PSO J011.1619+42.0041 2236936 11.16189 42.00405   6.300197  0.001042
PSO J010.1564+40.5557 2821054 10.15639 40.55570   6.727582  0.000930
PSO J010.1860+40.5802 2831911 10.18596 40.58022   6.214029  0.001147
PSO J010.3035+40.6618 2863739 10.30354 40.66181   6.706521  0.000951
PSO J010.3129+40.6739 2869011 10.31295 40.67394   6.367609  0.001693
PSO J009.8933+40.5944 2954652 09.89327 40.59436   6.333795  0.001031
PSO J010.8731+41.2957  416734 10.87310 41.29571   6.704400  0.000847
PSO J010.7111+41.4337  460512 10.71110 41.43371   6.863993  0.001561
PSO J010.8375+41.1372  492728 10.83748 41.13723   6.904954  0.001067
PSO J010.8082+41.1571  499257 10.80820 41.15705   6.906383  0.000868
PSO J010.8369+41.1737  505061 10.83692 41.17369   6.022899  0.000547
PSO J010.2521+41.1060  556703 10.25215 41.10605   6.378794  0.000996
PSO J010.3441+41.1652  578001 10.34407 41.16523   6.405257  0.000814
PSO J011.0556+41.8134  929111 11.05561 41.81345   6.022987  0.000842
PSO J010.9277+41.8215  930693 10.92774 41.82151   6.513057  0.000834
PSO J010.8176+41.6651 1157648 10.81763 41.66511   7.916746  0.000986
PSO J010.8814+41.5019 1196522 10.88138 41.50189   7.327377  0.000730
PSO J010.6580+41.5606 1212301 10.65799 41.56062   7.481487  0.000953
PSO J010.9262+41.4073  128325 10.92619 41.40727   7.086921  0.001033
PSO J010.7491+41.0375 1656969 10.74912 41.03754   7.803385  0.001216
PSO J010.6594+40.8998 1706448 10.65942 40.89983   7.112904  0.000861
PSO J010.3758+40.8557 1746174 10.37578 40.85566   7.332984  0.001093
PSO J010.1436+40.8630 1749807 10.14362 40.86301   7.581867  0.001068
PSO J010.3342+41.0411 1820662 10.33417 41.04107   7.403912  0.000948
PSO J011.8640+42.1391 2007266 11.86401 42.13912   7.259481  0.000878
PSO J010.0272+40.5996 2840429 10.02723 40.59956   7.067164  0.000948
PSO J010.1407+40.6201 2847672 10.14073 40.62009   7.677784  0.001173
PSO J010.0788+40.6540 2860982 10.07880 40.65404   7.730297  0.000959
PSO J010.8228+41.2033  515499 10.82279 41.20328   7.841016  0.000928
PSO J011.0482+41.6043  974496 11.04818 41.60432   7.185367  0.001046
PSO J011.2544+41.6416  985943 11.25438 41.64161   7.013677  0.001326
PSO J011.1636+41.5023 1050360 11.16360 41.50228   8.507460  0.001074
PSO J010.5447+41.2714  274289 10.54469 41.27138   8.316719  0.001064
PSO J010.9769+41.6173  978199 10.97687 41.61726   8.826195  0.000815
PSO J010.6574+41.5789 1216777 10.65739 41.57890   9.167217  0.001320
PSO J010.7156+40.9626 1636378 10.71560 40.96262   9.799452  0.000962
PSO J010.2774+41.0728 1831082 10.27744 41.07279   9.596186  0.003333
PSO J011.4441+41.9591 2075229 11.44409 41.95913   9.838872  0.001361
PSO J010.4304+41.1462  358808 10.43035 41.14625   9.081553  0.000940
PSO J010.3059+41.1511  572911 10.30592 41.15111   9.548212  0.001783
PSO J010.5459+40.7733 1585488 10.54591 40.77326  10.525125  0.000712
PSO J010.2021+40.8741 1754249 10.20210 40.87415  10.437247  0.001242
PSO J011.1737+41.9081 2204331 11.17367 41.90813  10.603556  0.001979
PSO J010.2902+41.1265  563910 10.29024 41.12651  10.661680  0.001504
PSO J011.2462+41.4869 1046338 11.24616 41.48694  11.579839  0.001375
PSO J010.5694+40.9796 1547759 10.56937 40.97957  11.679008  0.003405
PSO J010.3991+40.8713 1752670 10.39911 40.87134  11.137285  0.002616
PSO J010.2395+41.0074 1808079 10.23947 41.00745  11.405778  0.001975
PSO J011.9487+42.3756 2442060 11.94867 42.37561  11.812129  0.007239
PSO J010.1279+40.6441 2856860 10.12786 40.64414  11.077695  0.001222
PSO J010.8621+41.1646  501925 10.86206 41.16463  11.239109  0.002175
PSO J010.9855+41.7477  914301 10.98548 41.74773  11.748326  0.001375
PSO J010.5215+41.5739 1137942 10.52149 41.57392  12.474713  0.001803
PSO J010.1897+40.9523 1786399 10.18971 40.95227  12.462810  0.001686
PSO J010.9622+41.2159  179550 10.96223 41.21588  12.744619  0.002672
PSO J011.1858+41.4170  229918 11.18581 41.41702  12.534708  0.002581
PSO J010.1910+40.5596 2822676 10.19099 40.55958  12.556006  0.002766
PSO J010.2139+40.5990 2839713 10.21391 40.59905  12.501889  0.002185
PSO J010.5218+41.4249  316709 10.52178 41.42493  12.501576  0.002384
PSO J010.8705+41.1704  503931 10.87051 41.17042  12.423483  0.002218
PSO J010.9314+41.7516  915217 10.93144 41.75159  12.019683  0.001629
PSO J010.9419+41.3027  104393 10.94189 41.30274  13.178845  0.002564
PSO J011.1896+41.5633 1065759 11.18958 41.56329  13.580438  0.004457
PSO J010.7165+41.0370 1656795 10.71647 41.03699  13.306392  0.002592
PSO J010.9441+41.1915  172970 10.94413 41.19151  13.275076  0.002236
PSO J010.2168+41.0469 1823272 10.21676 41.04694  13.736883  0.003821
PSO J010.3225+41.0743 1831382 10.32250 41.07429  13.838870  0.005027
PSO J010.8396+41.8937 2198307 10.83964 41.89366  13.393717  0.004160
PSO J010.0592+40.6558 2861769 10.05920 40.65583  13.750890  0.003531
PSO J010.9880+41.2846  100411 10.98804 41.28461  14.570392  0.003368
PSO J010.4341+40.8346 1601767 10.43406 40.83455  14.857543  0.005347
PSO J010.6802+40.9999 1646541 10.68019 40.99990  14.733622  0.005029
PSO J010.7440+41.0372 1656838 10.74396 41.03717  14.198553  0.003515
PSO J010.0541+40.9028 1766415 10.05413 40.90275  14.193404  0.004602
PSO J011.4454+41.9120 2055213 11.44535 41.91204  14.586139  0.002939
PSO J010.1548+40.6347 2853222 10.15477 40.63474  14.364138  0.005025
PSO J010.3056+40.6724 2868290 10.30560 40.67245  14.896548  0.005687
PSO J011.0042+41.7727  920369 11.00422 41.77266  14.173543  0.004128
PSO J010.9579+41.2228  181502 10.95786 41.22280  15.466886  0.003654
PSO J010.9113+41.2397  186203 10.91125 41.23974  15.972193  0.004566
PSO J011.6938+42.1419 2148249 11.69382 42.14190  15.740404  0.008890
PSO J011.1630+41.4102  228072 11.16297 41.41020  15.647906  0.003749
